Orthogroup	AF303741.1	AF371960.1	AY521625.1	AY532606.1	AY779031.1	AY894343.1	BD143114.1	GQ273492.1	HF920633.1	HF920637.1	KC244182.1	KF938901.1	KT804738.1	KX643370	LS484712.1	MF599468.1	MG570131.1	MG570132.1	MK098185.1	MK098186.1	MK098187.1	MK689685.1	MK689686.1	MN432490.1	MN562489.1	MN803438.1	MT521409.1	MT798582.1	MT926123.1	MT986830.1	MW139932.1	NC_005946.1	NC_027778.1	OK042108.1	OK042109.1	OL774653.1	OL774654.1	OL774655.1	OM037668.1	ON075463.1	ON740976.1	ON743042.1	OP009387.1	OQ475017.1
OG0000029		AF371960.1_00048		AY532606.1_00047	AY779031.1_00052	AY894343.1_00046	BD143114.1_00028	GQ273492.1_00047			KC244182.1_00046		KT804738.1_00046	Lymph_LDV3_KX643370_00096			MG570131.1_00048	MG570132.1_00048	MK098185.1_00050	MK098186.1_00047	MK098187.1_00050	MK689685.1_00046	MK689686.1_00046	MN432490.1_00049	MN562489.1_00026	MN803438.1_00054	MT521409.1_00027	MT798582.1_00059	MT926123.1_00049	MT986830.1_00049	MW139932.1_00050	NC_005946.1_00085	NC_027778.1_00006	OK042108.1_00030	OK042109.1_00030	OL774653.1_00068	OL774654.1_00048	OL774655.1_00051	OM037668.1_00110	ON075463.1_00046	ON740976.1_00047	ON743042.1_00049	OP009387.1_00047	OQ475017.1_00047
OG0000030		AF371960.1_00062		AY532606.1_00062	AY779031.1_00066	AY894343.1_00060, AY894343.1_00061	BD143114.1_00015	GQ273492.1_00061			KC244182.1_00061		KT804738.1_00058				MG570131.1_00061	MG570132.1_00061	MK098185.1_00062	MK098186.1_00059	MK098187.1_00062	MK689685.1_00059	MK689686.1_00060	MN432490.1_00062	MN562489.1_00041		MT521409.1_00042	MT798582.1_00045, MT798582.1_00102	MT926123.1_00063	MT986830.1_00063	MW139932.1_00063		NC_027778.1_00021	OK042108.1_00015	OK042109.1_00015	OL774653.1_00080	OL774654.1_00061	OL774655.1_00064	OM037668.1_00095	ON075463.1_00059	ON740976.1_00061	ON743042.1_00063	OP009387.1_00062	OQ475017.1_00060
OG0000031		AF371960.1_00001	AY521625.1_00004	AY532606.1_00001	AY779031.1_00001	AY894343.1_00001	BD143114.1_00073	GQ273492.1_00001			KC244182.1_00001		KT804738.1_00001				MG570131.1_00001	MG570132.1_00001	MK098185.1_00001	MK098186.1_00001	MK098187.1_00001	MK689685.1_00001	MK689686.1_00001	MN432490.1_00001	MN562489.1_00107		MT521409.1_00108	MT798582.1_00025	MT926123.1_00001	MT986830.1_00001	MW139932.1_00001		NC_027778.1_00088	OK042108.1_00074	OK042109.1_00075	OL774653.1_00019	OL774654.1_00001	OL774655.1_00001	OM037668.1_00030	ON075463.1_00001	ON740976.1_00001	ON743042.1_00001	OP009387.1_00001	OQ475017.1_00001
OG0000032		AF371960.1_00082		AY532606.1_00083	AY779031.1_00089	AY894343.1_00081	BD143114.1_00119	GQ273492.1_00078			KC244182.1_00081		KT804738.1_00077				MG570131.1_00078	MG570132.1_00078	MK098185.1_00081	MK098186.1_00078	MK098187.1_00081	MK689685.1_00079	MK689686.1_00079	MN432490.1_00083	MN562489.1_00118		MT521409.1_00119	MT798582.1_00084, MT798582.1_00125	MT926123.1_00083	MT986830.1_00085	MW139932.1_00082		NC_027778.1_00100	OK042108.1_00118	OK042109.1_00119	OL774653.1_00099	OL774654.1_00080	OL774655.1_00082	OM037668.1_00019	ON075463.1_00078	ON740976.1_00080	ON743042.1_00082	OP009387.1_00082	OQ475017.1_00078
OG0000033		AF371960.1_00091		AY532606.1_00091	AY779031.1_00097	AY894343.1_00089	BD143114.1_00110, BD143114.1_00111	GQ273492.1_00086			KC244182.1_00089		KT804738.1_00085				MG570131.1_00086	MG570132.1_00086	MK098185.1_00089	MK098186.1_00086	MK098187.1_00089	MK689685.1_00088	MK689686.1_00087	MN432490.1_00091	MN562489.1_00050		MT521409.1_00051	MT798582.1_00117	MT926123.1_00092	MT986830.1_00093	MW139932.1_00090		NC_027778.1_00030	OK042108.1_00110	OK042109.1_00111	OL774653.1_00107	OL774654.1_00088	OL774655.1_00090	OM037668.1_00086	ON075463.1_00086	ON740976.1_00088	ON743042.1_00090	OP009387.1_00090	OQ475017.1_00086
OG0000034		AF371960.1_00123		AY532606.1_00127	AY779031.1_00131	AY894343.1_00125	BD143114.1_00074, BD143114.1_00075	GQ273492.1_00120			KC244182.1_00123		KT804738.1_00121				MG570131.1_00120	MG570132.1_00120	MK098185.1_00124	MK098186.1_00121	MK098187.1_00124	MK689685.1_00120	MK689686.1_00122	MN432490.1_00124	MN562489.1_00109		MT521409.1_00110	MT798582.1_00026	MT926123.1_00122	MT986830.1_00127	MW139932.1_00125		NC_027778.1_00090	OK042108.1_00075	OK042109.1_00076	OL774653.1_00018	OL774654.1_00123	OL774655.1_00125	OM037668.1_00028	ON075463.1_00120	ON740976.1_00123	ON743042.1_00125	OP009387.1_00123	OQ475017.1_00122
OG0000035		AF371960.1_00013		AY532606.1_00012	AY779031.1_00013	AY894343.1_00013	BD143114.1_00062	GQ273492.1_00013			KC244182.1_00012		KT804738.1_00013				MG570131.1_00014	MG570132.1_00014	MK098185.1_00013	MK098186.1_00013	MK098187.1_00013	MK689685.1_00013	MK689686.1_00012	MN432490.1_00013	MN562489.1_00086		MT521409.1_00087	MT798582.1_00014	MT926123.1_00013	MT986830.1_00013	MW139932.1_00013		NC_027778.1_00067	OK042108.1_00064	OK042109.1_00063	OL774653.1_00030	OL774654.1_00013	OL774655.1_00013	OM037668.1_00051	ON075463.1_00012	ON740976.1_00012	ON743042.1_00013	OP009387.1_00013	OQ475017.1_00013
OG0000036		AF371960.1_00014		AY532606.1_00013	AY779031.1_00014	AY894343.1_00014	BD143114.1_00061	GQ273492.1_00014			KC244182.1_00013		KT804738.1_00014				MG570131.1_00015	MG570132.1_00015	MK098185.1_00014	MK098186.1_00014	MK098187.1_00014	MK689685.1_00014	MK689686.1_00013	MN432490.1_00014	MN562489.1_00132		MT521409.1_00133	MT798582.1_00013	MT926123.1_00014	MT986830.1_00014	MW139932.1_00014		NC_027778.1_00115	OK042108.1_00063	OK042109.1_00062	OL774653.1_00031	OL774654.1_00014	OL774655.1_00014	OM037668.1_00005	ON075463.1_00013	ON740976.1_00013	ON743042.1_00014	OP009387.1_00014	OQ475017.1_00014
OG0000037		AF371960.1_00019		AY532606.1_00018	AY779031.1_00019	AY894343.1_00019	BD143114.1_00056	GQ273492.1_00019			KC244182.1_00018		KT804738.1_00019				MG570131.1_00020	MG570132.1_00020	MK098185.1_00019	MK098186.1_00019	MK098187.1_00019	MK689685.1_00019	MK689686.1_00018	MN432490.1_00019	MN562489.1_00091		MT521409.1_00092	MT798582.1_00008	MT926123.1_00019	MT986830.1_00019	MW139932.1_00019		NC_027778.1_00072	OK042108.1_00058	OK042109.1_00057	OL774653.1_00036	OL774654.1_00019	OL774655.1_00019	OM037668.1_00046	ON075463.1_00018	ON740976.1_00018	ON743042.1_00019	OP009387.1_00019	OQ475017.1_00019
OG0000038		AF371960.1_00020		AY532606.1_00019	AY779031.1_00020	AY894343.1_00020	BD143114.1_00055	GQ273492.1_00020			KC244182.1_00019		KT804738.1_00020				MG570131.1_00021	MG570132.1_00021	MK098185.1_00020	MK098186.1_00020	MK098187.1_00020	MK689685.1_00020	MK689686.1_00019	MN432490.1_00020	MN562489.1_00092		MT521409.1_00093	MT798582.1_00007	MT926123.1_00020	MT986830.1_00020	MW139932.1_00020		NC_027778.1_00073	OK042108.1_00057	OK042109.1_00056	OL774653.1_00037	OL774654.1_00020	OL774655.1_00020	OM037668.1_00045	ON075463.1_00019	ON740976.1_00019	ON743042.1_00020	OP009387.1_00020	OQ475017.1_00020
OG0000039		AF371960.1_00022		AY532606.1_00021	AY779031.1_00024	AY894343.1_00022	BD143114.1_00052	GQ273492.1_00023			KC244182.1_00023		KT804738.1_00022				MG570131.1_00024	MG570132.1_00024	MK098185.1_00023	MK098186.1_00023	MK098187.1_00023	MK689685.1_00022	MK689686.1_00022	MN432490.1_00024	MN562489.1_00097		MT521409.1_00098	MT798582.1_00003	MT926123.1_00023	MT986830.1_00023	MW139932.1_00024		NC_027778.1_00078	OK042108.1_00054	OK042109.1_00053	OL774653.1_00040	OL774654.1_00023	OL774655.1_00023	OM037668.1_00040	ON075463.1_00022	ON740976.1_00022	ON743042.1_00023	OP009387.1_00024	OQ475017.1_00023
OG0000040		AF371960.1_00023		AY532606.1_00022	AY779031.1_00025	AY894343.1_00023	BD143114.1_00051	GQ273492.1_00024			KC244182.1_00024		KT804738.1_00023				MG570131.1_00025	MG570132.1_00025	MK098185.1_00024	MK098186.1_00024	MK098187.1_00024	MK689685.1_00023	MK689686.1_00023	MN432490.1_00025	MN562489.1_00089		MT521409.1_00090	MT798582.1_00002	MT926123.1_00024	MT986830.1_00024	MW139932.1_00025		NC_027778.1_00070	OK042108.1_00053	OK042109.1_00052	OL774653.1_00041	OL774654.1_00024	OL774655.1_00024	OM037668.1_00048	ON075463.1_00023	ON740976.1_00023	ON743042.1_00024	OP009387.1_00025	OQ475017.1_00024
OG0000041		AF371960.1_00033		AY532606.1_00032	AY779031.1_00036	AY894343.1_00031	BD143114.1_00043	GQ273492.1_00032			KC244182.1_00031		KT804738.1_00031				MG570131.1_00033	MG570132.1_00033	MK098185.1_00035	MK098186.1_00032	MK098187.1_00035	MK689685.1_00031	MK689686.1_00031	MN432490.1_00034	MN562489.1_00134		MT521409.1_00135	MT798582.1_00074	MT926123.1_00034	MT986830.1_00035	MW139932.1_00035		NC_027778.1_00117	OK042108.1_00045	OK042109.1_00045	OL774653.1_00053	OL774654.1_00033	OL774655.1_00036	OM037668.1_00003	ON075463.1_00031	ON740976.1_00032	ON743042.1_00033	OP009387.1_00032	OQ475017.1_00032
OG0000042		AF371960.1_00037		AY532606.1_00036	AY779031.1_00040	AY894343.1_00035	BD143114.1_00039	GQ273492.1_00036			KC244182.1_00035		KT804738.1_00035				MG570131.1_00037	MG570132.1_00037	MK098185.1_00039	MK098186.1_00036	MK098187.1_00039	MK689685.1_00035	MK689686.1_00035	MN432490.1_00038	MN562489.1_00013		MT521409.1_00013	MT798582.1_00070	MT926123.1_00038	MT986830.1_00039	MW139932.1_00039		NC_027778.1_00134	OK042108.1_00041	OK042109.1_00041	OL774653.1_00057	OL774654.1_00037	OL774655.1_00040	OM037668.1_00122	ON075463.1_00035	ON740976.1_00036	ON743042.1_00037	OP009387.1_00036	OQ475017.1_00036
OG0000043		AF371960.1_00049		AY532606.1_00049	AY779031.1_00053	AY894343.1_00048	BD143114.1_00027	GQ273492.1_00048			KC244182.1_00048		KT804738.1_00047				MG570131.1_00049	MG570132.1_00049	MK098185.1_00051	MK098186.1_00048	MK098187.1_00051	MK689685.1_00047	MK689686.1_00048	MN432490.1_00050	MN562489.1_00030		MT521409.1_00031	MT798582.1_00057	MT926123.1_00050	MT986830.1_00051	MW139932.1_00051		NC_027778.1_00010	OK042108.1_00028	OK042109.1_00028	OL774653.1_00069	OL774654.1_00049	OL774655.1_00052	OM037668.1_00106	ON075463.1_00047	ON740976.1_00049	ON743042.1_00051	OP009387.1_00049	OQ475017.1_00048
OG0000044		AF371960.1_00050		AY532606.1_00050	AY779031.1_00054	AY894343.1_00049	BD143114.1_00026	GQ273492.1_00049			KC244182.1_00049		KT804738.1_00048				MG570131.1_00050	MG570132.1_00050	MK098185.1_00052	MK098186.1_00049	MK098187.1_00052	MK689685.1_00048	MK689686.1_00049	MN432490.1_00051	MN562489.1_00031		MT521409.1_00032	MT798582.1_00056	MT926123.1_00051	MT986830.1_00052	MW139932.1_00052		NC_027778.1_00011	OK042108.1_00027	OK042109.1_00027	OL774653.1_00070	OL774654.1_00050	OL774655.1_00053	OM037668.1_00105	ON075463.1_00048	ON740976.1_00050	ON743042.1_00052	OP009387.1_00050	OQ475017.1_00049
OG0000045		AF371960.1_00055		AY532606.1_00055	AY779031.1_00059	AY894343.1_00054	BD143114.1_00021	GQ273492.1_00054			KC244182.1_00054		KT804738.1_00053				MG570131.1_00055	MG570132.1_00055	MK098185.1_00056	MK098186.1_00053	MK098187.1_00056	MK689685.1_00052	MK689686.1_00054	MN432490.1_00056	MN562489.1_00036		MT521409.1_00037	MT798582.1_00051	MT926123.1_00056	MT986830.1_00057	MW139932.1_00057		NC_027778.1_00016	OK042108.1_00022	OK042109.1_00022	OL774653.1_00074	OL774654.1_00055	OL774655.1_00058	OM037668.1_00100	ON075463.1_00053	ON740976.1_00055	ON743042.1_00057	OP009387.1_00055	OQ475017.1_00054
OG0000046		AF371960.1_00056		AY532606.1_00056	AY779031.1_00060	AY894343.1_00055	BD143114.1_00020	GQ273492.1_00055			KC244182.1_00055		KT804738.1_00054				MG570131.1_00056	MG570132.1_00056	MK098185.1_00057	MK098186.1_00054	MK098187.1_00057	MK689685.1_00053	MK689686.1_00055	MN432490.1_00057	MN562489.1_00037		MT521409.1_00038	MT798582.1_00050	MT926123.1_00057	MT986830.1_00058	MW139932.1_00058		NC_027778.1_00017	OK042108.1_00021	OK042109.1_00021	OL774653.1_00075	OL774654.1_00056	OL774655.1_00059	OM037668.1_00099	ON075463.1_00054	ON740976.1_00056	ON743042.1_00058	OP009387.1_00056	OQ475017.1_00055
OG0000047		AF371960.1_00058		AY532606.1_00058	AY779031.1_00062	AY894343.1_00057	BD143114.1_00018	GQ273492.1_00057			KC244182.1_00057					MF599468.1_00013	MG570131.1_00058	MG570132.1_00058	MK098185.1_00059	MK098186.1_00056	MK098187.1_00059	MK689685.1_00055	MK689686.1_00057	MN432490.1_00059	MN562489.1_00039		MT521409.1_00040	MT798582.1_00048	MT926123.1_00059	MT986830.1_00060	MW139932.1_00060		NC_027778.1_00019	OK042108.1_00019	OK042109.1_00019	OL774653.1_00077	OL774654.1_00058	OL774655.1_00061	OM037668.1_00097	ON075463.1_00056	ON740976.1_00058	ON743042.1_00060	OP009387.1_00058	OQ475017.1_00057
OG0000048		AF371960.1_00060		AY532606.1_00059	AY779031.1_00063	AY894343.1_00058	BD143114.1_00017	GQ273492.1_00059			KC244182.1_00058		KT804738.1_00056				MG570131.1_00059	MG570132.1_00059	MK098185.1_00060	MK098186.1_00057	MK098187.1_00060	MK689685.1_00057	MK689686.1_00058	MN432490.1_00060	MN562489.1_00051		MT521409.1_00052	MT798582.1_00047	MT926123.1_00061	MT986830.1_00061	MW139932.1_00061		NC_027778.1_00031	OK042108.1_00018	OK042109.1_00017	OL774653.1_00078	OL774654.1_00059	OL774655.1_00062	OM037668.1_00085	ON075463.1_00057	ON740976.1_00059	ON743042.1_00061	OP009387.1_00060	OQ475017.1_00058
OG0000049		AF371960.1_00061		AY532606.1_00061	AY779031.1_00065	AY894343.1_00059	BD143114.1_00016	GQ273492.1_00060			KC244182.1_00060		KT804738.1_00057				MG570131.1_00060	MG570132.1_00060	MK098185.1_00061	MK098186.1_00058	MK098187.1_00061	MK689685.1_00058	MK689686.1_00059	MN432490.1_00061	MN562489.1_00040		MT521409.1_00041	MT798582.1_00046	MT926123.1_00062	MT986830.1_00062	MW139932.1_00062		NC_027778.1_00020	OK042108.1_00016	OK042109.1_00016	OL774653.1_00079	OL774654.1_00060	OL774655.1_00063	OM037668.1_00096	ON075463.1_00058	ON740976.1_00060	ON743042.1_00062	OP009387.1_00061	OQ475017.1_00059
OG0000050		AF371960.1_00080		AY532606.1_00080	AY779031.1_00086	AY894343.1_00078	BD143114.1_00122	GQ273492.1_00075			KC244182.1_00078		KT804738.1_00074				MG570131.1_00075	MG570132.1_00075	MK098185.1_00078	MK098186.1_00075	MK098187.1_00078	MK689685.1_00077	MK689686.1_00076	MN432490.1_00080	MN562489.1_00117		MT521409.1_00118	MT798582.1_00086	MT926123.1_00081	MT986830.1_00082	MW139932.1_00079		NC_027778.1_00099	OK042108.1_00121	OK042109.1_00122	OL774653.1_00096	OL774654.1_00077	OL774655.1_00080	OM037668.1_00020	ON075463.1_00075	ON740976.1_00077	ON743042.1_00079	OP009387.1_00079	OQ475017.1_00075
OG0000051		AF371960.1_00083		AY532606.1_00084	AY779031.1_00090	AY894343.1_00082	BD143114.1_00118	GQ273492.1_00079			KC244182.1_00082		KT804738.1_00078				MG570131.1_00079	MG570132.1_00079	MK098185.1_00082	MK098186.1_00079	MK098187.1_00082	MK689685.1_00080	MK689686.1_00080	MN432490.1_00084	MN562489.1_00119		MT521409.1_00120	MT798582.1_00124	MT926123.1_00084	MT986830.1_00086	MW139932.1_00083		NC_027778.1_00101	OK042108.1_00117	OK042109.1_00118	OL774653.1_00100	OL774654.1_00081	OL774655.1_00083	OM037668.1_00018	ON075463.1_00079	ON740976.1_00081	ON743042.1_00083	OP009387.1_00083	OQ475017.1_00079
OG0000052		AF371960.1_00084		AY532606.1_00085	AY779031.1_00091	AY894343.1_00083	BD143114.1_00117	GQ273492.1_00080			KC244182.1_00083		KT804738.1_00079				MG570131.1_00080	MG570132.1_00080	MK098185.1_00083	MK098186.1_00080	MK098187.1_00083	MK689685.1_00081	MK689686.1_00081	MN432490.1_00085	MN562489.1_00005		MT521409.1_00005	MT798582.1_00123	MT926123.1_00085	MT986830.1_00087	MW139932.1_00084		NC_027778.1_00126	OK042108.1_00116	OK042109.1_00117	OL774653.1_00101	OL774654.1_00082	OL774655.1_00084	OM037668.1_00130	ON075463.1_00080	ON740976.1_00082	ON743042.1_00084	OP009387.1_00084	OQ475017.1_00080
OG0000053		AF371960.1_00095		AY532606.1_00097	AY779031.1_00102	AY894343.1_00095	BD143114.1_00105	GQ273492.1_00091			KC244182.1_00094		KT804738.1_00091				MG570131.1_00091	MG570132.1_00091	MK098185.1_00094	MK098186.1_00091	MK098187.1_00094	MK689685.1_00093	MK689686.1_00092	MN432490.1_00096	MN562489.1_00055		MT521409.1_00056	MT798582.1_00112	MT926123.1_00095	MT986830.1_00099	MW139932.1_00095		NC_027778.1_00035	OK042108.1_00105	OK042109.1_00106	OL774653.1_00113	OL774654.1_00093	OL774655.1_00095	OM037668.1_00081	ON075463.1_00091	ON740976.1_00093	ON743042.1_00095	OP009387.1_00094	OQ475017.1_00092
OG0000054		AF371960.1_00097		AY532606.1_00100	AY779031.1_00104	AY894343.1_00097	BD143114.1_00103	GQ273492.1_00093			KC244182.1_00096		KT804738.1_00093				MG570131.1_00093	MG570132.1_00093	MK098185.1_00096	MK098186.1_00093	MK098187.1_00096	MK689685.1_00095	MK689686.1_00094	MN432490.1_00098	MN562489.1_00105		MT521409.1_00106	MT798582.1_00110	MT926123.1_00097	MT986830.1_00101	MW139932.1_00097		NC_027778.1_00086	OK042108.1_00103	OK042109.1_00104	OL774653.1_00115	OL774654.1_00095	OL774655.1_00097	OM037668.1_00032	ON075463.1_00093	ON740976.1_00095	ON743042.1_00097	OP009387.1_00096	OQ475017.1_00094
OG0000055		AF371960.1_00100		AY532606.1_00103	AY779031.1_00107	AY894343.1_00100	BD143114.1_00100	GQ273492.1_00096			KC244182.1_00099		KT804738.1_00096				MG570131.1_00096	MG570132.1_00096	MK098185.1_00099	MK098186.1_00096	MK098187.1_00099	MK689685.1_00098	MK689686.1_00097	MN432490.1_00101	MN562489.1_00104		MT521409.1_00105	MT798582.1_00107	MT926123.1_00100	MT986830.1_00104	MW139932.1_00100		NC_027778.1_00085	OK042108.1_00100	OK042109.1_00101	OL774653.1_00118	OL774654.1_00098	OL774655.1_00100	OM037668.1_00033	ON075463.1_00096	ON740976.1_00098	ON743042.1_00100	OP009387.1_00099	OQ475017.1_00097
OG0000056		AF371960.1_00111		AY532606.1_00115	AY779031.1_00120	AY894343.1_00112	BD143114.1_00088	GQ273492.1_00107			KC244182.1_00111		KT804738.1_00108				MG570131.1_00107	MG570132.1_00107	MK098185.1_00111	MK098186.1_00108	MK098187.1_00111	MK689685.1_00109	MK689686.1_00109	MN432490.1_00112	MN562489.1_00061		MT521409.1_00062	MT798582.1_00038	MT926123.1_00111	MT986830.1_00115	MW139932.1_00112		NC_027778.1_00041	OK042108.1_00088	OK042109.1_00089	OL774653.1_00005	OL774654.1_00110	OL774655.1_00112	OM037668.1_00075	ON075463.1_00108	ON740976.1_00110	ON743042.1_00112	OP009387.1_00111	OQ475017.1_00109
OG0000057		AF371960.1_00115		AY532606.1_00122	AY779031.1_00125	AY894343.1_00117	BD143114.1_00083	GQ273492.1_00112			KC244182.1_00116		KT804738.1_00113				MG570131.1_00112	MG570132.1_00112	MK098185.1_00116	MK098186.1_00113	MK098187.1_00116	MK689685.1_00113	MK689686.1_00114	MN432490.1_00116	MN562489.1_00057		MT521409.1_00058	MT798582.1_00034	MT926123.1_00115	MT986830.1_00119	MW139932.1_00117		NC_027778.1_00037	OK042108.1_00083	OK042109.1_00084	OL774653.1_00010	OL774654.1_00115	OL774655.1_00117	OM037668.1_00079	ON075463.1_00113	ON740976.1_00115	ON743042.1_00117	OP009387.1_00115	OQ475017.1_00114
OG0000058		AF371960.1_00117		AY532606.1_00124	AY779031.1_00127	AY894343.1_00119	BD143114.1_00081	GQ273492.1_00114			KC244182.1_00118		KT804738.1_00115				MG570131.1_00114	MG570132.1_00114	MK098185.1_00118	MK098186.1_00115	MK098187.1_00118	MK689685.1_00115	MK689686.1_00116	MN432490.1_00118	MN562489.1_00001		MT521409.1_00001	MT798582.1_00032	MT926123.1_00117	MT986830.1_00121	MW139932.1_00119		NC_027778.1_00121	OK042108.1_00081	OK042109.1_00082	OL774653.1_00012	OL774654.1_00117	OL774655.1_00119	OM037668.1_00134	ON075463.1_00115	ON740976.1_00117	ON743042.1_00119	OP009387.1_00117	OQ475017.1_00116
OG0000059		AF371960.1_00002			AY779031.1_00002	AY894343.1_00002	BD143114.1_00072	GQ273492.1_00002			KC244182.1_00002		KT804738.1_00002				MG570131.1_00002	MG570132.1_00002	MK098185.1_00002	MK098186.1_00002	MK098187.1_00002	MK689685.1_00002	MK689686.1_00002	MN432490.1_00002	MN562489.1_00106		MT521409.1_00107	MT798582.1_00024	MT926123.1_00002	MT986830.1_00002	MW139932.1_00002		NC_027778.1_00087	OK042108.1_00073	OK042109.1_00074	OL774653.1_00020	OL774654.1_00002	OL774655.1_00002	OM037668.1_00031	ON075463.1_00002	ON740976.1_00002	ON743042.1_00002	OP009387.1_00002	OQ475017.1_00002
OG0000060		AF371960.1_00010		AY532606.1_00009	AY779031.1_00010	AY894343.1_00010	BD143114.1_00065				KC244182.1_00010		KT804738.1_00010				MG570131.1_00011	MG570132.1_00011	MK098185.1_00010	MK098186.1_00010	MK098187.1_00010	MK689685.1_00010	MK689686.1_00010	MN432490.1_00010	MN562489.1_00083		MT521409.1_00084	MT798582.1_00016	MT926123.1_00010	MT986830.1_00010	MW139932.1_00010		NC_027778.1_00064	OK042108.1_00066	OK042109.1_00066	OL774653.1_00028	OL774654.1_00010	OL774655.1_00010	OM037668.1_00054	ON075463.1_00010	ON740976.1_00010	ON743042.1_00010	OP009387.1_00010	OQ475017.1_00010
OG0000061		AF371960.1_00018		AY532606.1_00017		AY894343.1_00018	BD143114.1_00057	GQ273492.1_00018			KC244182.1_00017		KT804738.1_00018				MG570131.1_00019	MG570132.1_00019	MK098185.1_00018	MK098186.1_00018	MK098187.1_00018	MK689685.1_00018	MK689686.1_00017	MN432490.1_00018	MN562489.1_00090		MT521409.1_00091	MT798582.1_00009	MT926123.1_00018	MT986830.1_00018	MW139932.1_00018		NC_027778.1_00071	OK042108.1_00059	OK042109.1_00058	OL774653.1_00035	OL774654.1_00018	OL774655.1_00018	OM037668.1_00047	ON075463.1_00017	ON740976.1_00017	ON743042.1_00018	OP009387.1_00018	OQ475017.1_00018
OG0000062		AF371960.1_00093		AY532606.1_00094	AY779031.1_00099	AY894343.1_00091	BD143114.1_00108	GQ273492.1_00088			KC244182.1_00091		KT804738.1_00087				MG570131.1_00088	MG570132.1_00088	MK098185.1_00091	MK098186.1_00088	MK098187.1_00091	MK689685.1_00090	MK689686.1_00089	MN432490.1_00093	MN562489.1_00053		MT521409.1_00054	MT798582.1_00115		MT986830.1_00095	MW139932.1_00092		NC_027778.1_00033	OK042108.1_00108	OK042109.1_00109	OL774653.1_00109	OL774654.1_00090	OL774655.1_00092	OM037668.1_00083	ON075463.1_00088	ON740976.1_00090	ON743042.1_00092	OP009387.1_00092	OQ475017.1_00088
OG0000063		AF371960.1_00073		AY532606.1_00075	AY779031.1_00074, AY779031.1_00075, AY779031.1_00080	AY894343.1_00072	BD143114.1_00004	GQ273492.1_00070			KC244182.1_00072		KT804738.1_00069				MG570131.1_00070	MG570132.1_00070	MK098185.1_00073	MK098186.1_00070	MK098187.1_00073	MK689685.1_00070	MK689686.1_00071	MN432490.1_00073				MT798582.1_00091	MT926123.1_00074	MT986830.1_00075	MW139932.1_00074			OK042108.1_00004	OK042109.1_00005	OL774653.1_00091	OL774654.1_00072	OL774655.1_00075		ON075463.1_00070	ON740976.1_00072	ON743042.1_00074	OP009387.1_00072	OQ475017.1_00070
OG0000064		AF371960.1_00017		AY532606.1_00016	AY779031.1_00018, AY779031.1_00123	AY894343.1_00017	BD143114.1_00058	GQ273492.1_00017			KC244182.1_00016		KT804738.1_00017				MG570131.1_00018	MG570132.1_00018	MK098185.1_00017	MK098186.1_00017	MK098187.1_00017	MK689685.1_00017	MK689686.1_00016	MN432490.1_00017				MT798582.1_00010	MT926123.1_00017	MT986830.1_00017	MW139932.1_00017			OK042108.1_00060	OK042109.1_00059	OL774653.1_00034	OL774654.1_00017	OL774655.1_00017		ON075463.1_00016	ON740976.1_00016	ON743042.1_00017	OP009387.1_00017	OQ475017.1_00017
OG0000065		AF371960.1_00039		AY532606.1_00038	AY779031.1_00042	AY894343.1_00037	BD143114.1_00037	GQ273492.1_00038			KC244182.1_00037		KT804738.1_00037				MG570131.1_00039	MG570132.1_00039	MK098185.1_00041	MK098186.1_00038	MK098187.1_00041	MK689685.1_00037	MK689686.1_00037	MN432490.1_00040				MT798582.1_00068	MT926123.1_00040	MT986830.1_00041	MW139932.1_00041			OK042108.1_00039	OK042109.1_00039	OL774653.1_00059	OL774654.1_00039	OL774655.1_00042		ON075463.1_00037	ON740976.1_00038	ON743042.1_00039, ON743042.1_00040	OP009387.1_00038	OQ475017.1_00038
OG0000066		AF371960.1_00043		AY532606.1_00043	AY779031.1_00046, AY779031.1_00047	AY894343.1_00041	BD143114.1_00033	GQ273492.1_00042			KC244182.1_00041		KT804738.1_00041				MG570131.1_00043	MG570132.1_00043	MK098185.1_00045	MK098186.1_00042	MK098187.1_00045	MK689685.1_00041	MK689686.1_00041	MN432490.1_00044				MT798582.1_00064	MT926123.1_00044	MT986830.1_00044	MW139932.1_00045			OK042108.1_00035	OK042109.1_00035	OL774653.1_00063	OL774654.1_00043	OL774655.1_00046		ON075463.1_00041	ON740976.1_00042	ON743042.1_00044	OP009387.1_00042	OQ475017.1_00042
OG0000067		AF371960.1_00068		AY532606.1_00069	AY779031.1_00072	AY894343.1_00067	BD143114.1_00009	GQ273492.1_00066			KC244182.1_00066		KT804738.1_00064		LS484712.1_00002		MG570131.1_00066	MG570132.1_00066	MK098185.1_00068	MK098186.1_00065	MK098187.1_00068	MK689685.1_00065	MK689686.1_00066	MN432490.1_00067				MT798582.1_00096	MT926123.1_00069	MT986830.1_00069	MW139932.1_00069			OK042108.1_00009	OK042109.1_00010	OL774653.1_00086	OL774654.1_00067	OL774655.1_00070		ON075463.1_00065	ON740976.1_00067	ON743042.1_00069	OP009387.1_00067	OQ475017.1_00065
