Orthogroup	AF303741	AF371960	AY521625	AY894343	BD143114	GQ273492	HF920633	HF920637	KC244182	KF938901	KT804738	KX643370	LS484712	MF599468	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MN562489	MN803438	MT521409	MT798582	MT926123	MT986830	MW139932	NC_005946	OK042108	OK042109	OL774653	OL774654	OL774655	OM037668	ON075463	ON740976	ON743042	OP009387	OQ475017
OG0000081		hypothetical protein AF371960.1_00052		hypothetical protein MK689686.1_00051	hypothetical protein MK689686.1_00051	hypothetical protein GQ273492.1_00051			hypothetical protein MK689686.1_00051		hypothetical protein MK689686.1_00051				hypothetical protein MG570131.1_00052	hypothetical protein MG570132.1_00052	hypothetical protein MK689686.1_00051	hypothetical protein MK689686.1_00051	hypothetical protein MK689686.1_00051	hypothetical protein AF371960.1_00052	hypothetical protein MK689686.1_00051	hypothetical protein AF371960.1_00052				hypothetical protein MK689686.1_00051	hypothetical protein AF371960.1_00052	hypothetical protein AF371960.1_00052	hypothetical protein MK689686.1_00051		hypothetical protein MK689686.1_00051	hypothetical protein MK689686.1_00051	hypothetical protein MK689686.1_00051	hypothetical protein MK689686.1_00051	hypothetical protein MK689686.1_00051		hypothetical protein MK689686.1_00051	hypothetical protein MK689686.1_00051	hypothetical protein MK689686.1_00051	hypothetical protein AF371960.1_00052	OQ475017.1 - hypothetical protein translation OQ475017.1_00051
OG0000082		hypothetical protein AF371960.1_00053		hypothetical protein MK689686.1_00052	hypothetical protein MK689686.1_00052	hypothetical protein GQ273492.1_00052			hypothetical protein MK689686.1_00052		hypothetical protein MK689686.1_00052				hypothetical protein MG570131.1_00053	hypothetical protein MG570132.1_00053	hypothetical protein MK689686.1_00052	hypothetical protein MK689686.1_00052	hypothetical protein MK689686.1_00052	hypothetical protein AF371960.1_00053	hypothetical protein MK689686.1_00052	hypothetical protein AF371960.1_00053				hypothetical protein MK689686.1_00052	hypothetical protein AF371960.1_00053	hypothetical protein AF371960.1_00053	hypothetical protein MK689686.1_00052		hypothetical protein MK689686.1_00052	hypothetical protein MK689686.1_00052	hypothetical protein MK689686.1_00052	hypothetical protein MK689686.1_00052	hypothetical protein MK689686.1_00052		hypothetical protein MK689686.1_00052	hypothetical protein MK689686.1_00052	hypothetical protein MK689686.1_00052	hypothetical protein AF371960.1_00053	OQ475017.1 - hypothetical protein translation OQ475017.1_00052
OG0000083		hypothetical protein AF371960.1_00063		hypothetical protein MK689686.1_00061	hypothetical protein MK689686.1_00061	hypothetical protein GQ273492.1_00062			hypothetical protein MK689686.1_00061		hypothetical protein MK689686.1_00061				hypothetical protein MG570131.1_00062	hypothetical protein MG570132.1_00062	hypothetical protein MK689686.1_00061	hypothetical protein MK689686.1_00061	hypothetical protein MK689686.1_00061	hypothetical protein AF371960.1_00063	hypothetical protein MK689686.1_00061	hypothetical protein AF371960.1_00063				hypothetical protein MK689686.1_00061	hypothetical protein AF371960.1_00063	hypothetical protein AF371960.1_00063	hypothetical protein MK689686.1_00061		hypothetical protein MK689686.1_00061	hypothetical protein MK689686.1_00061	hypothetical protein MK689686.1_00061	hypothetical protein MK689686.1_00061	hypothetical protein MK689686.1_00061		hypothetical protein MK689686.1_00061	hypothetical protein MK689686.1_00061	hypothetical protein MK689686.1_00061	hypothetical protein AF371960.1_00063	OQ475017.1 - hypothetical protein translation OQ475017.1_00061
OG0000084		hypothetical protein AF371960.1_00069		hypothetical protein MK689686.1_00067	hypothetical protein MK689686.1_00067	hypothetical protein GQ273492.1_00067			hypothetical protein MK689686.1_00067		hypothetical protein MK689686.1_00067				hypothetical protein MG570131.1_00067	hypothetical protein MG570132.1_00067	hypothetical protein MK689686.1_00067	hypothetical protein MK689686.1_00067	hypothetical protein MK689686.1_00067	hypothetical protein AF371960.1_00069	hypothetical protein MK689686.1_00067	hypothetical protein AF371960.1_00069				hypothetical protein MK689686.1_00067	hypothetical protein AF371960.1_00069	hypothetical protein AF371960.1_00069	hypothetical protein MK689686.1_00067		hypothetical protein MK689686.1_00067	hypothetical protein MK689686.1_00067	hypothetical protein MK689686.1_00067	hypothetical protein MK689686.1_00067	hypothetical protein MK689686.1_00067		hypothetical protein MK689686.1_00067	hypothetical protein MK689686.1_00067	hypothetical protein MK689686.1_00067	hypothetical protein AF371960.1_00069	OQ475017.1 - hypothetical protein translation OQ475017.1_00066
OG0000085		hypothetical protein AF371960.1_00070		hypothetical protein MK689686.1_00068	hypothetical protein MK689686.1_00068	hypothetical protein GQ273492.1_00068			hypothetical protein MK689686.1_00068		hypothetical protein MK689686.1_00068				hypothetical protein MG570131.1_00068	hypothetical protein MG570132.1_00068	hypothetical protein MK689686.1_00068	hypothetical protein MK689686.1_00068	hypothetical protein MK689686.1_00068	hypothetical protein AF371960.1_00070	hypothetical protein MK689686.1_00068	hypothetical protein AF371960.1_00070				hypothetical protein MK689686.1_00068	hypothetical protein AF371960.1_00070	hypothetical protein AF371960.1_00070	hypothetical protein MK689686.1_00068		hypothetical protein MK689686.1_00068	hypothetical protein MK689686.1_00068	hypothetical protein MK689686.1_00068	hypothetical protein MK689686.1_00068	hypothetical protein MK689686.1_00068		hypothetical protein MK689686.1_00068	hypothetical protein MK689686.1_00068	hypothetical protein MK689686.1_00068	hypothetical protein AF371960.1_00070	OQ475017.1 - hypothetical protein translation OQ475017.1_00067
OG0000086		hypothetical protein AF371960.1_00075		hypothetical protein MK689686.1_00072	hypothetical protein MK689686.1_00072	hypothetical protein GQ273492.1_00071			hypothetical protein MK689686.1_00072		hypothetical protein MK689686.1_00072				hypothetical protein MG570131.1_00071	hypothetical protein MG570132.1_00071	hypothetical protein MK689686.1_00072	hypothetical protein MK689686.1_00072	hypothetical protein MK689686.1_00072	hypothetical protein AF371960.1_00075	hypothetical protein MK689686.1_00072	hypothetical protein AF371960.1_00075				hypothetical protein MK689686.1_00072	hypothetical protein AF371960.1_00075	hypothetical protein AF371960.1_00075	hypothetical protein MK689686.1_00072		hypothetical protein MK689686.1_00072	hypothetical protein MK689686.1_00072	hypothetical protein MK689686.1_00072	hypothetical protein MK689686.1_00072	hypothetical protein MK689686.1_00072		hypothetical protein MK689686.1_00072	hypothetical protein MK689686.1_00072	hypothetical protein MK689686.1_00072	hypothetical protein AF371960.1_00075	OQ475017.1 - hypothetical protein translation OQ475017.1_00071
OG0000087		hypothetical protein AF371960.1_00076		hypothetical protein MK689686.1_00073	hypothetical protein MK689686.1_00073	hypothetical protein GQ273492.1_00072			hypothetical protein MK689686.1_00073		hypothetical protein MK689686.1_00073				hypothetical protein MG570131.1_00072	hypothetical protein MG570132.1_00072	hypothetical protein MK689686.1_00073	hypothetical protein MK689686.1_00073	hypothetical protein MK689686.1_00073	hypothetical protein AF371960.1_00076	hypothetical protein MK689686.1_00073	hypothetical protein AF371960.1_00076				hypothetical protein MK689686.1_00073	hypothetical protein AF371960.1_00076	hypothetical protein AF371960.1_00076	hypothetical protein MK689686.1_00073		hypothetical protein MK689686.1_00073	hypothetical protein MK689686.1_00073	hypothetical protein MK689686.1_00073	hypothetical protein MK689686.1_00073	hypothetical protein MK689686.1_00073		hypothetical protein MK689686.1_00073	hypothetical protein MK689686.1_00073	hypothetical protein MK689686.1_00073	hypothetical protein AF371960.1_00076	OQ475017.1 - hypothetical protein translation OQ475017.1_00072
OG0000088		hypothetical protein AF371960.1_00081		hypothetical protein MK689686.1_00077	hypothetical protein MK689686.1_00077	hypothetical protein GQ273492.1_00076			hypothetical protein MK689686.1_00077		hypothetical protein MK689686.1_00077				hypothetical protein MG570131.1_00076	hypothetical protein MG570132.1_00076	hypothetical protein MK689686.1_00077	hypothetical protein MK689686.1_00077	hypothetical protein MK689686.1_00077	hypothetical protein AF371960.1_00081	hypothetical protein MK689686.1_00077	hypothetical protein AF371960.1_00081				hypothetical protein MK689686.1_00077	hypothetical protein AF371960.1_00081	hypothetical protein AF371960.1_00081	hypothetical protein MK689686.1_00077		hypothetical protein MK689686.1_00077	hypothetical protein MK689686.1_00077	hypothetical protein MK689686.1_00077	hypothetical protein MK689686.1_00077	hypothetical protein MK689686.1_00077		hypothetical protein MK689686.1_00077	hypothetical protein MK689686.1_00077	hypothetical protein MK689686.1_00077	hypothetical protein AF371960.1_00081	OQ475017.1 - hypothetical protein translation OQ475017.1_00076
OG0000089		hypothetical protein AF371960.1_00086		hypothetical protein MK689686.1_00082	hypothetical protein MK689686.1_00082	hypothetical protein GQ273492.1_00081			hypothetical protein MK689686.1_00082		hypothetical protein MK689686.1_00082				hypothetical protein MG570131.1_00081	hypothetical protein MG570132.1_00081	hypothetical protein MK689686.1_00082	hypothetical protein MK689686.1_00082	hypothetical protein MK689686.1_00082	hypothetical protein AF371960.1_00086	hypothetical protein MK689686.1_00082	hypothetical protein AF371960.1_00086				hypothetical protein MK689686.1_00082	hypothetical protein AF371960.1_00086	hypothetical protein AF371960.1_00086	hypothetical protein MK689686.1_00082		hypothetical protein MK689686.1_00082	hypothetical protein MK689686.1_00082	hypothetical protein MK689686.1_00082	hypothetical protein MK689686.1_00082	hypothetical protein MK689686.1_00082		hypothetical protein MK689686.1_00082	hypothetical protein MK689686.1_00082	hypothetical protein MK689686.1_00082	hypothetical protein AF371960.1_00086	OQ475017.1 - hypothetical protein translation OQ475017.1_00081
OG0000090		hypothetical protein AF371960.1_00087		hypothetical protein MK689686.1_00083	hypothetical protein MK689686.1_00083	ORF78R ORF78R_refgen			hypothetical protein MK689686.1_00083		hypothetical protein MK689686.1_00083				hypothetical protein MG570131.1_00082	hypothetical protein MG570132.1_00082	hypothetical protein MK689686.1_00083	hypothetical protein MK689686.1_00083	hypothetical protein MK689686.1_00083	hypothetical protein AF371960.1_00087	hypothetical protein MK689686.1_00083	hypothetical protein AF371960.1_00087				hypothetical protein MK689686.1_00083	hypothetical protein AF371960.1_00087	hypothetical protein AF371960.1_00087	hypothetical protein MK689686.1_00083		hypothetical protein MK689686.1_00083	hypothetical protein MK689686.1_00083	hypothetical protein MK689686.1_00083	hypothetical protein MK689686.1_00083	hypothetical protein MK689686.1_00083		hypothetical protein MK689686.1_00083	hypothetical protein MK689686.1_00083	hypothetical protein MK689686.1_00083	hypothetical protein AF371960.1_00087	OQ475017.1 - hypothetical protein translation OQ475017.1_00082
OG0000091		hypothetical protein AF371960.1_00101		hypothetical protein MK689686.1_00098	hypothetical protein MK689686.1_00098	hypothetical protein GQ273492.1_00097			hypothetical protein MK689686.1_00098		hypothetical protein MK689686.1_00098				hypothetical protein MG570131.1_00097	hypothetical protein MG570132.1_00097	hypothetical protein MK689686.1_00098	hypothetical protein MK689686.1_00098	hypothetical protein MK689686.1_00098	hypothetical protein AF371960.1_00101	hypothetical protein MK689686.1_00098	hypothetical protein AF371960.1_00101				hypothetical protein MK689686.1_00098	hypothetical protein AF371960.1_00101	hypothetical protein AF371960.1_00101	hypothetical protein MK689686.1_00098		hypothetical protein MK689686.1_00098	hypothetical protein MK689686.1_00098	hypothetical protein MK689686.1_00098	hypothetical protein MK689686.1_00098	hypothetical protein MK689686.1_00098		hypothetical protein MK689686.1_00098	hypothetical protein MK689686.1_00098	hypothetical protein MK689686.1_00098	hypothetical protein AF371960.1_00101	OQ475017.1 - hypothetical protein translation OQ475017.1_00098
OG0000092		hypothetical protein AF371960.1_00102		hypothetical protein MK689686.1_00099	hypothetical protein MK689686.1_00099	hypothetical protein GQ273492.1_00098			hypothetical protein MK689686.1_00099		hypothetical protein MK689686.1_00099				hypothetical protein MG570131.1_00098	hypothetical protein MG570132.1_00098	hypothetical protein MK689686.1_00099	hypothetical protein MK689686.1_00099	hypothetical protein MK689686.1_00099	hypothetical protein AF371960.1_00102	hypothetical protein MK689686.1_00099	hypothetical protein AF371960.1_00102				hypothetical protein MK689686.1_00099	hypothetical protein AF371960.1_00102	hypothetical protein AF371960.1_00102	hypothetical protein MK689686.1_00099		hypothetical protein MK689686.1_00099	hypothetical protein MK689686.1_00099	hypothetical protein MK689686.1_00099	hypothetical protein MK689686.1_00099	hypothetical protein MK689686.1_00099		hypothetical protein MK689686.1_00099	hypothetical protein MK689686.1_00099	hypothetical protein MK689686.1_00099	hypothetical protein AF371960.1_00102	OQ475017.1 - hypothetical protein translation OQ475017.1_00099
OG0000093		hypothetical protein AF371960.1_00103		hypothetical protein MK689686.1_00100	hypothetical protein MK689686.1_00100	hypothetical protein GQ273492.1_00099			hypothetical protein MK689686.1_00100		hypothetical protein MK689686.1_00100				hypothetical protein MG570131.1_00099	hypothetical protein MG570132.1_00099	hypothetical protein MK689686.1_00100	hypothetical protein MK689686.1_00100	hypothetical protein MK689686.1_00100	hypothetical protein AF371960.1_00103	hypothetical protein MK689686.1_00100	hypothetical protein AF371960.1_00103				hypothetical protein MK689686.1_00100	hypothetical protein AF371960.1_00103	hypothetical protein AF371960.1_00103	hypothetical protein MK689686.1_00100		hypothetical protein MK689686.1_00100	hypothetical protein MK689686.1_00100	hypothetical protein MK689686.1_00100	hypothetical protein MK689686.1_00100	hypothetical protein MK689686.1_00100		hypothetical protein MK689686.1_00100	hypothetical protein MK689686.1_00100	hypothetical protein MK689686.1_00100	hypothetical protein AF371960.1_00103	OQ475017.1 - hypothetical protein translation OQ475017.1_00100
OG0000094		hypothetical protein AF371960.1_00104		hypothetical protein MK689686.1_00101	hypothetical protein MK689686.1_00101	hypothetical protein GQ273492.1_00100			hypothetical protein MK689686.1_00101		hypothetical protein MK689686.1_00101				hypothetical protein MG570131.1_00100	hypothetical protein MG570132.1_00100	hypothetical protein MK689686.1_00101	hypothetical protein MK689686.1_00101	hypothetical protein MK689686.1_00101	hypothetical protein AF371960.1_00104	hypothetical protein MK689686.1_00101	hypothetical protein AF371960.1_00104				hypothetical protein MK689686.1_00101	hypothetical protein AF371960.1_00104	hypothetical protein AF371960.1_00104	hypothetical protein MK689686.1_00101		hypothetical protein MK689686.1_00101	hypothetical protein MK689686.1_00101	hypothetical protein MK689686.1_00101	hypothetical protein MK689686.1_00101	hypothetical protein MK689686.1_00101		hypothetical protein MK689686.1_00101	hypothetical protein MK689686.1_00101	hypothetical protein MK689686.1_00101	hypothetical protein AF371960.1_00104	OQ475017.1 - hypothetical protein translation OQ475017.1_00101
OG0000095		hypothetical protein AF371960.1_00108		hypothetical protein MK689686.1_00106	hypothetical protein MK689686.1_00106	ORF100R ORF100R_refgen			hypothetical protein MK689686.1_00106		hypothetical protein MK689686.1_00106				hypothetical protein MG570131.1_00104	hypothetical protein MG570132.1_00104	hypothetical protein MK689686.1_00106	hypothetical protein MK689686.1_00106	hypothetical protein MK689686.1_00106	hypothetical protein AF371960.1_00108	hypothetical protein MK689686.1_00106	hypothetical protein AF371960.1_00108				hypothetical protein MK689686.1_00106	hypothetical protein AF371960.1_00108	hypothetical protein AF371960.1_00108	hypothetical protein MK689686.1_00106		hypothetical protein MK689686.1_00106	hypothetical protein MK689686.1_00106	hypothetical protein MK689686.1_00106	hypothetical protein MK689686.1_00106	hypothetical protein MK689686.1_00106		hypothetical protein MK689686.1_00106	hypothetical protein MK689686.1_00106	hypothetical protein MK689686.1_00106	hypothetical protein AF371960.1_00108	OQ475017.1 - hypothetical protein translation OQ475017.1_00106
OG0000096		hypothetical protein AF371960.1_00116		hypothetical protein MK689686.1_00115	hypothetical protein MK689686.1_00115	hypothetical protein GQ273492.1_00113			hypothetical protein MK689686.1_00115		hypothetical protein MK689686.1_00115				hypothetical protein MG570131.1_00113	hypothetical protein MG570132.1_00113	hypothetical protein MK689686.1_00115	hypothetical protein MK689686.1_00115	hypothetical protein MK689686.1_00115	hypothetical protein AF371960.1_00116	hypothetical protein MK689686.1_00115	hypothetical protein AF371960.1_00116				hypothetical protein MK689686.1_00115	hypothetical protein AF371960.1_00116	hypothetical protein AF371960.1_00116	hypothetical protein MK689686.1_00115		hypothetical protein MK689686.1_00115	hypothetical protein MK689686.1_00115	hypothetical protein MK689686.1_00115	hypothetical protein MK689686.1_00115	hypothetical protein MK689686.1_00115		hypothetical protein MK689686.1_00115	hypothetical protein MK689686.1_00115	hypothetical protein MK689686.1_00115	hypothetical protein AF371960.1_00116	OQ475017.1 - hypothetical protein translation OQ475017.1_00115
OG0000097		hypothetical protein AF371960.1_00120		hypothetical protein MK689686.1_00119	hypothetical protein MK689686.1_00119	hypothetical protein GQ273492.1_00117			hypothetical protein MK689686.1_00119		hypothetical protein MK689686.1_00119				hypothetical protein MG570131.1_00117	hypothetical protein MG570132.1_00117	hypothetical protein MK689686.1_00119	hypothetical protein MK689686.1_00119	hypothetical protein MK689686.1_00119	hypothetical protein AF371960.1_00120	hypothetical protein MK689686.1_00119	hypothetical protein AF371960.1_00120				hypothetical protein MK689686.1_00119	hypothetical protein AF371960.1_00120	hypothetical protein AF371960.1_00120	hypothetical protein MK689686.1_00119		hypothetical protein MK689686.1_00119	hypothetical protein MK689686.1_00119	hypothetical protein MK689686.1_00119	hypothetical protein MK689686.1_00119	hypothetical protein MK689686.1_00119		hypothetical protein MK689686.1_00119	hypothetical protein MK689686.1_00119	hypothetical protein MK689686.1_00119	hypothetical protein AF371960.1_00120	OQ475017.1 - hypothetical protein translation OQ475017.1_00119
OG0000098		hypothetical protein AF371960.1_00029		ORF025 ORF025_refgen	ORF025 ORF025_refgen	hypothetical protein GQ273492.1_00028			ORF025 ORF025_refgen		ORF025 ORF025_refgen				hypothetical protein MG570131.1_00029	hypothetical protein MG570132.1_00029	ORF025 ORF025_refgen	ORF025 ORF025_refgen	ORF025 ORF025_refgen	hypothetical protein AF371960.1_00029	ORF025 ORF025_refgen	hypothetical protein AF371960.1_00029				ORF025 ORF025_refgen	hypothetical protein AF371960.1_00029	hypothetical protein AF371960.1_00029	ORF025 ORF025_refgen		ORF025 ORF025_refgen	ORF025 ORF025_refgen	ORF025 ORF025_refgen	ORF025 ORF025_refgen	ORF025 ORF025_refgen		ORF025 ORF025_refgen	ORF025 ORF025_refgen	ORF025 ORF025_refgen	hypothetical protein AF371960.1_00029	
OG0000099		hypothetical protein AF371960.1_00040		hypothetical protein MK689686.1_00038	hypothetical protein MK689686.1_00038	hypothetical protein GQ273492.1_00039			hypothetical protein MK689686.1_00038		hypothetical protein MK689686.1_00038				hypothetical protein MG570131.1_00040	hypothetical protein MG570132.1_00040	hypothetical protein MK689686.1_00038	hypothetical protein MK689686.1_00038	hypothetical protein MK689686.1_00038	hypothetical protein AF371960.1_00040	hypothetical protein MK689686.1_00038	hypothetical protein AF371960.1_00040				hypothetical protein MK689686.1_00038	hypothetical protein AF371960.1_00040		hypothetical protein MK689686.1_00038		hypothetical protein MK689686.1_00038	hypothetical protein MK689686.1_00038	hypothetical protein MK689686.1_00038	hypothetical protein MK689686.1_00038	hypothetical protein MK689686.1_00038		hypothetical protein MK689686.1_00038	hypothetical protein MK689686.1_00038	hypothetical protein MK689686.1_00038	hypothetical protein AF371960.1_00040	OQ475017.1 - hypothetical protein translation OQ475017.1_00039
OG0000100		hypothetical protein AF371960.1_00062			DNA-binding protein DNA-binding protein_refgen	hypothetical protein GQ273492.1_00061			DNA-binding protein DNA-binding protein_refgen		DNA-binding protein DNA-binding protein_refgen				hypothetical protein MG570131.1_00061	hypothetical protein MG570132.1_00061	DNA-binding protein DNA-binding protein_refgen	DNA-binding protein DNA-binding protein_refgen	DNA-binding protein DNA-binding protein_refgen	hypothetical protein AF371960.1_00062	DNA-binding protein DNA-binding protein_refgen		hypothetical protein OM037668.1_00095		hypothetical protein OM037668.1_00095		hypothetical protein AF371960.1_00062	hypothetical protein AF371960.1_00062	DNA-binding protein DNA-binding protein_refgen		DNA-binding protein DNA-binding protein_refgen	DNA-binding protein DNA-binding protein_refgen	DNA-binding protein DNA-binding protein_refgen	DNA-binding protein DNA-binding protein_refgen	DNA-binding protein DNA-binding protein_refgen	hypothetical protein OM037668.1_00095	DNA-binding protein DNA-binding protein_refgen	DNA-binding protein DNA-binding protein_refgen	binding protein DNA-binding protein_refgen		OQ475017.1 - hypothetical protein translation OQ475017.1_00060
OG0000101		hypothetical protein AF371960.1_00073			hypothetical protein MK689686.1_00071	hypothetical protein GQ273492.1_00070			hypothetical protein MK689686.1_00071		hypothetical protein MK689686.1_00071				hypothetical protein MG570131.1_00070	hypothetical protein MG570132.1_00070	hypothetical protein MK689686.1_00071	hypothetical protein MK689686.1_00071	hypothetical protein MK689686.1_00071	hypothetical protein AF371960.1_00073	hypothetical protein MK689686.1_00071	hypothetical protein AF371960.1_00073				hypothetical protein MK689686.1_00071	hypothetical protein AF371960.1_00073	hypothetical protein AF371960.1_00073	hypothetical protein MK689686.1_00071		hypothetical protein MK689686.1_00071	hypothetical protein MK689686.1_00071	hypothetical protein MK689686.1_00071	hypothetical protein MK689686.1_00071	hypothetical protein MK689686.1_00071		hypothetical protein MK689686.1_00071	hypothetical protein MK689686.1_00071	hypothetical protein MK689686.1_00071	hypothetical protein AF371960.1_00073	OQ475017.1 - hypothetical protein translation OQ475017.1_00070
OG0000102		hypothetical protein AF371960.1_00106		hypothetical protein MK689686.1_00104	hypothetical protein MK689686.1_00104	hypothetical protein GQ273492.1_00102			hypothetical protein MK689686.1_00104		hypothetical protein MK689686.1_00104				hypothetical protein MG570131.1_00102	hypothetical protein MG570132.1_00102	hypothetical protein MK689686.1_00104	hypothetical protein MK689686.1_00104	hypothetical protein MK689686.1_00104	hypothetical protein AF371960.1_00106	hypothetical protein MK689686.1_00104	hypothetical protein AF371960.1_00106				hypothetical protein MK689686.1_00104	hypothetical protein AF371960.1_00106	hypothetical protein AF371960.1_00106	hypothetical protein MK689686.1_00104		hypothetical protein MK689686.1_00104	hypothetical protein MK689686.1_00104		hypothetical protein MK689686.1_00104	hypothetical protein MK689686.1_00104		hypothetical protein MK689686.1_00104	hypothetical protein MK689686.1_00104	hypothetical protein MK689686.1_00104	hypothetical protein AF371960.1_00106	OQ475017.1 - hypothetical protein translation OQ475017.1_00104
OG0000103		hypothetical protein AF371960.1_00109			tumor necrosis factor receptor-associated factor tumor necrosis factor receptor-associated factor_refgen	hypothetical protein GQ273492.1_00105			tumor necrosis factor receptor-associated factor tumor necrosis factor receptor-associated factor_refgen		tumor necrosis factor receptor-associated factor tumor necrosis factor receptor-associated factor_refgen				hypothetical protein MG570131.1_00105	hypothetical protein MG570132.1_00105	tumor necrosis factor receptor-associated factor tumor necrosis factor receptor-associated factor_refgen	tumor necrosis factor receptor-associated factor tumor necrosis factor receptor-associated factor_refgen	tumor necrosis factor receptor-associated factor tumor necrosis factor receptor-associated factor_refgen	hypothetical protein AF371960.1_00109	tumor necrosis factor receptor-associated factor tumor necrosis factor receptor-associated factor_refgen	hypothetical protein AF371960.1_00109				tumor necrosis factor receptor-associated factor tumor necrosis factor receptor-associated factor_refgen	hypothetical protein AF371960.1_00109	hypothetical protein AF371960.1_00109	tumor necrosis factor receptor-associated factor tumor necrosis factor receptor-associated factor_refgen		tumor necrosis factor receptor-associated factor tumor necrosis factor receptor-associated factor_refgen	tumor necrosis factor receptor-associated factor tumor necrosis factor receptor-associated factor_refgen	tumor necrosis factor receptor-associated factor tumor necrosis factor receptor-associated factor_refgen	tumor necrosis factor receptor-associated factor tumor necrosis factor receptor-associated factor_refgen	tumor necrosis factor receptor-associated factor tumor necrosis factor receptor-associated factor_refgen		tumor necrosis factor receptor-associated factor tumor necrosis factor receptor-associated factor_refgen	tumor necrosis factor receptor-associated factor tumor necrosis factor receptor-associated factor_refgen	tumor necrosis factor receptor-associated factor tumor necrosis factor receptor-associated factor_refgen	hypothetical protein AF371960.1_00109	OQ475017.1 - hypothetical protein translation OQ475017.1_00107
OG0000104		hypothetical protein AF371960.1_00118		hypothetical protein MK689686.1_00117	hypothetical protein MK689686.1_00117				hypothetical protein MK689686.1_00117		hypothetical protein MK689686.1_00117				hypothetical protein MG570131.1_00115	hypothetical protein MG570132.1_00115	hypothetical protein MK689686.1_00117	hypothetical protein MK689686.1_00117	hypothetical protein MK689686.1_00117	hypothetical protein AF371960.1_00118	hypothetical protein MK689686.1_00117	hypothetical protein AF371960.1_00118				hypothetical protein MK689686.1_00117	hypothetical protein AF371960.1_00118	hypothetical protein AF371960.1_00118	hypothetical protein MK689686.1_00117		hypothetical protein MK689686.1_00117	hypothetical protein MK689686.1_00117	hypothetical protein MK689686.1_00117	hypothetical protein MK689686.1_00117	hypothetical protein MK689686.1_00117		hypothetical protein MK689686.1_00117	hypothetical protein MK689686.1_00117	hypothetical protein MK689686.1_00117	hypothetical protein AF371960.1_00118	OQ475017.1 - hypothetical protein translation OQ475017.1_00117
OG0000105		ORF106L ORF106L_refgen		hypothetical protein MK689686.1_00103	hypothetical protein MK689686.1_00103	hypothetical protein GQ273492.1_00101			hypothetical protein MK689686.1_00103		hypothetical protein MK689686.1_00103				hypothetical protein MG570131.1_00101	hypothetical protein MG570132.1_00101	hypothetical protein MK689686.1_00103	hypothetical protein MK689686.1_00103	hypothetical protein MK689686.1_00103		hypothetical protein MK689686.1_00103	ORF106L ORF106L_refgen				hypothetical protein MK689686.1_00103	ORF106L ORF106L_refgen	ORF106L ORF106L_refgen	hypothetical protein MK689686.1_00103		hypothetical protein MK689686.1_00103	hypothetical protein MK689686.1_00103		hypothetical protein MK689686.1_00103	hypothetical protein MK689686.1_00103		hypothetical protein MK689686.1_00103	hypothetical protein MK689686.1_00103	hypothetical protein MK689686.1_00103	ORF106L ORF106L_refgen	OQ475017.1 - hypothetical protein translation OQ475017.1_00103
OG0000106		hypothetical protein AF371960.1_00012			hypothetical protein MK689686.1_00011	hypothetical protein GQ273492.1_00012			hypothetical protein MK689686.1_00011						hypothetical protein MG570131.1_00013	hypothetical protein MG570132.1_00013	hypothetical protein MK689686.1_00011	hypothetical protein MK689686.1_00011	hypothetical protein MK689686.1_00011	hypothetical protein AF371960.1_00012	hypothetical protein MK689686.1_00011	hypothetical protein AF371960.1_00012				hypothetical protein MK689686.1_00011	hypothetical protein AF371960.1_00012	hypothetical protein AF371960.1_00012	hypothetical protein MK689686.1_00011		hypothetical protein MK689686.1_00011	hypothetical protein MK689686.1_00011	hypothetical protein MK689686.1_00011	hypothetical protein MK689686.1_00011	hypothetical protein MK689686.1_00011		hypothetical protein MK689686.1_00011	hypothetical protein MK689686.1_00011	hypothetical protein MK689686.1_00011	hypothetical protein AF371960.1_00012	OQ475017.1 - hypothetical protein translation OQ475017.1_00012
OG0000107		hypothetical protein AF371960.1_00023		hypothetical protein MK689686.1_00023	hypothetical protein MK689686.1_00023	hypothetical protein GQ273492.1_00024			hypothetical protein MK689686.1_00023						hypothetical protein MG570131.1_00025	hypothetical protein MG570132.1_00025	hypothetical protein MK689686.1_00023	hypothetical protein MK689686.1_00023	hypothetical protein MK689686.1_00023	hypothetical protein AF371960.1_00023	hypothetical protein MK689686.1_00023	hypothetical protein AF371960.1_00023	hypothetical protein OM037668.1_00048		hypothetical protein OM037668.1_00048	hypothetical protein MK689686.1_00023	hypothetical protein AF371960.1_00023	hypothetical protein AF371960.1_00023	hypothetical protein MK689686.1_00023		hypothetical protein MK689686.1_00023			hypothetical protein MK689686.1_00023	hypothetical protein MK689686.1_00023	hypothetical protein OM037668.1_00048	hypothetical protein MK689686.1_00023			hypothetical protein AF371960.1_00023	OQ475017.1 - hypothetical protein translation OQ475017.1_00024
