HOG	OG	Gene Tree Parent Clade	AF303741.1	AF371960.1	AY521625.1	AY532606.1	AY779031.1	AY894343.1	BD143114.1	GQ273492.1	HF920633.1	HF920637.1	KC244182.1	KF938901.1	KT804738.1	L63545.1	LS484712.1	MF599468.1	MG570131.1	MG570132.1	MK098185.1	MK098186.1	MK098187.1	MK689685.1	MK689686.1	MN432490.1	MN562489.1	MN803438.1	MT521409.1	MT798582.1	MT926123.1	MT986830.1	MW139932.1	NC_005946.1	NC_027778.1	OK042108.1	OK042109.1	OL310752.1	OL774653.1	OL774654.1	OL774655.1	OM037668.1	ON075463.1	ON740976.1	ON743042.1	OP009387.1	OQ475017.1
N17.HOG0000067	OG0000065	n0		AF371960.1_00039			AY779031.1_00042			GQ273492.1_00038									MG570131.1_00039	MG570132.1_00039				MK689685.1_00037		MN432490.1_00040					MT926123.1_00040	MT986830.1_00041														OP009387.1_00038	
N17.HOG0000068	OG0000066	n0		AF371960.1_00043			AY779031.1_00047, AY779031.1_00046			GQ273492.1_00042									MG570131.1_00043	MG570132.1_00043				MK689685.1_00041		MN432490.1_00044					MT926123.1_00044	MT986830.1_00044														OP009387.1_00042	
N17.HOG0000069	OG0000067	n0		AF371960.1_00047			AY779031.1_00051			GQ273492.1_00046									MG570131.1_00047	MG570132.1_00047				MK689685.1_00045		MN432490.1_00048					MT926123.1_00048	MT986830.1_00048														OP009387.1_00046	
N17.HOG0000070	OG0000068	n0		AF371960.1_00068			AY779031.1_00072			GQ273492.1_00066							LS484712.1_00002		MG570131.1_00066	MG570132.1_00066				MK689685.1_00065		MN432490.1_00067					MT926123.1_00069	MT986830.1_00069														OP009387.1_00067	
N17.HOG0000071	OG0000069	n0		AF371960.1_00099			AY779031.1_00106			GQ273492.1_00095								MF599468.1_00131	MG570131.1_00095	MG570132.1_00095				MK689685.1_00097		MN432490.1_00100					MT926123.1_00099	MT986830.1_00103														OP009387.1_00098	
N17.HOG0000072	OG0000070	n0		AF371960.1_00101			AY779031.1_00110, AY779031.1_00111			GQ273492.1_00097									MG570131.1_00097	MG570132.1_00097				MK689685.1_00099		MN432490.1_00102					MT926123.1_00101	MT986830.1_00105														OP009387.1_00100	
N17.HOG0000073	OG0000071	n0		AF371960.1_00114			AY779031.1_00124			GQ273492.1_00111									MG570131.1_00111	MG570132.1_00111				MK689685.1_00112		MN432490.1_00115					MT926123.1_00114	MT986830.1_00118														OP009387.1_00114	
N17.HOG0000074	OG0000072	n0		AF371960.1_00009			AY779031.1_00009			GQ273492.1_00009									MG570131.1_00010	MG570132.1_00010				MK689685.1_00009		MN432490.1_00009					MT926123.1_00009	MT986830.1_00009														OP009387.1_00009	
N17.HOG0000075	OG0000073	n0		AF371960.1_00012			AY779031.1_00012			GQ273492.1_00012									MG570131.1_00013	MG570132.1_00013				MK689685.1_00012		MN432490.1_00012					MT926123.1_00012	MT986830.1_00012														OP009387.1_00012	
N17.HOG0000076	OG0000074	n0		AF371960.1_00016			AY779031.1_00017			GQ273492.1_00016									MG570131.1_00017	MG570132.1_00017				MK689685.1_00016		MN432490.1_00016					MT926123.1_00016	MT986830.1_00016														OP009387.1_00016	
N17.HOG0000077	OG0000075	n0		AF371960.1_00035			AY779031.1_00038			GQ273492.1_00034									MG570131.1_00035	MG570132.1_00035				MK689685.1_00033		MN432490.1_00036					MT926123.1_00036	MT986830.1_00037														OP009387.1_00034	
N17.HOG0000078	OG0000076	n0		AF371960.1_00038			AY779031.1_00041			GQ273492.1_00037									MG570131.1_00038	MG570132.1_00038				MK689685.1_00036		MN432490.1_00039					MT926123.1_00039	MT986830.1_00040														OP009387.1_00037	
N17.HOG0000079	OG0000077	n0		AF371960.1_00041			AY779031.1_00044			GQ273492.1_00040									MG570131.1_00041	MG570132.1_00041				MK689685.1_00039		MN432490.1_00042					MT926123.1_00042	MT986830.1_00042														OP009387.1_00040	
N17.HOG0000080	OG0000078	n0		AF371960.1_00042			AY779031.1_00045			GQ273492.1_00041									MG570131.1_00042	MG570132.1_00042				MK689685.1_00040		MN432490.1_00043					MT926123.1_00043	MT986830.1_00043														OP009387.1_00041	
N17.HOG0000081	OG0000079	n0		AF371960.1_00046			AY779031.1_00050			GQ273492.1_00045									MG570131.1_00046	MG570132.1_00046				MK689685.1_00044		MN432490.1_00047					MT926123.1_00047	MT986830.1_00047														OP009387.1_00045	
N17.HOG0000082	OG0000080	n0		AF371960.1_00051			AY779031.1_00055			GQ273492.1_00050									MG570131.1_00051	MG570132.1_00051				MK689685.1_00049		MN432490.1_00052					MT926123.1_00052	MT986830.1_00053														OP009387.1_00051	
N17.HOG0000083	OG0000081	n0		AF371960.1_00052			AY779031.1_00056			GQ273492.1_00051									MG570131.1_00052	MG570132.1_00052				MK689685.1_00050		MN432490.1_00053					MT926123.1_00053	MT986830.1_00054														OP009387.1_00052	
N17.HOG0000084	OG0000082	n0		AF371960.1_00053			AY779031.1_00057			GQ273492.1_00052									MG570131.1_00053	MG570132.1_00053				MK689685.1_00051		MN432490.1_00054					MT926123.1_00054	MT986830.1_00055														OP009387.1_00053	
N17.HOG0000085	OG0000083	n0		AF371960.1_00063			AY779031.1_00067			GQ273492.1_00062									MG570131.1_00062	MG570132.1_00062				MK689685.1_00060		MN432490.1_00063					MT926123.1_00064	MT986830.1_00064														OP009387.1_00063	
N17.HOG0000086	OG0000084	n0		AF371960.1_00066			AY779031.1_00070			GQ273492.1_00065									MG570131.1_00065	MG570132.1_00065				MK689685.1_00063		MN432490.1_00066					MT926123.1_00067	MT986830.1_00067														OP009387.1_00066	
N17.HOG0000087	OG0000085	n0		AF371960.1_00069			AY779031.1_00073			GQ273492.1_00067									MG570131.1_00067	MG570132.1_00067				MK689685.1_00066		MN432490.1_00069					MT926123.1_00070	MT986830.1_00071														OP009387.1_00068	
N17.HOG0000088	OG0000086	n0		AF371960.1_00070			AY779031.1_00076			GQ273492.1_00068									MG570131.1_00068	MG570132.1_00068				MK689685.1_00067		MN432490.1_00070					MT926123.1_00071	MT986830.1_00072														OP009387.1_00069	
N17.HOG0000089	OG0000087	n0		AF371960.1_00075			AY779031.1_00081			GQ273492.1_00071									MG570131.1_00071	MG570132.1_00071				MK689685.1_00072		MN432490.1_00075					MT926123.1_00076	MT986830.1_00077														OP009387.1_00074	
N17.HOG0000090	OG0000088	n0		AF371960.1_00076			AY779031.1_00082			GQ273492.1_00072									MG570131.1_00072	MG570132.1_00072				MK689685.1_00073		MN432490.1_00076					MT926123.1_00077	MT986830.1_00078														OP009387.1_00075	
N17.HOG0000091	OG0000089	n0		AF371960.1_00086			AY779031.1_00092			GQ273492.1_00081									MG570131.1_00081	MG570132.1_00081				MK689685.1_00083		MN432490.1_00086					MT926123.1_00087	MT986830.1_00088														OP009387.1_00085	
N17.HOG0000092	OG0000090	n0		AF371960.1_00087			AY779031.1_00093			GQ273492.1_00082									MG570131.1_00082	MG570132.1_00082				MK689685.1_00084		MN432490.1_00087					MT926123.1_00088	MT986830.1_00089														OP009387.1_00086	
N17.HOG0000093	OG0000091	n0		AF371960.1_00098			AY779031.1_00105			GQ273492.1_00094									MG570131.1_00094	MG570132.1_00094				MK689685.1_00096		MN432490.1_00099					MT926123.1_00098	MT986830.1_00102														OP009387.1_00097	
N17.HOG0000094	OG0000092	n0		AF371960.1_00102			AY779031.1_00112			GQ273492.1_00098									MG570131.1_00098	MG570132.1_00098				MK689685.1_00100		MN432490.1_00103					MT926123.1_00102	MT986830.1_00106														OP009387.1_00101	
N17.HOG0000095	OG0000093	n0		AF371960.1_00105			AY779031.1_00114			GQ273492.1_00101									MG570131.1_00101	MG570132.1_00101				MK689685.1_00103		MN432490.1_00106					MT926123.1_00105	MT986830.1_00109														OP009387.1_00105	
N17.HOG0000096	OG0000094	n0		AF371960.1_00108			AY779031.1_00117			GQ273492.1_00104									MG570131.1_00104	MG570132.1_00104				MK689685.1_00106		MN432490.1_00109					MT926123.1_00108	MT986830.1_00112														OP009387.1_00108	
N17.HOG0000097	OG0000095	n0		AF371960.1_00109			AY779031.1_00118			GQ273492.1_00105									MG570131.1_00105	MG570132.1_00105				MK689685.1_00107		MN432490.1_00110					MT926123.1_00109	MT986830.1_00113														OP009387.1_00109	
N17.HOG0000098	OG0000096	n0		AF371960.1_00119						GQ273492.1_00116									MG570131.1_00116	MG570132.1_00116				MK689685.1_00116		MN432490.1_00120	MN562489.1_00045		MT521409.1_00046		MT926123.1_00118	MT986830.1_00123			NC_027778.1_00025							OM037668.1_00091				OP009387.1_00119	
N17.HOG0000099	OG0000097	n0		AF371960.1_00003			AY779031.1_00003			GQ273492.1_00003									MG570131.1_00003	MG570132.1_00003				MK689685.1_00003		MN432490.1_00003					MT926123.1_00003	MT986830.1_00003														OP009387.1_00003	
N17.HOG0000100	OG0000098	n0		AF371960.1_00004			AY779031.1_00004			GQ273492.1_00004									MG570131.1_00004	MG570132.1_00004				MK689685.1_00004		MN432490.1_00004					MT926123.1_00004	MT986830.1_00004														OP009387.1_00004	
N17.HOG0000101	OG0000099	n0		AF371960.1_00040			AY779031.1_00043			GQ273492.1_00039									MG570131.1_00040	MG570132.1_00040				MK689685.1_00038		MN432490.1_00041					MT926123.1_00041															OP009387.1_00039	
N17.HOG0000102	OG0000100	n0		AF371960.1_00044			AY779031.1_00048			GQ273492.1_00043									MG570131.1_00044	MG570132.1_00044				MK689685.1_00042		MN432490.1_00045					MT926123.1_00045	MT986830.1_00045														OP009387.1_00043	
N17.HOG0000103	OG0000101	n0		AF371960.1_00071			AY779031.1_00077												MG570131.1_00069	MG570132.1_00069				MK689685.1_00068		MN432490.1_00071					MT926123.1_00072	MT986830.1_00073														OP009387.1_00070	
N17.HOG0000104	OG0000102	n0		AF371960.1_00081			AY779031.1_00087			GQ273492.1_00076									MG570131.1_00076	MG570132.1_00076				MK689685.1_00078		MN432490.1_00081					MT926123.1_00082	MT986830.1_00083														OP009387.1_00080	
N17.HOG0000105	OG0000103	n0		AF371960.1_00103						GQ273492.1_00099									MG570131.1_00099	MG570132.1_00099				MK689685.1_00101		MN432490.1_00104					MT926123.1_00103	MT986830.1_00107														OP009387.1_00102	
N17.HOG0000106	OG0000104	n0		AF371960.1_00106			AY779031.1_00115			GQ273492.1_00102									MG570131.1_00102	MG570132.1_00102				MK689685.1_00104		MN432490.1_00107					MT926123.1_00106	MT986830.1_00110														OP009387.1_00106	
N17.HOG0000107	OG0000105	n0		AF371960.1_00116			AY779031.1_00126			GQ273492.1_00113									MG570131.1_00113	MG570132.1_00113				MK689685.1_00114		MN432490.1_00117					MT926123.1_00116	MT986830.1_00120														OP009387.1_00116	
N17.HOG0000108	OG0000106	n0		AF371960.1_00029			AY779031.1_00032			GQ273492.1_00028									MG570131.1_00029	MG570132.1_00029				MK689685.1_00027		MN432490.1_00030					MT926123.1_00030	MT986830.1_00031														OP009387.1_00028	
N17.HOG0000109	OG0000107	n0		AF371960.1_00104						GQ273492.1_00100									MG570131.1_00100	MG570132.1_00100				MK689685.1_00102		MN432490.1_00105					MT926123.1_00104	MT986830.1_00108														OP009387.1_00103	
N17.HOG0000110	OG0000108	n0		AF371960.1_00120						GQ273492.1_00117									MG570131.1_00117	MG570132.1_00117				MK689685.1_00117		MN432490.1_00121					MT926123.1_00119	MT986830.1_00124														OP009387.1_00120	
N17.HOG0000111	OG0000109	n0		AF371960.1_00072			AY779031.1_00079																	MK689685.1_00069		MN432490.1_00072					MT926123.1_00073	MT986830.1_00074														OP009387.1_00071	
N17.HOG0000112	OG0000110	n0		AF371960.1_00118			AY779031.1_00128			GQ273492.1_00115									MG570131.1_00115	MG570132.1_00115						MN432490.1_00119						MT986830.1_00122														OP009387.1_00118	
N17.HOG0000113	OG0000111	n0					AY779031.1_00101			GQ273492.1_00090									MG570131.1_00090	MG570132.1_00090				MK689685.1_00092		MN432490.1_00095						MT986830.1_00098															
N17.HOG0000114	OG0000112	n0					AY779031.1_00088			GQ273492.1_00077									MG570131.1_00077	MG570132.1_00077						MN432490.1_00082						MT986830.1_00084		NC_005946.1_00006												OP009387.1_00081	
N17.HOG0000115	OG0000113	n0	AF303741.1_00169, AF303741.1_00170		AY521625.1_00036						HF920633.1_00145, HF920633.1_00086	HF920637.1_00077, HF920637.1_00148, HF920637.1_00138		KF938901.1_00104		L63545.1_00088, L63545.1_00051, L63545.1_00047, L63545.1_00050, L63545.1_00042, L63545.1_00005		MF599468.1_00036, MF599468.1_00045, MF599468.1_00096										MN803438.1_00120, MN803438.1_00107, MN803438.1_00094, MN803438.1_00125, MN803438.1_00021, MN803438.1_00112, MN803438.1_00012						NC_005946.1_00020													
N17.HOG0000116	OG0000114	n0					AY779031.1_00022			GQ273492.1_00021																MN432490.1_00022	MN562489.1_00095		MT521409.1_00096		MT926123.1_00021	MT986830.1_00021			NC_027778.1_00076							OM037668.1_00042				OP009387.1_00022	
N17.HOG0000117	OG0000115	n0		AF371960.1_00011			AY779031.1_00011			GQ273492.1_00011									MG570131.1_00012	MG570132.1_00012				MK689685.1_00011		MN432490.1_00011	MN562489.1_00084		MT521409.1_00085		MT926123.1_00011	MT986830.1_00011			NC_027778.1_00065							OM037668.1_00053				OP009387.1_00011	
N17.HOG0000118	OG0000116	n0		AF371960.1_00054						GQ273492.1_00053									MG570131.1_00054	MG570132.1_00054						MN432490.1_00055	MN562489.1_00035		MT521409.1_00036		MT926123.1_00055	MT986830.1_00056			NC_027778.1_00015							OM037668.1_00101				OP009387.1_00054	
N17.HOG0000119	OG0000117	n0		AF371960.1_00067			AY779031.1_00071																	MK689685.1_00064							MT926123.1_00068	MT986830.1_00068															
N17.HOG0000120	OG0000118	n0		AF371960.1_00094			AY779031.1_00100			GQ273492.1_00089									MG570131.1_00089	MG570132.1_00089				MK689685.1_00091		MN432490.1_00094	MN562489.1_00054		MT521409.1_00055		MT926123.1_00094				NC_027778.1_00034							OM037668.1_00082				OP009387.1_00093	
N17.HOG0000121	OG0000119	n0	AF303741.1_00109, AF303741.1_00094, AF303741.1_00173, AF303741.1_00095, AF303741.1_00007, AF303741.1_00066								HF920633.1_00040, HF920633.1_00117, HF920633.1_00143, HF920633.1_00057, HF920633.1_00107, HF920633.1_00172, HF920633.1_00170	HF920637.1_00158, HF920637.1_00208, HF920637.1_00130, HF920637.1_00102, HF920637.1_00096, HF920637.1_00206, HF920637.1_00184, HF920637.1_00034		KF938901.1_00085, KF938901.1_00140																																	
N17.HOG0000122	OG0000120	n0					AY779031.1_00113																																							OP009387.1_00104	
N17.HOG0000123	OG0000121	n0								GQ273492.1_00109									MG570131.1_00109	MG570132.1_00109																											
N17.HOG0000124	OG0000122	n0	AF303741.1_00005, AF303741.1_00065								HF920633.1_00116	HF920637.1_00183						MF599468.1_00055, MF599468.1_00091, MF599468.1_00103, MF599468.1_00128, MF599468.1_00023, MF599468.1_00038, MF599468.1_00070, MF599468.1_00145, MF599468.1_00101, MF599468.1_00024, MF599468.1_00104, MF599468.1_00029, MF599468.1_00099, MF599468.1_00100, MF599468.1_00114, MF599468.1_00102, MF599468.1_00054																													
N17.HOG0000125	OG0000123	n0	AF303741.1_00195, AF303741.1_00178, AF303741.1_00121								HF920633.1_00130, HF920633.1_00174, HF920633.1_00007, HF920633.1_00147	HF920637.1_00029, HF920637.1_00198, HF920637.1_00147, HF920637.1_00218		KF938901.1_00049, KF938901.1_00020, KF938901.1_00115, KF938901.1_00091			LS484712.1_00198																														
N17.HOG0000126	OG0000124	n0		AF371960.1_00026			AY779031.1_00028			GQ273492.1_00026										MG570132.1_00027						MN432490.1_00027					MT926123.1_00027	MT986830.1_00028															
N17.HOG0000127	OG0000126	n0	AF303741.1_00088								HF920633.1_00059, HF920633.1_00119, HF920633.1_00081			KF938901.1_00030, KF938901.1_00084, KF938901.1_00158, KF938901.1_00119, KF938901.1_00001, KF938901.1_00151, KF938901.1_00127, KF938901.1_00135																																	
N17.HOG0000128	OG0000127	n0																	MG570131.1_00026	MG570132.1_00026				MK689685.1_00024																							
N17.HOG0000129	OG0000128	n0																									MN562489.1_00004, MN562489.1_00071, MN562489.1_00003		MT521409.1_00004, MT521409.1_00072, MT521409.1_00003						NC_027778.1_00125, NC_027778.1_00052, NC_027778.1_00124							OM037668.1_00131, OM037668.1_00066, OM037668.1_00132					
N17.HOG0000130	OG0000129	n0		AF371960.1_00074																				MK689685.1_00071		MN432490.1_00074	MN562489.1_00075	MN803438.1_00082	MT521409.1_00076		MT926123.1_00075	MT986830.1_00076			NC_027778.1_00056							OM037668.1_00062				OP009387.1_00073	
N17.HOG0000131	OG0000130	n0																														MT986830.1_00050														OP009387.1_00048	
N17.HOG0000132	OG0000131	n0																														MT986830.1_00096															
N17.HOG0000133	OG0000132	n0															LS484712.1_00025, LS484712.1_00026, LS484712.1_00027, LS484712.1_00028, LS484712.1_00030, LS484712.1_00034, LS484712.1_00252, LS484712.1_00253, LS484712.1_00254, LS484712.1_00031, LS484712.1_00032																														
N17.HOG0000134	OG0000133	n0	AF303741.1_00130, AF303741.1_00089								HF920633.1_00004	HF920637.1_00058, HF920637.1_00093, HF920637.1_00094, HF920637.1_00199, HF920637.1_00201, HF920637.1_00057, HF920637.1_00216																																			
N17.HOG0000135	OG0000134	n0	AF303741.1_00126		AY521625.1_00098						HF920633.1_00135	HF920637.1_00219		KF938901.1_00086		L63545.1_00092	LS484712.1_00057	MF599468.1_00002										MN803438.1_00115						NC_005946.1_00001													
N17.HOG0000136	OG0000135	n0	AF303741.1_00157		AY521625.1_00102						HF920633.1_00064	HF920637.1_00014		KF938901.1_00007		L63545.1_00016	LS484712.1_00197	MF599468.1_00027										MN803438.1_00006						NC_005946.1_00079													
N17.HOG0000137	OG0000136	n0															LS484712.1_00008, LS484712.1_00009, LS484712.1_00010, LS484712.1_00064, LS484712.1_00065, LS484712.1_00068, LS484712.1_00069, LS484712.1_00070, LS484712.1_00072, LS484712.1_00255																														
N17.HOG0000138	OG0000137	n0	AF303741.1_00031		AY521625.1_00056						HF920633.1_00132	HF920637.1_00105		KF938901.1_00048		L63545.1_00100	LS484712.1_00251											MN803438.1_00105						NC_005946.1_00039													
N17.HOG0000139	OG0000138	n0	AF303741.1_00100, AF303741.1_00162								HF920633.1_00053	HF920637.1_00181		KF938901.1_00065		L63545.1_00023	LS484712.1_00063	MF599468.1_00051										MN803438.1_00137																			
N17.HOG0000140	OG0000139	n0	AF303741.1_00101								HF920633.1_00156	HF920637.1_00123		KF938901.1_00108													MN562489.1_00069	MN803438.1_00005	MT521409.1_00070						NC_027778.1_00049							OM037668.1_00068					
N17.HOG0000141	OG0000140	n0		AF371960.1_00077																				MK689685.1_00074		MN432490.1_00077					MT926123.1_00078	MT986830.1_00079														OP009387.1_00076	
N17.HOG0000142	OG0000141	n0			AY521625.1_00046																						MN562489.1_00009, MN562489.1_00070		MT521409.1_00009, MT521409.1_00071						NC_027778.1_00130, NC_027778.1_00050							OM037668.1_00126, OM037668.1_00067					
N17.HOG0000143	OG0000142	n0					AY779031.1_00029																	MK689685.1_00025																							
N17.HOG0000144	OG0000143	n0					AY779031.1_00021													MG570132.1_00022						MN432490.1_00021																				OP009387.1_00021	
N17.HOG0000145	OG0000144	n0					AY779031.1_00026																																								
N17.HOG0000146	OG0000145	n0																MF599468.1_00032, MF599468.1_00068, MF599468.1_00069, MF599468.1_00109, MF599468.1_00110, MF599468.1_00111, MF599468.1_00136, MF599468.1_00137, MF599468.1_00138																													
N17.HOG0000147	OG0000146	n0																									MN562489.1_00014, MN562489.1_00007		MT521409.1_00014, MT521409.1_00007						NC_027778.1_00136, NC_027778.1_00135, NC_027778.1_00128							OM037668.1_00121, OM037668.1_00128					
N17.HOG0000148	OG0000147	n0																									MN562489.1_00122, MN562489.1_00066	MN803438.1_00022	MT521409.1_00123, MT521409.1_00067						NC_027778.1_00104, NC_027778.1_00046							OM037668.1_00015, OM037668.1_00071					
N17.HOG0000149	OG0000148	n0	AF303741.1_00072		AY521625.1_00133						HF920633.1_00026	HF920637.1_00060		KF938901.1_00069			LS484712.1_00133	MF599468.1_00161																NC_005946.1_00054													
N17.HOG0000150	OG0000149	n0	AF303741.1_00185								HF920633.1_00014, HF920633.1_00027, HF920633.1_00153, HF920633.1_00092, HF920633.1_00104	HF920637.1_00084, HF920637.1_00169																																			
N17.HOG0000151	OG0000150	n0		AF371960.1_00025			AY779031.1_00027																								MT926123.1_00026	MT986830.1_00027															
N17.HOG0000152	OG0000151	n0			AY521625.1_00002											L63545.1_00085											MN562489.1_00136	MN803438.1_00010	MT521409.1_00137					NC_005946.1_00052	NC_027778.1_00119							OM037668.1_00001					
N17.HOG0000153	OG0000152	n0	AF303741.1_00099, AF303741.1_00070								HF920633.1_00019, HF920633.1_00100, HF920633.1_00099, HF920633.1_00129	HF920637.1_00151																																			
N17.HOG0000154	OG0000153	n0	AF303741.1_00145, AF303741.1_00090								HF920633.1_00088	HF920637.1_00011, HF920637.1_00180		KF938901.1_00112			LS484712.1_00211																														
N17.HOG0000155	OG0000154	n0	AF303741.1_00182								HF920633.1_00096, HF920633.1_00114	HF920637.1_00162, HF920637.1_00071		KF938901.1_00153, KF938901.1_00066																																	
N17.HOG0000156	OG0000155	n0	AF303741.1_00183								HF920633.1_00036	HF920637.1_00168		KF938901.1_00106		L63545.1_00012		MF599468.1_00074										MN803438.1_00135																			
N17.HOG0000157	OG0000156	n0	AF303741.1_00192		AY521625.1_00044						HF920633.1_00106	HF920637.1_00150		KF938901.1_00118				MF599468.1_00142																NC_005946.1_00063													
N17.HOG0000158	OG0000157	n0			AY521625.1_00003, AY521625.1_00078, AY521625.1_00079, AY521625.1_00127, AY521625.1_00080, AY521625.1_00081, AY521625.1_00082																																										
N17.HOG0000159	OG0000158	n0			AY521625.1_00018						HF920633.1_00024			KF938901.1_00027		L63545.1_00018		MF599468.1_00060										MN803438.1_00003						NC_005946.1_00044													
N17.HOG0000160	OG0000159	n0			AY521625.1_00025, AY521625.1_00026, AY521625.1_00029, AY521625.1_00033, AY521625.1_00027, AY521625.1_00030, AY521625.1_00032																																										
N17.HOG0000161	OG0000160	n0			AY521625.1_00126							HF920637.1_00072				L63545.1_00055		MF599468.1_00156, MF599468.1_00066										MN803438.1_00078						NC_005946.1_00075													
N17.HOG0000162	OG0000161	n0														L63545.1_00087											MN562489.1_00101	MN803438.1_00011, MN803438.1_00096	MT521409.1_00102						NC_027778.1_00082							OM037668.1_00036					
N17.HOG0000163	OG0000162	n0															LS484712.1_00082, LS484712.1_00083, LS484712.1_00084, LS484712.1_00088, LS484712.1_00085, LS484712.1_00086, LS484712.1_00087																														
N17.HOG0000164	OG0000163	n0																MF599468.1_00047, MF599468.1_00049, MF599468.1_00158, MF599468.1_00118, MF599468.1_00159, MF599468.1_00119, MF599468.1_00157																													
N17.HOG0000165	OG0000164	n0	AF303741.1_00009									HF920637.1_00013															MN562489.1_00115		MT521409.1_00116						NC_027778.1_00097							OM037668.1_00022					
N17.HOG0000166	OG0000165	n0	AF303741.1_00147, AF303741.1_00049, AF303741.1_00078, AF303741.1_00083								HF920633.1_00030	HF920637.1_00116																																			
N17.HOG0000167	OG0000166	n0	AF303741.1_00056								HF920633.1_00134	HF920637.1_00056		KF938901.1_00102			LS484712.1_00116	MF599468.1_00141																													
N17.HOG0000168	OG0000167	n0	AF303741.1_00068, AF303741.1_00067								HF920633.1_00039	HF920637.1_00140		KF938901.1_00075			LS484712.1_00113																														
N17.HOG0000169	OG0000168	n0	AF303741.1_00076								HF920633.1_00105	HF920637.1_00095		KF938901.1_00117			LS484712.1_00140	MF599468.1_00004																													
N17.HOG0000170	OG0000169	n0	AF303741.1_00087								HF920633.1_00082	HF920637.1_00049		KF938901.1_00103			LS484712.1_00195	MF599468.1_00162																													
N17.HOG0000171	OG0000170	n0	AF303741.1_00091								HF920633.1_00169	HF920637.1_00120		KF938901.1_00128			LS484712.1_00212	MF599468.1_00067																													
N17.HOG0000172	OG0000171	n0	AF303741.1_00096								HF920633.1_00177	HF920637.1_00045		KF938901.1_00121			LS484712.1_00112	MF599468.1_00105																													
N17.HOG0000173	OG0000172	n0	AF303741.1_00105		AY521625.1_00014						HF920633.1_00144			KF938901.1_00101				MF599468.1_00081																NC_005946.1_00004													
N17.HOG0000174	OG0000173	n0	AF303741.1_00117															MF599468.1_00098									MN562489.1_00114		MT521409.1_00115						NC_027778.1_00096							OM037668.1_00023					
N17.HOG0000175	OG0000174	n0	AF303741.1_00179								HF920633.1_00046	HF920637.1_00067		KF938901.1_00150			LS484712.1_00184	MF599468.1_00155																													
N17.HOG0000176	OG0000175	n0	AF303741.1_00181								HF920633.1_00031, HF920633.1_00161	HF920637.1_00069		KF938901.1_00105, KF938901.1_00006																																	
N17.HOG0000177	OG0000176	n0			AY521625.1_00005						HF920633.1_00171			KF938901.1_00017		L63545.1_00066												MN803438.1_00028						NC_005946.1_00026													
N17.HOG0000178	OG0000177	n0			AY521625.1_00011											L63545.1_00091		MF599468.1_00089, MF599468.1_00108										MN803438.1_00030						NC_005946.1_00033													
N17.HOG0000179	OG0000178	n0			AY521625.1_00140						HF920633.1_00034			KF938901.1_00009		L63545.1_00048												MN803438.1_00092						NC_005946.1_00029													
N17.HOG0000180	OG0000180	n0																														MT986830.1_00097															
N17.HOG0000181	OG0000181	n0								GQ273492.1_00025																																					
N17.HOG0000182	OG0000182	n0														L63545.1_00057, L63545.1_00059, L63545.1_00008												MN803438.1_00067, MN803438.1_00038, MN803438.1_00047																			
N17.HOG0000183	OG0000183	n0															LS484712.1_00089, LS484712.1_00090, LS484712.1_00225, LS484712.1_00268, LS484712.1_00269, LS484712.1_00270																														
N17.HOG0000184	OG0000184	n0	AF303741.1_00141, AF303741.1_00142, AF303741.1_00001									HF920637.1_00122, HF920637.1_00062																																			
N17.HOG0000185	OG0000185	n0	AF303741.1_00003								HF920633.1_00128	HF920637.1_00020		KF938901.1_00116				MF599468.1_00129																													
N17.HOG0000186	OG0000186	n0	AF303741.1_00004								HF920633.1_00110	HF920637.1_00139		KF938901.1_00133				MF599468.1_00022																													
N17.HOG0000187	OG0000187	n0	AF303741.1_00015								HF920633.1_00149	HF920637.1_00100		KF938901.1_00141				MF599468.1_00079																													
N17.HOG0000188	OG0000188	n0	AF303741.1_00017								HF920633.1_00165	HF920637.1_00212		KF938901.1_00014				MF599468.1_00037																													
N17.HOG0000189	OG0000189	n0	AF303741.1_00085								HF920633.1_00103	HF920637.1_00047		KF938901.1_00100				MF599468.1_00025																													
N17.HOG0000190	OG0000190	n0	AF303741.1_00086								HF920633.1_00020, HF920633.1_00021	HF920637.1_00048		KF938901.1_00099																																	
N17.HOG0000191	OG0000191	n0	AF303741.1_00104								HF920633.1_00032			KF938901.1_00073				MF599468.1_00052, MF599468.1_00061																													
N17.HOG0000192	OG0000192	n0	AF303741.1_00112								HF920633.1_00022	HF920637.1_00085		KF938901.1_00152				MF599468.1_00043																													
N17.HOG0000193	OG0000193	n0	AF303741.1_00122								HF920633.1_00131	HF920637.1_00019		KF938901.1_00063			LS484712.1_00196																														
N17.HOG0000194	OG0000194	n0	AF303741.1_00136								HF920633.1_00120	HF920637.1_00193		KF938901.1_00134				MF599468.1_00015																													
N17.HOG0000195	OG0000195	n0	AF303741.1_00146								HF920633.1_00146	HF920637.1_00043		KF938901.1_00139			LS484712.1_00224																														
N17.HOG0000196	OG0000196	n0	AF303741.1_00148								HF920633.1_00056	HF920637.1_00160		KF938901.1_00070				MF599468.1_00172																													
N17.HOG0000197	OG0000197	n0	AF303741.1_00150								HF920633.1_00123	HF920637.1_00192		KF938901.1_00146				MF599468.1_00044																													
N17.HOG0000198	OG0000198	n0	AF303741.1_00151								HF920633.1_00050	HF920637.1_00070		KF938901.1_00077			LS484712.1_00060																														
