	AB104413	AF303741	AF371960	AP017456	AY521625	AY894343	BD143114	GQ273492	HF920633	HF920637	KC244182	KF938901	KT781098	KT804738	KX643370	LS484712	MF599468	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MN562489	MN803438	MT128666	MT128667	MT521409	MT798582	MT926123	MT986830	MW139932	MW273353	MW273354	MW883593	MW883594	MW883595	MW883596	MW883597	MW883598	MW883599	MW883600	MW883601	MW883602	MW883603	MW883606	NC_003494	NC_005946	OK042108	OK042109	OL774653	OL774654	OL774655	OM037668	ON075463	ON212400	ON740976	ON743042	OP009387	OP896201	OQ475017	OQ513807	OR356116	OR536350	OR670976	PP151097	PP974677	PQ335173_PQ335174
MW883603	116.0	25.0	119.0	116.0	27.0	111.0	116.0	109.0	25.0	25.0	113.0	24.0	120.0	115.0	29.0	22.0	24.0	114.0	115.0	115.0	116.0	115.0	120.0	114.0	116.0	69.0	29.0	118.0	117.0	69.0	114.0	119.0	117.0	114.0	118.0	120.0	119.0	117.0	117.0	119.0	119.0	114.0	120.0	119.0	119.0	118.0	0.0	119.0	120.0	27.0	116.0	116.0	112.0	114.0	114.0	68.0	115.0	119.0	115.0	112.0	118.0	119.0	112.0	116.0	119.0	116.0	118.0	118.0	116.0	94.0
MW883606	116.0	25.0	119.0	116.0	27.0	111.0	116.0	109.0	25.0	25.0	113.0	24.0	120.0	115.0	29.0	22.0	24.0	114.0	115.0	115.0	116.0	115.0	120.0	114.0	117.0	69.0	29.0	118.0	117.0	69.0	115.0	119.0	118.0	115.0	119.0	120.0	120.0	118.0	118.0	120.0	120.0	115.0	120.0	120.0	120.0	119.0	119.0	0.0	120.0	27.0	116.0	116.0	112.0	115.0	114.0	68.0	115.0	120.0	115.0	113.0	118.0	119.0	113.0	116.0	119.0	116.0	119.0	118.0	117.0	93.0
NC_003494	117.0	25.0	121.0	117.0	27.0	112.0	117.0	110.0	25.0	25.0	114.0	24.0	121.0	116.0	29.0	22.0	24.0	115.0	116.0	116.0	117.0	116.0	121.0	115.0	117.0	69.0	29.0	119.0	118.0	69.0	115.0	120.0	118.0	115.0	119.0	121.0	120.0	118.0	118.0	120.0	120.0	115.0	121.0	120.0	120.0	119.0	120.0	120.0	0.0	27.0	117.0	117.0	113.0	115.0	115.0	68.0	116.0	120.0	116.0	113.0	119.0	120.0	113.0	118.0	120.0	117.0	120.0	119.0	117.0	94.0
NC_005946	28.0	30.0	27.0	28.0	66.0	28.0	28.0	28.0	33.0	30.0	28.0	31.0	27.0	28.0	44.0	24.0	31.0	28.0	28.0	28.0	28.0	28.0	27.0	28.0	28.0	29.0	42.0	27.0	27.0	29.0	27.0	27.0	28.0	28.0	27.0	27.0	27.0	27.0	28.0	27.0	27.0	28.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	0.0	28.0	28.0	28.0	28.0	28.0	29.0	28.0	27.0	28.0	28.0	28.0	27.0	28.0	25.0	27.0	27.0	27.0	28.0	28.0	27.0
OK042108	121.0	25.0	116.0	121.0	27.0	115.0	121.0	112.0	25.0	25.0	118.0	24.0	117.0	120.0	28.0	22.0	24.0	115.0	116.0	120.0	121.0	120.0	118.0	119.0	115.0	66.0	28.0	115.0	114.0	66.0	116.0	117.0	117.0	119.0	116.0	117.0	116.0	115.0	116.0	116.0	116.0	119.0	117.0	116.0	116.0	115.0	116.0	116.0	117.0	28.0	0.0	120.0	117.0	119.0	119.0	65.0	120.0	116.0	120.0	117.0	118.0	116.0	114.0	113.0	116.0	114.0	116.0	116.0	114.0	92.0
OK042109	120.0	25.0	117.0	120.0	27.0	115.0	120.0	113.0	25.0	25.0	118.0	24.0	118.0	120.0	28.0	22.0	24.0	114.0	115.0	120.0	120.0	120.0	119.0	119.0	114.0	66.0	28.0	116.0	115.0	66.0	115.0	118.0	116.0	119.0	117.0	118.0	117.0	114.0	115.0	117.0	117.0	119.0	118.0	117.0	117.0	116.0	117.0	117.0	118.0	28.0	120.0	0.0	117.0	119.0	119.0	65.0	120.0	117.0	120.0	117.0	117.0	117.0	113.0	114.0	117.0	115.0	117.0	117.0	115.0	91.0
OL774653	117.0	25.0	112.0	117.0	27.0	112.0	117.0	108.0	25.0	25.0	115.0	24.0	113.0	117.0	28.0	22.0	24.0	111.0	112.0	117.0	117.0	117.0	114.0	116.0	111.0	65.0	28.0	111.0	110.0	65.0	112.0	113.0	113.0	116.0	112.0	113.0	112.0	111.0	112.0	112.0	112.0	116.0	113.0	112.0	112.0	111.0	112.0	112.0	113.0	28.0	117.0	117.0	0.0	116.0	116.0	64.0	117.0	112.0	117.0	114.0	114.0	112.0	110.0	109.0	112.0	110.0	112.0	112.0	110.0	90.0
OL774654	119.0	25.0	114.0	119.0	27.0	114.0	119.0	110.0	25.0	25.0	117.0	24.0	115.0	119.0	28.0	22.0	24.0	113.0	114.0	119.0	119.0	119.0	116.0	118.0	114.0	66.0	28.0	113.0	112.0	66.0	115.0	115.0	116.0	119.0	115.0	115.0	115.0	114.0	115.0	115.0	115.0	119.0	115.0	115.0	115.0	114.0	114.0	115.0	115.0	28.0	119.0	119.0	116.0	0.0	118.0	65.0	119.0	115.0	119.0	117.0	116.0	114.0	113.0	111.0	114.0	112.0	115.0	114.0	113.0	90.0
OL774655	119.0	25.0	114.0	119.0	27.0	114.0	119.0	110.0	25.0	25.0	117.0	24.0	115.0	119.0	28.0	22.0	24.0	113.0	114.0	119.0	119.0	119.0	116.0	118.0	113.0	65.0	28.0	113.0	112.0	65.0	114.0	115.0	115.0	118.0	114.0	115.0	114.0	113.0	114.0	114.0	114.0	118.0	115.0	114.0	114.0	113.0	114.0	114.0	115.0	28.0	119.0	119.0	116.0	118.0	0.0	64.0	119.0	114.0	119.0	116.0	116.0	114.0	112.0	111.0	114.0	112.0	114.0	114.0	112.0	91.0
OM037668	66.0	28.0	69.0	66.0	30.0	65.0	66.0	63.0	26.0	27.0	66.0	25.0	69.0	66.0	36.0	22.0	24.0	67.0	67.0	66.0	66.0	66.0	69.0	66.0	68.0	132.0	35.0	68.0	68.0	132.0	65.0	69.0	69.0	66.0	68.0	69.0	69.0	68.0	68.0	69.0	69.0	66.0	69.0	69.0	69.0	68.0	69.0	69.0	69.0	29.0	66.0	66.0	65.0	66.0	65.0	0.0	66.0	69.0	66.0	65.0	68.0	68.0	66.0	67.0	68.0	67.0	68.0	67.0	68.0	64.0
ON075463	120.0	25.0	115.0	120.0	27.0	115.0	120.0	111.0	25.0	25.0	118.0	24.0	116.0	120.0	28.0	22.0	24.0	114.0	115.0	120.0	120.0	120.0	117.0	119.0	114.0	66.0	28.0	114.0	113.0	66.0	115.0	116.0	116.0	119.0	115.0	116.0	115.0	114.0	115.0	115.0	115.0	119.0	116.0	115.0	115.0	114.0	115.0	115.0	116.0	28.0	120.0	120.0	117.0	119.0	119.0	65.0	0.0	115.0	120.0	117.0	117.0	115.0	113.0	112.0	115.0	113.0	115.0	115.0	113.0	91.0
ON212400	116.0	25.0	119.0	116.0	27.0	111.0	116.0	109.0	25.0	25.0	113.0	24.0	120.0	115.0	29.0	22.0	24.0	114.0	115.0	115.0	116.0	115.0	120.0	114.0	117.0	69.0	29.0	118.0	117.0	69.0	115.0	119.0	118.0	115.0	119.0	120.0	120.0	118.0	118.0	120.0	120.0	115.0	120.0	120.0	120.0	119.0	119.0	120.0	120.0	27.0	116.0	116.0	112.0	115.0	114.0	68.0	115.0	0.0	115.0	113.0	118.0	119.0	113.0	116.0	119.0	116.0	119.0	118.0	117.0	93.0
ON740976	120.0	25.0	115.0	120.0	27.0	115.0	120.0	111.0	25.0	25.0	118.0	24.0	116.0	120.0	28.0	22.0	24.0	114.0	115.0	120.0	120.0	120.0	117.0	119.0	114.0	66.0	28.0	114.0	113.0	66.0	115.0	116.0	116.0	119.0	115.0	116.0	115.0	114.0	115.0	115.0	115.0	119.0	116.0	115.0	115.0	114.0	115.0	115.0	116.0	28.0	120.0	120.0	117.0	119.0	119.0	65.0	120.0	115.0	0.0	117.0	117.0	115.0	113.0	112.0	115.0	113.0	115.0	115.0	113.0	91.0
ON743042	117.0	25.0	112.0	117.0	26.0	112.0	117.0	108.0	25.0	25.0	116.0	24.0	113.0	117.0	28.0	22.0	24.0	111.0	112.0	117.0	117.0	117.0	114.0	116.0	112.0	65.0	28.0	111.0	110.0	65.0	113.0	113.0	114.0	117.0	113.0	113.0	113.0	112.0	113.0	113.0	113.0	117.0	113.0	113.0	113.0	112.0	112.0	113.0	113.0	28.0	117.0	117.0	114.0	117.0	116.0	64.0	117.0	113.0	117.0	0.0	114.0	112.0	111.0	109.0	112.0	110.0	113.0	112.0	112.0	88.0
OP009387	118.0	25.0	118.0	118.0	27.0	114.0	118.0	110.0	25.0	25.0	115.0	24.0	119.0	117.0	29.0	22.0	24.0	115.0	116.0	117.0	118.0	117.0	120.0	116.0	118.0	68.0	29.0	117.0	116.0	68.0	116.0	119.0	119.0	116.0	117.0	119.0	118.0	117.0	119.0	118.0	118.0	116.0	119.0	118.0	118.0	117.0	118.0	118.0	119.0	28.0	118.0	117.0	114.0	116.0	116.0	67.0	117.0	118.0	117.0	114.0	0.0	118.0	113.0	115.0	118.0	115.0	117.0	119.0	117.0	93.0
OP896201	116.0	25.0	119.0	116.0	27.0	111.0	116.0	109.0	25.0	25.0	113.0	24.0	120.0	115.0	29.0	22.0	24.0	114.0	115.0	115.0	116.0	115.0	120.0	114.0	116.0	68.0	29.0	119.0	118.0	68.0	114.0	119.0	117.0	114.0	118.0	120.0	119.0	118.0	117.0	119.0	119.0	114.0	120.0	119.0	119.0	119.0	119.0	119.0	120.0	27.0	116.0	116.0	112.0	114.0	114.0	67.0	115.0	119.0	115.0	112.0	118.0	0.0	112.0	116.0	120.0	117.0	118.0	119.0	116.0	93.0
OQ475017	114.0	25.0	113.0	114.0	27.0	109.0	114.0	107.0	25.0	25.0	111.0	24.0	113.0	113.0	28.0	22.0	24.0	113.0	114.0	113.0	114.0	113.0	113.0	112.0	113.0	66.0	28.0	111.0	110.0	66.0	110.0	112.0	113.0	113.0	113.0	113.0	113.0	112.0	113.0	113.0	113.0	113.0	113.0	113.0	113.0	112.0	112.0	113.0	113.0	28.0	114.0	113.0	110.0	113.0	112.0	65.0	113.0	113.0	113.0	111.0	113.0	112.0	0.0	109.0	112.0	110.0	113.0	112.0	111.0	90.0
OQ513807	113.0	23.0	117.0	113.0	25.0	108.0	113.0	106.0	23.0	23.0	110.0	22.0	117.0	112.0	27.0	20.0	22.0	111.0	112.0	112.0	113.0	112.0	117.0	111.0	113.0	67.0	27.0	115.0	114.0	67.0	111.0	116.0	114.0	111.0	115.0	117.0	116.0	114.0	114.0	116.0	116.0	111.0	117.0	116.0	116.0	115.0	116.0	116.0	118.0	25.0	113.0	113.0	109.0	111.0	111.0	66.0	112.0	116.0	112.0	109.0	115.0	116.0	109.0	0.0	116.0	113.0	116.0	115.0	113.0	91.0
OR356116	116.0	25.0	119.0	116.0	27.0	111.0	116.0	109.0	25.0	25.0	113.0	24.0	120.0	115.0	29.0	22.0	24.0	114.0	115.0	115.0	116.0	115.0	120.0	114.0	116.0	68.0	29.0	119.0	118.0	68.0	114.0	119.0	117.0	114.0	118.0	120.0	119.0	118.0	117.0	119.0	119.0	114.0	120.0	119.0	119.0	119.0	119.0	119.0	120.0	27.0	116.0	116.0	112.0	114.0	114.0	67.0	115.0	119.0	115.0	112.0	118.0	120.0	112.0	116.0	0.0	117.0	118.0	119.0	116.0	93.0
OR536350	114.0	25.0	116.0	114.0	27.0	110.0	114.0	107.0	25.0	25.0	111.0	24.0	117.0	113.0	28.0	22.0	24.0	112.0	113.0	113.0	114.0	113.0	117.0	112.0	113.0	67.0	28.0	117.0	117.0	67.0	112.0	117.0	114.0	112.0	116.0	117.0	116.0	115.0	114.0	116.0	116.0	112.0	117.0	116.0	116.0	116.0	116.0	116.0	117.0	27.0	114.0	114.0	110.0	112.0	112.0	66.0	113.0	116.0	113.0	110.0	115.0	117.0	110.0	113.0	117.0	0.0	116.0	116.0	113.0	91.0
OR670976	116.0	25.0	119.0	116.0	27.0	111.0	116.0	109.0	25.0	25.0	113.0	24.0	119.0	115.0	28.0	22.0	24.0	114.0	115.0	115.0	116.0	115.0	119.0	114.0	116.0	68.0	28.0	117.0	116.0	68.0	115.0	118.0	117.0	115.0	119.0	119.0	119.0	117.0	117.0	119.0	119.0	115.0	119.0	119.0	119.0	118.0	118.0	119.0	120.0	27.0	116.0	116.0	112.0	115.0	114.0	67.0	115.0	119.0	115.0	113.0	117.0	118.0	113.0	116.0	118.0	116.0	0.0	117.0	116.0	93.0
PP151097	116.0	25.0	118.0	116.0	27.0	112.0	116.0	109.0	25.0	25.0	113.0	24.0	119.0	115.0	29.0	22.0	24.0	114.0	115.0	115.0	116.0	115.0	119.0	114.0	117.0	67.0	29.0	118.0	117.0	67.0	114.0	118.0	117.0	114.0	117.0	119.0	118.0	117.0	118.0	118.0	118.0	114.0	119.0	118.0	118.0	118.0	118.0	118.0	119.0	28.0	116.0	116.0	112.0	114.0	114.0	66.0	115.0	118.0	115.0	112.0	119.0	119.0	112.0	115.0	119.0	116.0	117.0	0.0	117.0	92.0
PP974677	114.0	25.0	116.0	114.0	27.0	110.0	114.0	107.0	25.0	25.0	112.0	24.0	117.0	113.0	29.0	22.0	24.0	112.0	113.0	113.0	114.0	113.0	117.0	112.0	116.0	68.0	29.0	115.0	114.0	68.0	113.0	116.0	116.0	113.0	116.0	117.0	117.0	115.0	117.0	117.0	117.0	113.0	117.0	117.0	117.0	116.0	116.0	117.0	117.0	28.0	114.0	114.0	110.0	113.0	112.0	67.0	113.0	117.0	113.0	112.0	117.0	116.0	111.0	113.0	116.0	113.0	116.0	117.0	0.0	90.0
PQ335173_PQ335174	93.0	25.0	94.0	93.0	27.0	88.0	93.0	87.0	25.0	25.0	91.0	24.0	95.0	92.0	28.0	22.0	24.0	94.0	95.0	92.0	93.0	92.0	95.0	91.0	92.0	63.0	28.0	93.0	92.0	64.0	91.0	94.0	94.0	91.0	94.0	95.0	94.0	93.0	93.0	94.0	94.0	91.0	95.0	94.0	94.0	93.0	95.0	94.0	95.0	27.0	93.0	92.0	91.0	91.0	92.0	63.0	92.0	94.0	92.0	89.0	94.0	94.0	91.0	92.0	94.0	92.0	94.0	93.0	91.0	0.0
