Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Epizootic haematopoietic necrosis virus isolate V130, complete genome",Epizootic haematopoietic necrosis virus,701,701,100%,0.0,94.35,125860,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510742.1?report=genbank&log$=nucltop&blast_rank=95&RID=6EEGSD2Z016"",""MT510742.1"")"
"Epizootic haematopoietic necrosis virus isolate V111, complete genome",Epizootic haematopoietic necrosis virus,701,701,100%,0.0,94.35,125883,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510731.1?report=genbank&log$=nucltop&blast_rank=96&RID=6EEGSD2Z016"",""MT510731.1"")"
"Epizootic haematopoietic necrosis virus isolate V071, complete genome",Epizootic haematopoietic necrosis virus,701,701,100%,0.0,94.35,125803,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510738.1?report=genbank&log$=nucltop&blast_rank=97&RID=6EEGSD2Z016"",""MT510738.1"")"
"Epizootic haematopoietic necrosis virus isolate V118, complete genome",Epizootic haematopoietic necrosis virus,701,701,100%,0.0,94.35,125960,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510741.1?report=genbank&log$=nucltop&blast_rank=98&RID=6EEGSD2Z016"",""MT510741.1"")"
"European sheatfish virus, complete genome",European catfish virus,701,701,100%,0.0,94.35,127732,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NC_017940.1?report=genbank&log$=nucltop&blast_rank=99&RID=6EEGSD2Z016"",""NC_017940.1"")"
"Epizootic haematopoietic necrosis virus isolate V017, complete genome",Epizootic haematopoietic necrosis virus,701,701,100%,0.0,94.35,125588,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510732.1?report=genbank&log$=nucltop&blast_rank=100&RID=6EEGSD2Z016"",""MT510732.1"")"



		


