Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Ambystoma tigrinum virus, complete genome",Ranavirus ambystoma1,104,104,86%,7e-21,29.78,106332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NC_005832.1?report=genbank&log$=nucltop&blast_rank=92&RID=6EEFX88T016"",""NC_005832.1"")"
"Ambystoma tigrinum virus isolate JMH, complete genome",Ranavirus ambystoma1,104,104,86%,7e-21,29.78,106380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KR075881.1?report=genbank&log$=nucltop&blast_rank=93&RID=6EEFX88T016"",""KR075881.1"")"
"Ambystoma tigrinum virus isolate GUFFY, complete genome",Ranavirus ambystoma1,104,104,86%,7e-21,29.78,106437,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KR075882.1?report=genbank&log$=nucltop&blast_rank=94&RID=6EEFX88T016"",""KR075882.1"")"
"Ambystoma tigrinum virus isolate TSMB, complete genome",Ranavirus ambystoma1,104,104,86%,7e-21,29.78,106526,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KR075875.1?report=genbank&log$=nucltop&blast_rank=95&RID=6EEFX88T016"",""KR075875.1"")"
"Ranavirus ambystoma1 isolate 2013-LL1, complete genome",Ranavirus ambystoma1,104,104,86%,7e-21,29.78,106578,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK580533.2?report=genbank&log$=nucltop&blast_rank=96&RID=6EEFX88T016"",""MK580533.2"")"
"Ranavirus ambystoma1 isolate 2013-LL3, complete genome",Ranavirus ambystoma1,104,104,86%,7e-21,29.78,106629,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK580535.2?report=genbank&log$=nucltop&blast_rank=97&RID=6EEFX88T016"",""MK580535.2"")"
"Ranavirus ambystoma1 isolate 2013-ATV-12, complete genome",Ranavirus ambystoma1,104,104,86%,7e-21,29.78,106652,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK580532.2?report=genbank&log$=nucltop&blast_rank=98&RID=6EEFX88T016"",""MK580532.2"")"
"Ambystoma tigrinum virus isolate SLV, complete genome",Ranavirus ambystoma1,104,104,86%,7e-21,29.78,106722,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KR075878.1?report=genbank&log$=nucltop&blast_rank=99&RID=6EEFX88T016"",""KR075878.1"")"
"Ranavirus ambystoma1 isolate 2013-LL2, complete genome",Ranavirus ambystoma1,104,104,86%,7e-21,29.78,106730,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK580534.1?report=genbank&log$=nucltop&blast_rank=100&RID=6EEFX88T016"",""MK580534.1"")"



		


