Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000131	HF920637	n5	1.0	Terminal	HF920637_HF920637.1_00093 HF920637.1 - hypothetical protein translation	HF920637_HF920637.1_00094 HF920637.1 - hypothetical protein translation
OG0000131	N68	n6	1.0	Non-Terminal	AF303741_AF303741.1_00130 hypothetical protein, HF920637_HF920637.1_00057 HF920637.1 - hypothetical protein translation	AF303741_AF303741.1_00089 hypothetical protein, HF920637_HF920637.1_00216 HF920637.1 - hypothetical protein translation
OG0000133	LS484712	n0	1.0	Terminal	LS484712_LS484712.1_00072 hypothetical protein	LS484712_LS484712.1_00255 hypothetical protein, LS484712_LS484712.1_00069 hypothetical protein, LS484712_LS484712.1_00070 hypothetical protein, LS484712_LS484712.1_00068 hypothetical protein, LS484712_LS484712.1_00065 hypothetical protein, LS484712_LS484712.1_00064 hypothetical protein, LS484712_LS484712.1_00010 hypothetical protein, LS484712_LS484712.1_00008 hypothetical protein, LS484712_LS484712.1_00009 hypothetical protein
OG0000133	LS484712	n1	1.0	Terminal	LS484712_LS484712.1_00255 hypothetical protein	LS484712_LS484712.1_00069 hypothetical protein, LS484712_LS484712.1_00070 hypothetical protein, LS484712_LS484712.1_00068 hypothetical protein, LS484712_LS484712.1_00065 hypothetical protein, LS484712_LS484712.1_00064 hypothetical protein, LS484712_LS484712.1_00010 hypothetical protein, LS484712_LS484712.1_00008 hypothetical protein, LS484712_LS484712.1_00009 hypothetical protein
OG0000133	LS484712	n2	1.0	Terminal	LS484712_LS484712.1_00069 hypothetical protein, LS484712_LS484712.1_00070 hypothetical protein, LS484712_LS484712.1_00068 hypothetical protein, LS484712_LS484712.1_00065 hypothetical protein, LS484712_LS484712.1_00064 hypothetical protein	LS484712_LS484712.1_00010 hypothetical protein, LS484712_LS484712.1_00008 hypothetical protein, LS484712_LS484712.1_00009 hypothetical protein
OG0000133	LS484712	n3	1.0	Terminal	LS484712_LS484712.1_00069 hypothetical protein, LS484712_LS484712.1_00070 hypothetical protein	LS484712_LS484712.1_00068 hypothetical protein, LS484712_LS484712.1_00065 hypothetical protein, LS484712_LS484712.1_00064 hypothetical protein
OG0000133	LS484712	n4	1.0	Terminal	LS484712_LS484712.1_00069 hypothetical protein	LS484712_LS484712.1_00070 hypothetical protein
OG0000133	LS484712	n5	1.0	Terminal	LS484712_LS484712.1_00068 hypothetical protein, LS484712_LS484712.1_00065 hypothetical protein	LS484712_LS484712.1_00064 hypothetical protein
OG0000133	LS484712	n6	1.0	Terminal	LS484712_LS484712.1_00068 hypothetical protein	LS484712_LS484712.1_00065 hypothetical protein
OG0000133	LS484712	n7	1.0	Terminal	LS484712_LS484712.1_00010 hypothetical protein	LS484712_LS484712.1_00008 hypothetical protein, LS484712_LS484712.1_00009 hypothetical protein
OG0000133	LS484712	n8	1.0	Terminal	LS484712_LS484712.1_00008 hypothetical protein	LS484712_LS484712.1_00009 hypothetical protein
OG0000135	AF303741	n7	1.0	Terminal	AF303741_AF303741.1_00100 hypothetical protein	AF303741_AF303741.1_00162 hypothetical protein
OG0000137	MF599468	n0	1.0	Terminal	MF599468_MF599468.1_00032 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00069 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00068 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00111 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00109 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00110 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00136 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00137 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00138 MF599468.1 - hypothetical protein translation
OG0000137	MF599468	n1	1.0	Terminal	MF599468_MF599468.1_00069 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00068 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00111 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00109 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00110 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00136 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00137 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00138 MF599468.1 - hypothetical protein translation
OG0000137	MF599468	n2	1.0	Terminal	MF599468_MF599468.1_00068 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00111 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00109 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00110 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00136 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00137 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00138 MF599468.1 - hypothetical protein translation
OG0000137	MF599468	n3	1.0	Terminal	MF599468_MF599468.1_00111 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00109 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00110 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00136 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00137 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00138 MF599468.1 - hypothetical protein translation
OG0000137	MF599468	n4	1.0	Terminal	MF599468_MF599468.1_00111 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00109 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00110 MF599468.1 - hypothetical protein translation
OG0000137	MF599468	n5	1.0	Terminal	MF599468_MF599468.1_00109 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00110 MF599468.1 - hypothetical protein translation
OG0000137	MF599468	n6	1.0	Terminal	MF599468_MF599468.1_00136 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00137 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00138 MF599468.1 - hypothetical protein translation
OG0000137	MF599468	n7	1.0	Terminal	MF599468_MF599468.1_00137 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00138 MF599468.1 - hypothetical protein translation
OG0000138	N47	n0	1.0	Non-Terminal	MN562489_OM037668.1_00006 hypothetical protein, MT521409_OM037668.1_00006 hypothetical protein, OM037668_OM037668.1_00006 hypothetical protein, MN562489_OM037668.1_00125 hypothetical protein, MT521409_OM037668.1_00125 hypothetical protein, OM037668_OM037668.1_00125 hypothetical protein	MN562489_OM037668.1_00133 hypothetical protein, MT521409_OM037668.1_00133 hypothetical protein, OM037668_OM037668.1_00133 hypothetical protein
OG0000138	N47	n1	1.0	Non-Terminal	MN562489_OM037668.1_00006 hypothetical protein, MT521409_OM037668.1_00006 hypothetical protein, OM037668_OM037668.1_00006 hypothetical protein	MN562489_OM037668.1_00125 hypothetical protein, MT521409_OM037668.1_00125 hypothetical protein, OM037668_OM037668.1_00125 hypothetical protein
OG0000139	N47	n0	1.0	Non-Terminal	MN562489_OM037668.1_00066 hypothetical protein, MT521409_OM037668.1_00066 hypothetical protein, OM037668_OM037668.1_00066 hypothetical protein	MN562489_OM037668.1_00131 hypothetical protein, MT521409_OM037668.1_00131 hypothetical protein, OM037668_OM037668.1_00131 hypothetical protein, MN562489_OM037668.1_00132 hypothetical protein, MT521409_OM037668.1_00132 hypothetical protein, OM037668_OM037668.1_00132 hypothetical protein
OG0000139	N47	n2	1.0	Non-Terminal	MN562489_OM037668.1_00131 hypothetical protein, MT521409_OM037668.1_00131 hypothetical protein, OM037668_OM037668.1_00131 hypothetical protein	MN562489_OM037668.1_00132 hypothetical protein, MT521409_OM037668.1_00132 hypothetical protein, OM037668_OM037668.1_00132 hypothetical protein
OG0000142	N62	n0	0.5	Non-Terminal	HF920633_HF920633.1_00104 hypothetical protein, AF303741_AF303741.1_00185 hypothetical protein, HF920637_HF920637.1_00169 HF920637.1 - hypothetical protein translation	HF920637_HF920637.1_00084 HF920637.1 - hypothetical protein translation, HF920633_HF920633.1_00092 hypothetical protein, HF920633_HF920633.1_00153 hypothetical protein, HF920633_HF920633.1_00014 hypothetical protein, HF920633_HF920633.1_00027 hypothetical protein
OG0000142	HF920633	n4	1.0	Terminal	HF920633_HF920633.1_00092 hypothetical protein	HF920633_HF920633.1_00153 hypothetical protein, HF920633_HF920633.1_00014 hypothetical protein, HF920633_HF920633.1_00027 hypothetical protein
OG0000142	HF920633	n5	1.0	Terminal	HF920633_HF920633.1_00153 hypothetical protein	HF920633_HF920633.1_00014 hypothetical protein, HF920633_HF920633.1_00027 hypothetical protein
OG0000142	HF920633	n6	1.0	Terminal	HF920633_HF920633.1_00014 hypothetical protein	HF920633_HF920633.1_00027 hypothetical protein
OG0000143	N57	n3	0.5	Non-Terminal	KX643370_Lymph_LDV3_KX643370_00085 hypothetical protein	KX643370_Lymph_LDV3_KX643370_00100 hypothetical protein, MN803438_MN803438.1_00096 hypothetical protein, MN803438_MN803438.1_00011 hypothetical protein, KX643370_Lymph_LDV3_KX643370_00012 hypothetical protein
OG0000143	N57	n4	1.0	Non-Terminal	KX643370_Lymph_LDV3_KX643370_00100 hypothetical protein, MN803438_MN803438.1_00096 hypothetical protein	MN803438_MN803438.1_00011 hypothetical protein, KX643370_Lymph_LDV3_KX643370_00012 hypothetical protein
OG0000144	N47	n1	1.0	Non-Terminal	MN562489_OM037668.1_00015 Serine proteinase inhibitor 1, MT521409_OM037668.1_00015 Serine proteinase inhibitor 1, OM037668_OM037668.1_00015 Serine proteinase inhibitor 1	MN562489_OM037668.1_00071 Serine proteinase inhibitor 2, MT521409_OM037668.1_00071 Serine proteinase inhibitor 2, OM037668_OM037668.1_00071 Serine proteinase inhibitor 2
OG0000145	LS484712	n0	1.0	Terminal	LS484712_LS484712.1_00088 hypothetical protein	LS484712_LS484712.1_00083 hypothetical protein, LS484712_LS484712.1_00084 hypothetical protein, LS484712_LS484712.1_00082 hypothetical protein, LS484712_LS484712.1_00092 hypothetical protein, LS484712_LS484712.1_00086 hypothetical protein, LS484712_LS484712.1_00087 hypothetical protein, LS484712_LS484712.1_00085 hypothetical protein
OG0000145	LS484712	n1	1.0	Terminal	LS484712_LS484712.1_00083 hypothetical protein, LS484712_LS484712.1_00084 hypothetical protein	LS484712_LS484712.1_00082 hypothetical protein, LS484712_LS484712.1_00092 hypothetical protein, LS484712_LS484712.1_00086 hypothetical protein, LS484712_LS484712.1_00087 hypothetical protein, LS484712_LS484712.1_00085 hypothetical protein
OG0000145	LS484712	n2	1.0	Terminal	LS484712_LS484712.1_00083 hypothetical protein	LS484712_LS484712.1_00084 hypothetical protein
OG0000145	LS484712	n3	1.0	Terminal	LS484712_LS484712.1_00082 hypothetical protein, LS484712_LS484712.1_00092 hypothetical protein	LS484712_LS484712.1_00086 hypothetical protein, LS484712_LS484712.1_00087 hypothetical protein, LS484712_LS484712.1_00085 hypothetical protein
OG0000145	LS484712	n4	1.0	Terminal	LS484712_LS484712.1_00082 hypothetical protein	LS484712_LS484712.1_00092 hypothetical protein
OG0000145	LS484712	n5	1.0	Terminal	LS484712_LS484712.1_00086 hypothetical protein, LS484712_LS484712.1_00087 hypothetical protein	LS484712_LS484712.1_00085 hypothetical protein
OG0000145	LS484712	n6	1.0	Terminal	LS484712_LS484712.1_00086 hypothetical protein	LS484712_LS484712.1_00087 hypothetical protein
OG0000146	N62	n0	0.5	Non-Terminal	AF303741_AF303741.1_00070 hypothetical protein, HF920633_HF920633.1_00129 hypothetical protein, HF920637_HF920637.1_00151 HF920637.1 - hypothetical protein translation	AF303741_AF303741.1_00099 hypothetical protein, HF920633_HF920633.1_00099 hypothetical protein, HF920633_HF920633.1_00019 hypothetical protein, HF920633_HF920633.1_00100 hypothetical protein
OG0000146	HF920633	n4	1.0	Terminal	HF920633_HF920633.1_00099 hypothetical protein	HF920633_HF920633.1_00019 hypothetical protein, HF920633_HF920633.1_00100 hypothetical protein
OG0000146	HF920633	n5	1.0	Terminal	HF920633_HF920633.1_00019 hypothetical protein	HF920633_HF920633.1_00100 hypothetical protein
OG0000147	N68	n3	1.0	Non-Terminal: STRIDE	AF303741_AF303741.1_00145 hypothetical protein, HF920637_HF920637.1_00011 HF920637.1 - hypothetical protein translation	AF303741_AF303741.1_00090 hypothetical protein, HF920637_HF920637.1_00180 HF920637.1 - hypothetical protein translation
OG0000151	AY521625	n0	1.0	Terminal	AY521625_AY521625.1_00003 AY521625.1 - hypothetical protein translation	AY521625_AY521625.1_00082 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00080 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00081 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00127 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00078 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00079 AY521625.1 - hypothetical protein translation
OG0000151	AY521625	n1	1.0	Terminal	AY521625_AY521625.1_00082 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00080 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00081 AY521625.1 - hypothetical protein translation	AY521625_AY521625.1_00127 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00078 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00079 AY521625.1 - hypothetical protein translation
OG0000151	AY521625	n2	1.0	Terminal	AY521625_AY521625.1_00082 AY521625.1 - hypothetical protein translation	AY521625_AY521625.1_00080 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00081 AY521625.1 - hypothetical protein translation
OG0000151	AY521625	n3	1.0	Terminal	AY521625_AY521625.1_00080 AY521625.1 - hypothetical protein translation	AY521625_AY521625.1_00081 AY521625.1 - hypothetical protein translation
OG0000151	AY521625	n4	1.0	Terminal	AY521625_AY521625.1_00127 AY521625.1 - hypothetical protein translation	AY521625_AY521625.1_00078 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00079 AY521625.1 - hypothetical protein translation
OG0000151	AY521625	n5	1.0	Terminal	AY521625_AY521625.1_00078 AY521625.1 - hypothetical protein translation	AY521625_AY521625.1_00079 AY521625.1 - hypothetical protein translation
OG0000153	AY521625	n0	1.0	Terminal	AY521625_AY521625.1_00029 AY521625.1 - hypothetical protein translation	AY521625_AY521625.1_00033 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00030 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00025 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00032 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00026 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00027 AY521625.1 - hypothetical protein translation
OG0000153	AY521625	n1	1.0	Terminal	AY521625_AY521625.1_00033 AY521625.1 - hypothetical protein translation	AY521625_AY521625.1_00030 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00025 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00032 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00026 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00027 AY521625.1 - hypothetical protein translation
OG0000153	AY521625	n2	1.0	Terminal	AY521625_AY521625.1_00030 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00025 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00032 AY521625.1 - hypothetical protein translation	AY521625_AY521625.1_00026 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00027 AY521625.1 - hypothetical protein translation
OG0000153	AY521625	n3	1.0	Terminal	AY521625_AY521625.1_00030 AY521625.1 - hypothetical protein translation	AY521625_AY521625.1_00025 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00032 AY521625.1 - hypothetical protein translation
OG0000153	AY521625	n4	1.0	Terminal	AY521625_AY521625.1_00025 AY521625.1 - hypothetical protein translation	AY521625_AY521625.1_00032 AY521625.1 - hypothetical protein translation
OG0000153	AY521625	n5	1.0	Terminal	AY521625_AY521625.1_00026 AY521625.1 - hypothetical protein translation	AY521625_AY521625.1_00027 AY521625.1 - hypothetical protein translation
OG0000154	N47	n1	1.0	Non-Terminal	MN562489_OM037668.1_00067 hypothetical protein, MT521409_OM037668.1_00067 hypothetical protein, OM037668_OM037668.1_00067 hypothetical protein	MN562489_OM037668.1_00126 hypothetical protein, MT521409_OM037668.1_00126 hypothetical protein, OM037668_OM037668.1_00126 hypothetical protein
OG0000155	MF599468	n5	1.0	Terminal	MF599468_MF599468.1_00156 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00066 MF599468.1 - hypothetical protein translation
OG0000156	MF599468	n0	1.0	Terminal	MF599468_MF599468.1_00047 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00049 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00119 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00118 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00159 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00157 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00158 MF599468.1 - hypothetical protein translation
OG0000156	MF599468	n1	1.0	Terminal	MF599468_MF599468.1_00049 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00119 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00118 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00159 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00157 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00158 MF599468.1 - hypothetical protein translation
OG0000156	MF599468	n2	1.0	Terminal	MF599468_MF599468.1_00119 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00118 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00159 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00157 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00158 MF599468.1 - hypothetical protein translation
OG0000156	MF599468	n3	1.0	Terminal	MF599468_MF599468.1_00119 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00118 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00159 MF599468.1 - hypothetical protein translation
OG0000156	MF599468	n4	1.0	Terminal	MF599468_MF599468.1_00118 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00159 MF599468.1 - hypothetical protein translation
OG0000156	MF599468	n5	1.0	Terminal	MF599468_MF599468.1_00157 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00158 MF599468.1 - hypothetical protein translation
OG0000157	N47	n0	1.0	Non-Terminal	MN562489_OM037668.1_00128 hypothetical protein, MT521409_OM037668.1_00128 hypothetical protein, OM037668_OM037668.1_00128 hypothetical protein	MN562489_OM037668.1_00121 hypothetical protein, MT521409_OM037668.1_00121 hypothetical protein, OM037668_OM037668.1_00122 hypothetical protein, OM037668_OM037668.1_00121 hypothetical protein
OG0000157	OM037668	n5	1.0	Terminal	OM037668_OM037668.1_00122 hypothetical protein	OM037668_OM037668.1_00121 hypothetical protein
OG0000158	AF303741	n2	1.0	Terminal	AF303741_AF303741.1_00147 hypothetical protein, AF303741_AF303741.1_00049 hypothetical protein, AF303741_AF303741.1_00078 hypothetical protein	AF303741_AF303741.1_00083 hypothetical protein
OG0000158	AF303741	n3	1.0	Terminal	AF303741_AF303741.1_00147 hypothetical protein	AF303741_AF303741.1_00049 hypothetical protein, AF303741_AF303741.1_00078 hypothetical protein
OG0000158	AF303741	n4	1.0	Terminal	AF303741_AF303741.1_00049 hypothetical protein	AF303741_AF303741.1_00078 hypothetical protein
OG0000160	AF303741	n4	1.0	Terminal	AF303741_AF303741.1_00068 hypothetical protein	AF303741_AF303741.1_00067 hypothetical protein
OG0000166	HF920637	n3	1.0	Terminal	HF920637_HF920637.1_00148 HF920637.1 - hypothetical protein translation	HF920637_HF920637.1_00077 HF920637.1 - hypothetical protein translation
OG0000168	N67	n2	1.0	Non-Terminal: STRIDE	HF920633_HF920633.1_00161 hypothetical protein, KF938901_KF938901.1_00006 hypothetical protein	HF920633_HF920633.1_00031 hypothetical protein, KF938901_KF938901.1_00105 hypothetical protein
OG0000169	N62	n0	0.5	Non-Terminal	AF303741_AF303741.1_00182 hypothetical protein, HF920637_HF920637.1_00071 HF920637.1 - hypothetical protein translation, HF920633_HF920633.1_00096 hypothetical protein, KF938901_KF938901.1_00153 hypothetical protein	HF920637_HF920637.1_00162 HF920637.1 - hypothetical protein translation, KF938901_KF938901.1_00066 hypothetical protein
OG0000171	MF599468	n1	1.0	Terminal	MF599468_MF599468.1_00089 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00108 MF599468.1 - hypothetical protein translation
OG0000173	LS484712	n0	1.0	Terminal	LS484712_LS484712.1_00268 hypothetical protein	LS484712_LS484712.1_00269 hypothetical protein, LS484712_LS484712.1_00270 hypothetical protein, LS484712_LS484712.1_00225 hypothetical protein, LS484712_LS484712.1_00089 hypothetical protein, LS484712_LS484712.1_00090 hypothetical protein
OG0000173	LS484712	n1	1.0	Terminal	LS484712_LS484712.1_00269 hypothetical protein	LS484712_LS484712.1_00270 hypothetical protein, LS484712_LS484712.1_00225 hypothetical protein, LS484712_LS484712.1_00089 hypothetical protein, LS484712_LS484712.1_00090 hypothetical protein
OG0000173	LS484712	n2	1.0	Terminal	LS484712_LS484712.1_00270 hypothetical protein	LS484712_LS484712.1_00225 hypothetical protein, LS484712_LS484712.1_00089 hypothetical protein, LS484712_LS484712.1_00090 hypothetical protein
OG0000173	LS484712	n3	1.0	Terminal	LS484712_LS484712.1_00225 hypothetical protein	LS484712_LS484712.1_00089 hypothetical protein, LS484712_LS484712.1_00090 hypothetical protein
OG0000173	LS484712	n4	1.0	Terminal	LS484712_LS484712.1_00089 hypothetical protein	LS484712_LS484712.1_00090 hypothetical protein
OG0000174	N68	n0	1.0	Non-Terminal	HF920637_HF920637.1_00122 HF920637.1 - hypothetical protein translation, AF303741_AF303741.1_00142 hypothetical protein, AF303741_AF303741.1_00141 hypothetical protein	AF303741_AF303741.1_00001 hypothetical protein, HF920637_HF920637.1_00062 HF920637.1 - hypothetical protein translation
OG0000174	AF303741	n2	1.0	Terminal	AF303741_AF303741.1_00142 hypothetical protein	AF303741_AF303741.1_00141 hypothetical protein
OG0000181	HF920633	n2	1.0	Terminal	HF920633_HF920633.1_00020 hypothetical protein	HF920633_HF920633.1_00021 hypothetical protein
OG0000182	MF599468	n1	1.0	Terminal	MF599468_MF599468.1_00052 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00061 MF599468.1 - hypothetical protein translation
OG0000192	HF920637	n2	1.0	Terminal	HF920637_HF920637.1_00136 HF920637.1 - hypothetical protein translation	HF920637_HF920637.1_00133 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00142 HF920637.1 - hypothetical protein translation
OG0000192	HF920637	n3	1.0	Terminal	HF920637_HF920637.1_00133 HF920637.1 - hypothetical protein translation	HF920637_HF920637.1_00142 HF920637.1 - hypothetical protein translation
OG0000198	AY521625	n0	1.0	Terminal	AY521625_AY521625.1_00108 AY521625.1 - hypothetical protein translation	AY521625_AY521625.1_00106 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00107 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00076 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00109 AY521625.1 - hypothetical protein translation
OG0000198	AY521625	n1	1.0	Terminal	AY521625_AY521625.1_00106 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00107 AY521625.1 - hypothetical protein translation	AY521625_AY521625.1_00076 AY521625.1 - hypothetical protein translation, AY521625_AY521625.1_00109 AY521625.1 - hypothetical protein translation
OG0000198	AY521625	n2	1.0	Terminal	AY521625_AY521625.1_00106 AY521625.1 - hypothetical protein translation	AY521625_AY521625.1_00107 AY521625.1 - hypothetical protein translation
OG0000198	AY521625	n3	1.0	Terminal	AY521625_AY521625.1_00076 AY521625.1 - hypothetical protein translation	AY521625_AY521625.1_00109 AY521625.1 - hypothetical protein translation
OG0000199	KX643370	n2	1.0	Terminal	KX643370_Lymph_LDV3_KX643370_00064 hypothetical protein	KX643370_Lymph_LDV3_KX643370_00014 hypothetical protein, KX643370_Lymph_LDV3_KX643370_00128 hypothetical protein
OG0000199	KX643370	n3	1.0	Terminal	KX643370_Lymph_LDV3_KX643370_00014 hypothetical protein	KX643370_Lymph_LDV3_KX643370_00128 hypothetical protein
OG0000203	HF920637	n1	1.0	Terminal	HF920637_HF920637.1_00177 HF920637.1 - hypothetical protein translation	HF920637_HF920637.1_00065 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00115 HF920637.1 - hypothetical protein translation
OG0000203	HF920637	n2	1.0	Terminal	HF920637_HF920637.1_00065 HF920637.1 - hypothetical protein translation	HF920637_HF920637.1_00115 HF920637.1 - hypothetical protein translation
OG0000205	HF920637	n1	1.0	Terminal	HF920637_HF920637.1_00083 HF920637.1 - hypothetical protein translation	HF920637_HF920637.1_00008 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00200 HF920637.1 - hypothetical protein translation
OG0000205	HF920637	n2	1.0	Terminal	HF920637_HF920637.1_00008 HF920637.1 - hypothetical protein translation	HF920637_HF920637.1_00200 HF920637.1 - hypothetical protein translation
OG0000226	N57	n0	1.0	Non-Terminal	KX643370_Lymph_LDV3_KX643370_00019 hypothetical protein, MN803438_MN803438.1_00081 G-protein coupled receptor US28	KX643370_Lymph_LDV3_KX643370_00024 G-protein coupled receptor US28, MN803438_MN803438.1_00039 G-protein coupled receptor US28
OG0000227	N57	n0	1.0	Non-Terminal	KX643370_Lymph_LDV3_KX643370_00035 hypothetical protein, MN803438_MN803438.1_00050 hypothetical protein	KX643370_Lymph_LDV3_KX643370_00071 hypothetical protein, MN803438_MN803438.1_00061 hypothetical protein
OG0000228	N57	n0	1.0	Non-Terminal	KX643370_Lymph_LDV3_KX643370_00142 hypothetical protein, MN803438_MN803438.1_00133 hypothetical protein	KX643370_Lymph_LDV3_KX643370_00062 hypothetical protein, MN803438_MN803438.1_00072 hypothetical protein
OG0000229	N57	n0	1.0	Non-Terminal	KX643370_Lymph_LDV3_KX643370_00084 hypothetical protein, MN803438_MN803438.1_00087 hypothetical protein	KX643370_Lymph_LDV3_KX643370_00074 hypothetical protein, MN803438_MN803438.1_00058 hypothetical protein
OG0000231	LS484712	n0	1.0	Terminal	LS484712_LS484712.1_00156 hypothetical protein	LS484712_LS484712.1_00161 hypothetical protein, LS484712_LS484712.1_00154 hypothetical protein, LS484712_LS484712.1_00158 hypothetical protein
OG0000231	LS484712	n1	1.0	Terminal	LS484712_LS484712.1_00161 hypothetical protein	LS484712_LS484712.1_00154 hypothetical protein, LS484712_LS484712.1_00158 hypothetical protein
OG0000231	LS484712	n2	1.0	Terminal	LS484712_LS484712.1_00154 hypothetical protein	LS484712_LS484712.1_00158 hypothetical protein
OG0000232	LS484712	n0	1.0	Terminal	LS484712_LS484712.1_00249 hypothetical protein	LS484712_LS484712.1_00229 hypothetical protein, LS484712_LS484712.1_00231 hypothetical protein, LS484712_LS484712.1_00227 hypothetical protein
OG0000232	LS484712	n1	1.0	Terminal	LS484712_LS484712.1_00229 hypothetical protein	LS484712_LS484712.1_00231 hypothetical protein, LS484712_LS484712.1_00227 hypothetical protein
OG0000232	LS484712	n2	1.0	Terminal	LS484712_LS484712.1_00231 hypothetical protein	LS484712_LS484712.1_00227 hypothetical protein
