HOG	OG	Gene Tree Parent Clade	Chlor_AMIV_KF938901.1	Chlor_IIV22_HF920633.1	Daphi_LS484712.1	Decap_MF599468.1	Irido_IIV31_HF920637.1	Irido_IIV6_AF303741.1	Lymph_LCD4_MN803438.1	Lymph_LDV1_L63545.1	MCV_ML1_SDDV_MN562489.1	MCV_ML1_SDDV_MT521409.1	MCV_ML1_SDDV_NC_027778.1	MCV_ML1_SDDV_OM037668.1	MCV_MP1_BCFI_MN432490.1	MCV_MP1_BCFI_MT926123.1	MCV_MP1_GSPI_KT804738.1	MCV_MP1_ISKNV_AF371960.1	MCV_MP1_ISKNV_MK689685.1	MCV_MP1_LBUSV_OP009387.1	MCV_MP1_LYCI_AY779031.1	MCV_MP1_LYCI_MW139932.1	MCV_MP1_LYCI_OL774653.1	MCV_MP1_LYCI_OL774654.1	MCV_MP1_LYCI_OL774655.1	MCV_MP1_OSGI_AY894343.1	MCV_MP1_PI_MK098185.1	MCV_MP1_PI_MK098186.1	MCV_MP1_PI_MK098187.1	MCV_MP1_RBIV_AY532606.1	MCV_MP1_RBIV_KC244182.1	MCV_MP1_RSIV_BD143114.1	MCV_MP1_RSIV_MK689686.1	MCV_MP1_RSIV_MT798582.1	MCV_MP1_RSIV_OK042108.1	MCV_MP1_RSIV_OK042109.1	MCV_MP1_RSIV_ON740976.1	MCV_MP1_RSIV_ON743042.1	MCV_MP1_SKIV_MT986830.1	MCV_MP1_SKIV_ON075463.1	MCV_MP1_TRBIV_GQ273492.1	MCV_Unclassified_MG570131.1	MCV_Unclassified_MG570132.1	MCV_Unclassified_OQ475017.1	MCV_Unlassified_OL310752.1	Rana_FV3_NC_005946.1	Rana_SGIV_AY521625.1
N27.HOG0000062	OG0000062	n0									MCV_ML1_SDDV_MN562489.1_00106	MCV_ML1_SDDV_MT521409.1_00107	MCV_ML1_SDDV_NC_027778.1_00087	MCV_ML1_SDDV_OM037668.1_00031																																	
N27.HOG0000063	OG0000064	n0			Daphi_LS484712.1_00002																																										
N27.HOG0000064	OG0000065	n0				Decap_MF599468.1_00131																																									
N27.HOG0000065	OG0000072	n0									MCV_ML1_SDDV_MN562489.1_00045	MCV_ML1_SDDV_MT521409.1_00046	MCV_ML1_SDDV_NC_027778.1_00025	MCV_ML1_SDDV_OM037668.1_00091																																	
N27.HOG0000066	OG0000112	n0																																												Rana_FV3_NC_005946.1_00006	
N27.HOG0000067	OG0000113	n0	Chlor_AMIV_KF938901.1_00104	Chlor_IIV22_HF920633.1_00086, Chlor_IIV22_HF920633.1_00145		Decap_MF599468.1_00096, Decap_MF599468.1_00045, Decap_MF599468.1_00036	Irido_IIV31_HF920637.1_00138, Irido_IIV31_HF920637.1_00148, Irido_IIV31_HF920637.1_00077	Irido_IIV6_AF303741.1_00170, Irido_IIV6_AF303741.1_00169	Lymph_LCD4_MN803438.1_00112, Lymph_LCD4_MN803438.1_00021, Lymph_LCD4_MN803438.1_00012, Lymph_LCD4_MN803438.1_00120, Lymph_LCD4_MN803438.1_00107, Lymph_LCD4_MN803438.1_00094, Lymph_LCD4_MN803438.1_00125	Lymph_LDV1_L63545.1_00042, Lymph_LDV1_L63545.1_00005, Lymph_LDV1_L63545.1_00088, Lymph_LDV1_L63545.1_00051, Lymph_LDV1_L63545.1_00047, Lymph_LDV1_L63545.1_00050																																				Rana_FV3_NC_005946.1_00020	Rana_SGIV_AY521625.1_00036
N27.HOG0000068	OG0000114	n0									MCV_ML1_SDDV_MN562489.1_00095	MCV_ML1_SDDV_MT521409.1_00096	MCV_ML1_SDDV_NC_027778.1_00076	MCV_ML1_SDDV_OM037668.1_00042																																	
N27.HOG0000069	OG0000115	n0									MCV_ML1_SDDV_MN562489.1_00035	MCV_ML1_SDDV_MT521409.1_00036	MCV_ML1_SDDV_NC_027778.1_00015	MCV_ML1_SDDV_OM037668.1_00101																																	
N27.HOG0000070	OG0000116	n0									MCV_ML1_SDDV_MN562489.1_00084	MCV_ML1_SDDV_MT521409.1_00085	MCV_ML1_SDDV_NC_027778.1_00065	MCV_ML1_SDDV_OM037668.1_00053																																	
N27.HOG0000071	OG0000117	n0									MCV_ML1_SDDV_MN562489.1_00054	MCV_ML1_SDDV_MT521409.1_00055	MCV_ML1_SDDV_NC_027778.1_00034	MCV_ML1_SDDV_OM037668.1_00082																																	
N27.HOG0000072	OG0000119	n0	Chlor_AMIV_KF938901.1_00085, Chlor_AMIV_KF938901.1_00140	Chlor_IIV22_HF920633.1_00040, Chlor_IIV22_HF920633.1_00117, Chlor_IIV22_HF920633.1_00143, Chlor_IIV22_HF920633.1_00057, Chlor_IIV22_HF920633.1_00107, Chlor_IIV22_HF920633.1_00172, Chlor_IIV22_HF920633.1_00170			Irido_IIV31_HF920637.1_00184, Irido_IIV31_HF920637.1_00034, Irido_IIV31_HF920637.1_00206, Irido_IIV31_HF920637.1_00096, Irido_IIV31_HF920637.1_00158, Irido_IIV31_HF920637.1_00208, Irido_IIV31_HF920637.1_00130, Irido_IIV31_HF920637.1_00102	Irido_IIV6_AF303741.1_00007, Irido_IIV6_AF303741.1_00066, Irido_IIV6_AF303741.1_00173, Irido_IIV6_AF303741.1_00095, Irido_IIV6_AF303741.1_00094, Irido_IIV6_AF303741.1_00109																																							
N27.HOG0000073	OG0000122	n0		Chlor_IIV22_HF920633.1_00116		Decap_MF599468.1_00024, Decap_MF599468.1_00104, Decap_MF599468.1_00101, Decap_MF599468.1_00023, Decap_MF599468.1_00038, Decap_MF599468.1_00070, Decap_MF599468.1_00145, Decap_MF599468.1_00054, Decap_MF599468.1_00055, Decap_MF599468.1_00091, Decap_MF599468.1_00128, Decap_MF599468.1_00103, Decap_MF599468.1_00029, Decap_MF599468.1_00099, Decap_MF599468.1_00100, Decap_MF599468.1_00114, Decap_MF599468.1_00102	Irido_IIV31_HF920637.1_00183	Irido_IIV6_AF303741.1_00005, Irido_IIV6_AF303741.1_00065																																							
N27.HOG0000074	OG0000123	n0	Chlor_AMIV_KF938901.1_00049, Chlor_AMIV_KF938901.1_00115, Chlor_AMIV_KF938901.1_00091, Chlor_AMIV_KF938901.1_00020	Chlor_IIV22_HF920633.1_00007, Chlor_IIV22_HF920633.1_00130, Chlor_IIV22_HF920633.1_00174, Chlor_IIV22_HF920633.1_00147	Daphi_LS484712.1_00198		Irido_IIV31_HF920637.1_00029, Irido_IIV31_HF920637.1_00198, Irido_IIV31_HF920637.1_00147, Irido_IIV31_HF920637.1_00218	Irido_IIV6_AF303741.1_00195, Irido_IIV6_AF303741.1_00178, Irido_IIV6_AF303741.1_00121																																							
N27.HOG0000075	OG0000126	n0	Chlor_AMIV_KF938901.1_00030, Chlor_AMIV_KF938901.1_00084, Chlor_AMIV_KF938901.1_00158, Chlor_AMIV_KF938901.1_00119, Chlor_AMIV_KF938901.1_00001, Chlor_AMIV_KF938901.1_00151, Chlor_AMIV_KF938901.1_00127, Chlor_AMIV_KF938901.1_00135	Chlor_IIV22_HF920633.1_00059, Chlor_IIV22_HF920633.1_00119, Chlor_IIV22_HF920633.1_00081				Irido_IIV6_AF303741.1_00088																																							
N27.HOG0000076	OG0000127	n0									MCV_ML1_SDDV_MN562489.1_00004, MCV_ML1_SDDV_MN562489.1_00071, MCV_ML1_SDDV_MN562489.1_00003	MCV_ML1_SDDV_MT521409.1_00004, MCV_ML1_SDDV_MT521409.1_00072, MCV_ML1_SDDV_MT521409.1_00003	MCV_ML1_SDDV_NC_027778.1_00125, MCV_ML1_SDDV_NC_027778.1_00052, MCV_ML1_SDDV_NC_027778.1_00124	MCV_ML1_SDDV_OM037668.1_00131, MCV_ML1_SDDV_OM037668.1_00066, MCV_ML1_SDDV_OM037668.1_00132																																	
N27.HOG0000077	OG0000129	n0			Daphi_LS484712.1_00025, Daphi_LS484712.1_00026, Daphi_LS484712.1_00027, Daphi_LS484712.1_00028, Daphi_LS484712.1_00030, Daphi_LS484712.1_00034, Daphi_LS484712.1_00252, Daphi_LS484712.1_00253, Daphi_LS484712.1_00254, Daphi_LS484712.1_00031, Daphi_LS484712.1_00032																																										
N27.HOG0000078	OG0000130	n0							Lymph_LCD4_MN803438.1_00082		MCV_ML1_SDDV_MN562489.1_00075	MCV_ML1_SDDV_MT521409.1_00076	MCV_ML1_SDDV_NC_027778.1_00056	MCV_ML1_SDDV_OM037668.1_00062																																	
N27.HOG0000079	OG0000133	n0	Chlor_AMIV_KF938901.1_00007	Chlor_IIV22_HF920633.1_00064	Daphi_LS484712.1_00197	Decap_MF599468.1_00027	Irido_IIV31_HF920637.1_00014	Irido_IIV6_AF303741.1_00157	Lymph_LCD4_MN803438.1_00006	Lymph_LDV1_L63545.1_00016																																				Rana_FV3_NC_005946.1_00079	Rana_SGIV_AY521625.1_00102
N27.HOG0000080	OG0000134	n0	Chlor_AMIV_KF938901.1_00086	Chlor_IIV22_HF920633.1_00135	Daphi_LS484712.1_00057	Decap_MF599468.1_00002	Irido_IIV31_HF920637.1_00219	Irido_IIV6_AF303741.1_00126	Lymph_LCD4_MN803438.1_00115	Lymph_LDV1_L63545.1_00092																																				Rana_FV3_NC_005946.1_00001	Rana_SGIV_AY521625.1_00098
N27.HOG0000081	OG0000135	n0		Chlor_IIV22_HF920633.1_00004			Irido_IIV31_HF920637.1_00057, Irido_IIV31_HF920637.1_00216, Irido_IIV31_HF920637.1_00058, Irido_IIV31_HF920637.1_00093, Irido_IIV31_HF920637.1_00094, Irido_IIV31_HF920637.1_00199, Irido_IIV31_HF920637.1_00201	Irido_IIV6_AF303741.1_00130, Irido_IIV6_AF303741.1_00089																																							
N27.HOG0000082	OG0000136	n0			Daphi_LS484712.1_00008, Daphi_LS484712.1_00009, Daphi_LS484712.1_00010, Daphi_LS484712.1_00064, Daphi_LS484712.1_00065, Daphi_LS484712.1_00068, Daphi_LS484712.1_00069, Daphi_LS484712.1_00070, Daphi_LS484712.1_00072, Daphi_LS484712.1_00255																																										
N27.HOG0000083	OG0000137	n0	Chlor_AMIV_KF938901.1_00048	Chlor_IIV22_HF920633.1_00132	Daphi_LS484712.1_00251		Irido_IIV31_HF920637.1_00105	Irido_IIV6_AF303741.1_00031	Lymph_LCD4_MN803438.1_00105	Lymph_LDV1_L63545.1_00100																																				Rana_FV3_NC_005946.1_00039	Rana_SGIV_AY521625.1_00056
N27.HOG0000084	OG0000138	n0	Chlor_AMIV_KF938901.1_00065	Chlor_IIV22_HF920633.1_00053	Daphi_LS484712.1_00063	Decap_MF599468.1_00051	Irido_IIV31_HF920637.1_00181	Irido_IIV6_AF303741.1_00100, Irido_IIV6_AF303741.1_00162	Lymph_LCD4_MN803438.1_00137	Lymph_LDV1_L63545.1_00023																																					
N27.HOG0000085	OG0000139	n0	Chlor_AMIV_KF938901.1_00108	Chlor_IIV22_HF920633.1_00156			Irido_IIV31_HF920637.1_00123	Irido_IIV6_AF303741.1_00101	Lymph_LCD4_MN803438.1_00005		MCV_ML1_SDDV_MN562489.1_00069	MCV_ML1_SDDV_MT521409.1_00070	MCV_ML1_SDDV_NC_027778.1_00049	MCV_ML1_SDDV_OM037668.1_00068																																	
N27.HOG0000086	OG0000140	n0				Decap_MF599468.1_00032, Decap_MF599468.1_00068, Decap_MF599468.1_00069, Decap_MF599468.1_00109, Decap_MF599468.1_00110, Decap_MF599468.1_00111, Decap_MF599468.1_00136, Decap_MF599468.1_00137, Decap_MF599468.1_00138																																									
N27.HOG0000087	OG0000141	n0							Lymph_LCD4_MN803438.1_00022		MCV_ML1_SDDV_MN562489.1_00066, MCV_ML1_SDDV_MN562489.1_00122	MCV_ML1_SDDV_MT521409.1_00067, MCV_ML1_SDDV_MT521409.1_00123	MCV_ML1_SDDV_NC_027778.1_00046, MCV_ML1_SDDV_NC_027778.1_00104	MCV_ML1_SDDV_OM037668.1_00071, MCV_ML1_SDDV_OM037668.1_00015																																	
N27.HOG0000088	OG0000142	n0									MCV_ML1_SDDV_MN562489.1_00014, MCV_ML1_SDDV_MN562489.1_00007	MCV_ML1_SDDV_MT521409.1_00014, MCV_ML1_SDDV_MT521409.1_00007	MCV_ML1_SDDV_NC_027778.1_00136, MCV_ML1_SDDV_NC_027778.1_00135, MCV_ML1_SDDV_NC_027778.1_00128	MCV_ML1_SDDV_OM037668.1_00121, MCV_ML1_SDDV_OM037668.1_00128																																	
N27.HOG0000089	OG0000143	n0									MCV_ML1_SDDV_MN562489.1_00070, MCV_ML1_SDDV_MN562489.1_00009	MCV_ML1_SDDV_MT521409.1_00071, MCV_ML1_SDDV_MT521409.1_00009	MCV_ML1_SDDV_NC_027778.1_00050, MCV_ML1_SDDV_NC_027778.1_00130	MCV_ML1_SDDV_OM037668.1_00067, MCV_ML1_SDDV_OM037668.1_00126																																	Rana_SGIV_AY521625.1_00046
N27.HOG0000090	OG0000148	n0	Chlor_AMIV_KF938901.1_00069	Chlor_IIV22_HF920633.1_00026	Daphi_LS484712.1_00133	Decap_MF599468.1_00161	Irido_IIV31_HF920637.1_00060	Irido_IIV6_AF303741.1_00072																																						Rana_FV3_NC_005946.1_00054	Rana_SGIV_AY521625.1_00133
N27.HOG0000091	OG0000149	n0		Chlor_IIV22_HF920633.1_00104, Chlor_IIV22_HF920633.1_00092, Chlor_IIV22_HF920633.1_00153, Chlor_IIV22_HF920633.1_00014, Chlor_IIV22_HF920633.1_00027			Irido_IIV31_HF920637.1_00169, Irido_IIV31_HF920637.1_00084	Irido_IIV6_AF303741.1_00185																																							
N27.HOG0000092	OG0000150	n0							Lymph_LCD4_MN803438.1_00010	Lymph_LDV1_L63545.1_00085	MCV_ML1_SDDV_MN562489.1_00136	MCV_ML1_SDDV_MT521409.1_00137	MCV_ML1_SDDV_NC_027778.1_00119	MCV_ML1_SDDV_OM037668.1_00001																																Rana_FV3_NC_005946.1_00052	Rana_SGIV_AY521625.1_00002
N27.HOG0000093	OG0000152	n0	Chlor_AMIV_KF938901.1_00027	Chlor_IIV22_HF920633.1_00024		Decap_MF599468.1_00060			Lymph_LCD4_MN803438.1_00003	Lymph_LDV1_L63545.1_00018																																				Rana_FV3_NC_005946.1_00044	Rana_SGIV_AY521625.1_00018
N27.HOG0000094	OG0000153	n0	Chlor_AMIV_KF938901.1_00153, Chlor_AMIV_KF938901.1_00066	Chlor_IIV22_HF920633.1_00096, Chlor_IIV22_HF920633.1_00114			Irido_IIV31_HF920637.1_00071, Irido_IIV31_HF920637.1_00162	Irido_IIV6_AF303741.1_00182																																							
N27.HOG0000095	OG0000154	n0	Chlor_AMIV_KF938901.1_00106	Chlor_IIV22_HF920633.1_00036		Decap_MF599468.1_00074	Irido_IIV31_HF920637.1_00168	Irido_IIV6_AF303741.1_00183	Lymph_LCD4_MN803438.1_00135	Lymph_LDV1_L63545.1_00012																																					
N27.HOG0000096	OG0000155	n0	Chlor_AMIV_KF938901.1_00112	Chlor_IIV22_HF920633.1_00088	Daphi_LS484712.1_00211		Irido_IIV31_HF920637.1_00011, Irido_IIV31_HF920637.1_00180	Irido_IIV6_AF303741.1_00145, Irido_IIV6_AF303741.1_00090																																							
N27.HOG0000097	OG0000156	n0	Chlor_AMIV_KF938901.1_00118	Chlor_IIV22_HF920633.1_00106		Decap_MF599468.1_00142	Irido_IIV31_HF920637.1_00150	Irido_IIV6_AF303741.1_00192																																						Rana_FV3_NC_005946.1_00063	Rana_SGIV_AY521625.1_00044
N27.HOG0000098	OG0000157	n0		Chlor_IIV22_HF920633.1_00129, Chlor_IIV22_HF920633.1_00099, Chlor_IIV22_HF920633.1_00019, Chlor_IIV22_HF920633.1_00100			Irido_IIV31_HF920637.1_00151	Irido_IIV6_AF303741.1_00099, Irido_IIV6_AF303741.1_00070																																							
N27.HOG0000099	OG0000158	n0			Daphi_LS484712.1_00082, Daphi_LS484712.1_00083, Daphi_LS484712.1_00084, Daphi_LS484712.1_00088, Daphi_LS484712.1_00085, Daphi_LS484712.1_00086, Daphi_LS484712.1_00087																																										
N27.HOG0000100	OG0000159	n0				Decap_MF599468.1_00047, Decap_MF599468.1_00049, Decap_MF599468.1_00158, Decap_MF599468.1_00118, Decap_MF599468.1_00159, Decap_MF599468.1_00119, Decap_MF599468.1_00157																																									
N27.HOG0000101	OG0000160	n0				Decap_MF599468.1_00156, Decap_MF599468.1_00066	Irido_IIV31_HF920637.1_00072		Lymph_LCD4_MN803438.1_00078	Lymph_LDV1_L63545.1_00055																																				Rana_FV3_NC_005946.1_00075	Rana_SGIV_AY521625.1_00126
N27.HOG0000102	OG0000161	n0							Lymph_LCD4_MN803438.1_00011, Lymph_LCD4_MN803438.1_00096	Lymph_LDV1_L63545.1_00087	MCV_ML1_SDDV_MN562489.1_00101	MCV_ML1_SDDV_MT521409.1_00102	MCV_ML1_SDDV_NC_027778.1_00082	MCV_ML1_SDDV_OM037668.1_00036																																	
N27.HOG0000103	OG0000162	n0																																													Rana_SGIV_AY521625.1_00003, Rana_SGIV_AY521625.1_00078, Rana_SGIV_AY521625.1_00079, Rana_SGIV_AY521625.1_00127, Rana_SGIV_AY521625.1_00080, Rana_SGIV_AY521625.1_00081, Rana_SGIV_AY521625.1_00082
N27.HOG0000104	OG0000163	n0																																													Rana_SGIV_AY521625.1_00025, Rana_SGIV_AY521625.1_00026, Rana_SGIV_AY521625.1_00029, Rana_SGIV_AY521625.1_00033, Rana_SGIV_AY521625.1_00027, Rana_SGIV_AY521625.1_00030, Rana_SGIV_AY521625.1_00032
N27.HOG0000105	OG0000164	n0	Chlor_AMIV_KF938901.1_00105, Chlor_AMIV_KF938901.1_00006	Chlor_IIV22_HF920633.1_00031, Chlor_IIV22_HF920633.1_00161			Irido_IIV31_HF920637.1_00069	Irido_IIV6_AF303741.1_00181																																							
N27.HOG0000106	OG0000165	n0	Chlor_AMIV_KF938901.1_00009	Chlor_IIV22_HF920633.1_00034					Lymph_LCD4_MN803438.1_00092	Lymph_LDV1_L63545.1_00048																																				Rana_FV3_NC_005946.1_00029	Rana_SGIV_AY521625.1_00140
N27.HOG0000107	OG0000166	n0	Chlor_AMIV_KF938901.1_00017	Chlor_IIV22_HF920633.1_00171					Lymph_LCD4_MN803438.1_00028	Lymph_LDV1_L63545.1_00066																																				Rana_FV3_NC_005946.1_00026	Rana_SGIV_AY521625.1_00005
N27.HOG0000108	OG0000167	n0	Chlor_AMIV_KF938901.1_00075	Chlor_IIV22_HF920633.1_00039	Daphi_LS484712.1_00113		Irido_IIV31_HF920637.1_00140	Irido_IIV6_AF303741.1_00068, Irido_IIV6_AF303741.1_00067																																							
N27.HOG0000109	OG0000168	n0	Chlor_AMIV_KF938901.1_00101	Chlor_IIV22_HF920633.1_00144		Decap_MF599468.1_00081		Irido_IIV6_AF303741.1_00105																																						Rana_FV3_NC_005946.1_00004	Rana_SGIV_AY521625.1_00014
N27.HOG0000110	OG0000169	n0	Chlor_AMIV_KF938901.1_00102	Chlor_IIV22_HF920633.1_00134	Daphi_LS484712.1_00116	Decap_MF599468.1_00141	Irido_IIV31_HF920637.1_00056	Irido_IIV6_AF303741.1_00056																																							
N27.HOG0000111	OG0000170	n0	Chlor_AMIV_KF938901.1_00103	Chlor_IIV22_HF920633.1_00082	Daphi_LS484712.1_00195	Decap_MF599468.1_00162	Irido_IIV31_HF920637.1_00049	Irido_IIV6_AF303741.1_00087																																							
N27.HOG0000112	OG0000171	n0	Chlor_AMIV_KF938901.1_00117	Chlor_IIV22_HF920633.1_00105	Daphi_LS484712.1_00140	Decap_MF599468.1_00004	Irido_IIV31_HF920637.1_00095	Irido_IIV6_AF303741.1_00076																																							
N27.HOG0000113	OG0000172	n0	Chlor_AMIV_KF938901.1_00121	Chlor_IIV22_HF920633.1_00177	Daphi_LS484712.1_00112	Decap_MF599468.1_00105	Irido_IIV31_HF920637.1_00045	Irido_IIV6_AF303741.1_00096																																							
N27.HOG0000114	OG0000173	n0	Chlor_AMIV_KF938901.1_00128	Chlor_IIV22_HF920633.1_00169	Daphi_LS484712.1_00212	Decap_MF599468.1_00067	Irido_IIV31_HF920637.1_00120	Irido_IIV6_AF303741.1_00091																																							
N27.HOG0000115	OG0000174	n0	Chlor_AMIV_KF938901.1_00150	Chlor_IIV22_HF920633.1_00046	Daphi_LS484712.1_00184	Decap_MF599468.1_00155	Irido_IIV31_HF920637.1_00067	Irido_IIV6_AF303741.1_00179																																							
N27.HOG0000116	OG0000175	n0		Chlor_IIV22_HF920633.1_00030			Irido_IIV31_HF920637.1_00116	Irido_IIV6_AF303741.1_00049, Irido_IIV6_AF303741.1_00078, Irido_IIV6_AF303741.1_00147, Irido_IIV6_AF303741.1_00083																																							
N27.HOG0000117	OG0000176	n0			Daphi_LS484712.1_00089, Daphi_LS484712.1_00090, Daphi_LS484712.1_00225, Daphi_LS484712.1_00268, Daphi_LS484712.1_00269, Daphi_LS484712.1_00270																																										
N27.HOG0000118	OG0000177	n0				Decap_MF599468.1_00089, Decap_MF599468.1_00108			Lymph_LCD4_MN803438.1_00030	Lymph_LDV1_L63545.1_00091																																				Rana_FV3_NC_005946.1_00033	Rana_SGIV_AY521625.1_00011
N27.HOG0000119	OG0000178	n0				Decap_MF599468.1_00098		Irido_IIV6_AF303741.1_00117			MCV_ML1_SDDV_MN562489.1_00114	MCV_ML1_SDDV_MT521409.1_00115	MCV_ML1_SDDV_NC_027778.1_00096	MCV_ML1_SDDV_OM037668.1_00023																																	
N27.HOG0000120	OG0000179	n0					Irido_IIV31_HF920637.1_00013	Irido_IIV6_AF303741.1_00009			MCV_ML1_SDDV_MN562489.1_00115	MCV_ML1_SDDV_MT521409.1_00116	MCV_ML1_SDDV_NC_027778.1_00097	MCV_ML1_SDDV_OM037668.1_00022																																	
N27.HOG0000121	OG0000180	n0							Lymph_LCD4_MN803438.1_00047, Lymph_LCD4_MN803438.1_00067, Lymph_LCD4_MN803438.1_00038	Lymph_LDV1_L63545.1_00008, Lymph_LDV1_L63545.1_00057, Lymph_LDV1_L63545.1_00059																																					
N27.HOG0000122	OG0000184	n0	Chlor_AMIV_KF938901.1_00008	Chlor_IIV22_HF920633.1_00029	Daphi_LS484712.1_00120		Irido_IIV31_HF920637.1_00009	Irido_IIV6_AF303741.1_00184																																							
N27.HOG0000123	OG0000185	n0	Chlor_AMIV_KF938901.1_00010	Chlor_IIV22_HF920633.1_00035	Daphi_LS484712.1_00163		Irido_IIV31_HF920637.1_00035	Irido_IIV6_AF303741.1_00177																																							
N27.HOG0000124	OG0000186	n0	Chlor_AMIV_KF938901.1_00014	Chlor_IIV22_HF920633.1_00165		Decap_MF599468.1_00037	Irido_IIV31_HF920637.1_00212	Irido_IIV6_AF303741.1_00017																																							
N27.HOG0000125	OG0000187	n0	Chlor_AMIV_KF938901.1_00063	Chlor_IIV22_HF920633.1_00131	Daphi_LS484712.1_00196		Irido_IIV31_HF920637.1_00019	Irido_IIV6_AF303741.1_00122																																							
N27.HOG0000126	OG0000188	n0	Chlor_AMIV_KF938901.1_00070	Chlor_IIV22_HF920633.1_00056		Decap_MF599468.1_00172	Irido_IIV31_HF920637.1_00160	Irido_IIV6_AF303741.1_00148																																							
N27.HOG0000127	OG0000189	n0	Chlor_AMIV_KF938901.1_00073	Chlor_IIV22_HF920633.1_00032		Decap_MF599468.1_00052, Decap_MF599468.1_00061		Irido_IIV6_AF303741.1_00104																																							
N27.HOG0000128	OG0000190	n0	Chlor_AMIV_KF938901.1_00077	Chlor_IIV22_HF920633.1_00050	Daphi_LS484712.1_00060		Irido_IIV31_HF920637.1_00070	Irido_IIV6_AF303741.1_00151																																							
N27.HOG0000129	OG0000191	n0	Chlor_AMIV_KF938901.1_00079	Chlor_IIV22_HF920633.1_00098		Decap_MF599468.1_00065	Irido_IIV31_HF920637.1_00194	Irido_IIV6_AF303741.1_00161																																							
N27.HOG0000130	OG0000192	n0	Chlor_AMIV_KF938901.1_00099	Chlor_IIV22_HF920633.1_00020, Chlor_IIV22_HF920633.1_00021			Irido_IIV31_HF920637.1_00048	Irido_IIV6_AF303741.1_00086																																							
N27.HOG0000131	OG0000193	n0	Chlor_AMIV_KF938901.1_00100	Chlor_IIV22_HF920633.1_00103		Decap_MF599468.1_00025	Irido_IIV31_HF920637.1_00047	Irido_IIV6_AF303741.1_00085																																							
N27.HOG0000132	OG0000194	n0	Chlor_AMIV_KF938901.1_00113	Chlor_IIV22_HF920633.1_00121	Daphi_LS484712.1_00106		Irido_IIV31_HF920637.1_00149	Irido_IIV6_AF303741.1_00193																																							
N27.HOG0000133	OG0000195	n0	Chlor_AMIV_KF938901.1_00116	Chlor_IIV22_HF920633.1_00128		Decap_MF599468.1_00129	Irido_IIV31_HF920637.1_00020	Irido_IIV6_AF303741.1_00003																																							
N27.HOG0000134	OG0000196	n0	Chlor_AMIV_KF938901.1_00133	Chlor_IIV22_HF920633.1_00110		Decap_MF599468.1_00022	Irido_IIV31_HF920637.1_00139	Irido_IIV6_AF303741.1_00004																																							
N27.HOG0000135	OG0000197	n0	Chlor_AMIV_KF938901.1_00134	Chlor_IIV22_HF920633.1_00120		Decap_MF599468.1_00015	Irido_IIV31_HF920637.1_00193	Irido_IIV6_AF303741.1_00136																																							
N27.HOG0000136	OG0000198	n0	Chlor_AMIV_KF938901.1_00137	Chlor_IIV22_HF920633.1_00139			Irido_IIV31_HF920637.1_00024		Lymph_LCD4_MN803438.1_00045	Lymph_LDV1_L63545.1_00105																																					
N27.HOG0000137	OG0000199	n0	Chlor_AMIV_KF938901.1_00139	Chlor_IIV22_HF920633.1_00146	Daphi_LS484712.1_00224		Irido_IIV31_HF920637.1_00043	Irido_IIV6_AF303741.1_00146																																							
N27.HOG0000138	OG0000200	n0	Chlor_AMIV_KF938901.1_00141	Chlor_IIV22_HF920633.1_00149		Decap_MF599468.1_00079	Irido_IIV31_HF920637.1_00100	Irido_IIV6_AF303741.1_00015																																							
N27.HOG0000139	OG0000201	n0	Chlor_AMIV_KF938901.1_00146	Chlor_IIV22_HF920633.1_00123		Decap_MF599468.1_00044	Irido_IIV31_HF920637.1_00192	Irido_IIV6_AF303741.1_00150																																							
N27.HOG0000140	OG0000202	n0	Chlor_AMIV_KF938901.1_00148	Chlor_IIV22_HF920633.1_00125		Decap_MF599468.1_00125	Irido_IIV31_HF920637.1_00005	Irido_IIV6_AF303741.1_00197																																							
N27.HOG0000141	OG0000203	n0	Chlor_AMIV_KF938901.1_00152	Chlor_IIV22_HF920633.1_00022		Decap_MF599468.1_00043	Irido_IIV31_HF920637.1_00085	Irido_IIV6_AF303741.1_00112																																							
N27.HOG0000142	OG0000204	n0			Daphi_LS484712.1_00024						MCV_ML1_SDDV_MN562489.1_00120	MCV_ML1_SDDV_MT521409.1_00121	MCV_ML1_SDDV_NC_027778.1_00102	MCV_ML1_SDDV_OM037668.1_00017																																	
N27.HOG0000143	OG0000205	n0				Decap_MF599468.1_00006			Lymph_LCD4_MN803438.1_00044	Lymph_LDV1_L63545.1_00106																																				Rana_FV3_NC_005946.1_00062	Rana_SGIV_AY521625.1_00066
N27.HOG0000144	OG0000206	n0				Decap_MF599468.1_00016	Irido_IIV31_HF920637.1_00133, Irido_IIV31_HF920637.1_00142, Irido_IIV31_HF920637.1_00136	Irido_IIV6_AF303741.1_00174																																							
N27.HOG0000145	OG0000207	n0					Irido_IIV31_HF920637.1_00122, Irido_IIV31_HF920637.1_00062	Irido_IIV6_AF303741.1_00141, Irido_IIV6_AF303741.1_00142, Irido_IIV6_AF303741.1_00001																																							
N27.HOG0000146	OG0000208	n0							Lymph_LCD4_MN803438.1_00130		MCV_ML1_SDDV_MN562489.1_00048	MCV_ML1_SDDV_MT521409.1_00049	MCV_ML1_SDDV_NC_027778.1_00028	MCV_ML1_SDDV_OM037668.1_00088																																	
