Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"PREDICTED: Cynoglossus semilaevis protein O-glucosyltransferase 2 (poglut2), transcript variant X5, mRNA",Cynoglossus semilaevis,52.8,52.8,10%,0.014,29.47,1405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_025064145.1?report=genbank&log$=nucltop&blast_rank=89&RID=6EEVS91S016"",""XM_025064145.1"")"
"Invertebrate iridescent virus 3, complete genome",Invertebrate iridescent virus 3,53.5,53.5,27%,0.015,20.74,191100,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NC_008187.1?report=genbank&log$=nucltop&blast_rank=90&RID=6EEVS91S016"",""NC_008187.1"")"
"Bivalve iridovirus 1 isolate BiIV1/exCerastodermaEdule/WashEstuary, complete genome",Bivalve iridovirus 1,53.1,53.1,18%,0.020,23.95,179695,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/PQ846775.1?report=genbank&log$=nucltop&blast_rank=91&RID=6EEVS91S016"",""PQ846775.1"")"
"Lymphocystis disease virus Sa isolate SA9, complete genome",Lymphocystis disease virus Sa,53.1,53.1,31%,0.023,22.42,208501,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NC_033423.1?report=genbank&log$=nucltop&blast_rank=92&RID=6EEVS91S016"",""NC_033423.1"")"
"PREDICTED: Pempheris klunzingeri protein O-glucosyltransferase 2 (poglut2), mRNA",Pempheris klunzingeri,52.0,52.0,17%,0.033,23.46,1784,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_070838057.1?report=genbank&log$=nucltop&blast_rank=93&RID=6EEVS91S016"",""XM_070838057.1"")"
"PREDICTED: Takifugu flavidus protein O-glucosyltransferase 2 (poglut2), mRNA",Takifugu flavidus,51.6,51.6,25%,0.049,22.89,2116,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_057042964.1?report=genbank&log$=nucltop&blast_rank=94&RID=6EEVS91S016"",""XM_057042964.1"")"



		


