Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Epizootic haematopoietic necrosis virus isolate V080, complete genome",Epizootic haematopoietic necrosis virus,1840,1840,100%,0.0,93.81,125627,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510734.1?report=genbank&log$=nucltop&blast_rank=94&RID=6EEWYW8Z016"",""MT510734.1"")"
"Epizootic haematopoietic necrosis virus isolate V121, complete genome",Epizootic haematopoietic necrosis virus,1840,1840,100%,0.0,93.81,125923,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510729.1?report=genbank&log$=nucltop&blast_rank=95&RID=6EEWYW8Z016"",""MT510729.1"")"
"Epizootic haematopoietic necrosis virus isolate V111, complete genome",Epizootic haematopoietic necrosis virus,1840,1840,100%,0.0,93.81,125883,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510731.1?report=genbank&log$=nucltop&blast_rank=96&RID=6EEWYW8Z016"",""MT510731.1"")"
"Epizootic haematopoietic necrosis virus isolate V071, complete genome",Epizootic haematopoietic necrosis virus,1840,1840,100%,0.0,93.81,125803,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510738.1?report=genbank&log$=nucltop&blast_rank=97&RID=6EEWYW8Z016"",""MT510738.1"")"
"European sheatfish virus, complete genome",European catfish virus,1839,1839,100%,0.0,93.71,127732,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NC_017940.1?report=genbank&log$=nucltop&blast_rank=98&RID=6EEWYW8Z016"",""NC_017940.1"")"
"European catfish virus strain 14612/2012, complete genome",European catfish virus,1838,1838,100%,0.0,93.61,127549,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT989885.1?report=genbank&log$=nucltop&blast_rank=99&RID=6EEWYW8Z016"",""KT989885.1"")"
"Epizootic haematopoietic necrosis virus isolate V017, complete genome",Epizootic haematopoietic necrosis virus,1838,1838,100%,0.0,93.71,125588,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510732.1?report=genbank&log$=nucltop&blast_rank=100&RID=6EEWYW8Z016"",""MT510732.1"")"



		


