Orthogroup	AF303741	AF371960	AY521625	AY532606	AY779031	AY894343	BD143114	GQ273492	HF920633	HF920637	KC244182	KF938901	KT804738	KX643370	LS484712	MF599468	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MN562489	MN803438	MT521409	MT798582	MT926123	MT986830	MW139932	NC_005946	NC_027778	OK042108	OK042109	OL310752	OL774653	OL774654	OL774655	OM037668	ON075463	ON740976	ON743042	OP009387	OQ475017
OG0000038		AF371960_00020		AY532606_00019	AY779031_00020	AY894343_00020	BD143114_00055	GQ273492_00020			KC244182_00019		KT804738_00020				MG570131_00021	MG570132_00021	MK098185_00020	MK098186_00020	MK098187_00020	MK689685_00020	MK689686_00019	MN432490_00020	MN562489_00092		MT521409_00093	MT798582_00007	MT926123_00020	MT986830_00020	MW139932_00020		NC_027778_00073	OK042108_00057	OK042109_00056	OL310752_00006	OL774653_00037	OL774654_00020	OL774655_00020	OM037668_00045	ON075463_00019	ON740976_00019	ON743042_00020	OP009387_00020	OQ475017_00020
OG0000039		AF371960_00022		AY532606_00021	AY779031_00024	AY894343_00022	BD143114_00052	GQ273492_00023			KC244182_00023		KT804738_00022				MG570131_00024	MG570132_00024	MK098185_00023	MK098186_00023	MK098187_00023	MK689685_00022	MK689686_00022	MN432490_00024	MN562489_00097		MT521409_00098	MT798582_00003	MT926123_00023	MT986830_00023	MW139932_00024		NC_027778_00078	OK042108_00054	OK042109_00053	OL310752_00003	OL774653_00040	OL774654_00023	OL774655_00023	OM037668_00040	ON075463_00022	ON740976_00022	ON743042_00023	OP009387_00024	OQ475017_00023
OG0000040		AF371960_00023		AY532606_00022	AY779031_00025	AY894343_00023	BD143114_00051	GQ273492_00024			KC244182_00024		KT804738_00023				MG570131_00025	MG570132_00025	MK098185_00024	MK098186_00024	MK098187_00024	MK689685_00023	MK689686_00023	MN432490_00025	MN562489_00089		MT521409_00090	MT798582_00002	MT926123_00024	MT986830_00024	MW139932_00025		NC_027778_00070	OK042108_00053	OK042109_00052	OL310752_00002	OL774653_00041	OL774654_00024	OL774655_00024	OM037668_00048	ON075463_00023	ON740976_00023	ON743042_00024	OP009387_00025	OQ475017_00024
OG0000041		AF371960_00033		AY532606_00032	AY779031_00036	AY894343_00031	BD143114_00043	GQ273492_00032			KC244182_00031		KT804738_00031				MG570131_00033	MG570132_00033	MK098185_00035	MK098186_00032	MK098187_00035	MK689685_00031	MK689686_00031	MN432490_00034	MN562489_00134		MT521409_00135	MT798582_00074	MT926123_00034	MT986830_00035	MW139932_00035		NC_027778_00117	OK042108_00045	OK042109_00045	OL310752_00115	OL774653_00053	OL774654_00033	OL774655_00036	OM037668_00003	ON075463_00031	ON740976_00032	ON743042_00033	OP009387_00032	OQ475017_00032
OG0000042		AF371960_00037		AY532606_00036	AY779031_00040	AY894343_00035	BD143114_00039	GQ273492_00036			KC244182_00035		KT804738_00035				MG570131_00037	MG570132_00037	MK098185_00039	MK098186_00036	MK098187_00039	MK689685_00035	MK689686_00035	MN432490_00038	MN562489_00013		MT521409_00013	MT798582_00070	MT926123_00038	MT986830_00039	MW139932_00039		NC_027778_00134	OK042108_00041	OK042109_00041	OL310752_00082	OL774653_00057	OL774654_00037	OL774655_00040	OM037668_00122	ON075463_00035	ON740976_00036	ON743042_00037	OP009387_00036	OQ475017_00036
OG0000043		AF371960_00049		AY532606_00049	AY779031_00053	AY894343_00048	BD143114_00027	GQ273492_00048			KC244182_00048		KT804738_00047				MG570131_00049	MG570132_00049	MK098185_00051	MK098186_00048	MK098187_00051	MK689685_00047	MK689686_00048	MN432490_00050	MN562489_00030		MT521409_00031	MT798582_00057	MT926123_00050	MT986830_00051	MW139932_00051		NC_027778_00010	OK042108_00028	OK042109_00028	OL310752_00088	OL774653_00069	OL774654_00049	OL774655_00052	OM037668_00106	ON075463_00047	ON740976_00049	ON743042_00051	OP009387_00049	OQ475017_00048
OG0000044		AF371960_00050		AY532606_00050	AY779031_00054	AY894343_00049	BD143114_00026	GQ273492_00049			KC244182_00049		KT804738_00048				MG570131_00050	MG570132_00050	MK098185_00052	MK098186_00049	MK098187_00052	MK689685_00048	MK689686_00049	MN432490_00051	MN562489_00031		MT521409_00032	MT798582_00056	MT926123_00051	MT986830_00052	MW139932_00052		NC_027778_00011	OK042108_00027	OK042109_00027	OL310752_00089	OL774653_00070	OL774654_00050	OL774655_00053	OM037668_00105	ON075463_00048	ON740976_00050	ON743042_00052	OP009387_00050	OQ475017_00049
OG0000045		AF371960_00055		AY532606_00055	AY779031_00059	AY894343_00054	BD143114_00021	GQ273492_00054			KC244182_00054		KT804738_00053				MG570131_00055	MG570132_00055	MK098185_00056	MK098186_00053	MK098187_00056	MK689685_00052	MK689686_00054	MN432490_00056	MN562489_00036		MT521409_00037	MT798582_00051	MT926123_00056	MT986830_00057	MW139932_00057		NC_027778_00016	OK042108_00022	OK042109_00022	OL310752_00094	OL774653_00074	OL774654_00055	OL774655_00058	OM037668_00100	ON075463_00053	ON740976_00055	ON743042_00057	OP009387_00055	OQ475017_00054
OG0000046		AF371960_00056		AY532606_00056	AY779031_00060	AY894343_00055	BD143114_00020	GQ273492_00055			KC244182_00055		KT804738_00054				MG570131_00056	MG570132_00056	MK098185_00057	MK098186_00054	MK098187_00057	MK689685_00053	MK689686_00055	MN432490_00057	MN562489_00037		MT521409_00038	MT798582_00050	MT926123_00057	MT986830_00058	MW139932_00058		NC_027778_00017	OK042108_00021	OK042109_00021	OL310752_00095	OL774653_00075	OL774654_00056	OL774655_00059	OM037668_00099	ON075463_00054	ON740976_00056	ON743042_00058	OP009387_00056	OQ475017_00055
OG0000047		AF371960_00058		AY532606_00058	AY779031_00062	AY894343_00057	BD143114_00018	GQ273492_00057			KC244182_00057					MF599468_00013	MG570131_00058	MG570132_00058	MK098185_00059	MK098186_00056	MK098187_00059	MK689685_00055	MK689686_00057	MN432490_00059	MN562489_00039		MT521409_00040	MT798582_00048	MT926123_00059	MT986830_00060	MW139932_00060		NC_027778_00019	OK042108_00019	OK042109_00019	OL310752_00022	OL774653_00077	OL774654_00058	OL774655_00061	OM037668_00097	ON075463_00056	ON740976_00058	ON743042_00060	OP009387_00058	OQ475017_00057
OG0000048		AF371960_00060		AY532606_00059	AY779031_00063	AY894343_00058	BD143114_00017	GQ273492_00059			KC244182_00058		KT804738_00056				MG570131_00059	MG570132_00059	MK098185_00060	MK098186_00057	MK098187_00060	MK689685_00057	MK689686_00058	MN432490_00060	MN562489_00051		MT521409_00052	MT798582_00047	MT926123_00061	MT986830_00061	MW139932_00061		NC_027778_00031	OK042108_00018	OK042109_00017	OL310752_00023	OL774653_00078	OL774654_00059	OL774655_00062	OM037668_00085	ON075463_00057	ON740976_00059	ON743042_00061	OP009387_00060	OQ475017_00058
OG0000049		AF371960_00061		AY532606_00061	AY779031_00065	AY894343_00059	BD143114_00016	GQ273492_00060			KC244182_00060		KT804738_00057				MG570131_00060	MG570132_00060	MK098185_00061	MK098186_00058	MK098187_00061	MK689685_00058	MK689686_00059	MN432490_00061	MN562489_00040		MT521409_00041	MT798582_00046	MT926123_00062	MT986830_00062	MW139932_00062		NC_027778_00020	OK042108_00016	OK042109_00016	OL310752_00024	OL774653_00079	OL774654_00060	OL774655_00063	OM037668_00096	ON075463_00058	ON740976_00060	ON743042_00062	OP009387_00061	OQ475017_00059
OG0000050		AF371960_00080		AY532606_00080	AY779031_00086	AY894343_00078	BD143114_00122	GQ273492_00075			KC244182_00078		KT804738_00074				MG570131_00075	MG570132_00075	MK098185_00078	MK098186_00075	MK098187_00078	MK689685_00077	MK689686_00076	MN432490_00080	MN562489_00117		MT521409_00118	MT798582_00086	MT926123_00081	MT986830_00082	MW139932_00079		NC_027778_00099	OK042108_00121	OK042109_00122	OL310752_00121	OL774653_00096	OL774654_00077	OL774655_00080	OM037668_00020	ON075463_00075	ON740976_00077	ON743042_00079	OP009387_00079	OQ475017_00075
OG0000051		AF371960_00083		AY532606_00084	AY779031_00090	AY894343_00082	BD143114_00118	GQ273492_00079			KC244182_00082		KT804738_00078				MG570131_00079	MG570132_00079	MK098185_00082	MK098186_00079	MK098187_00082	MK689685_00080	MK689686_00080	MN432490_00084	MN562489_00119		MT521409_00120	MT798582_00124	MT926123_00084	MT986830_00086	MW139932_00083		NC_027778_00101	OK042108_00117	OK042109_00118	OL310752_00123	OL774653_00100	OL774654_00081	OL774655_00083	OM037668_00018	ON075463_00079	ON740976_00081	ON743042_00083	OP009387_00083	OQ475017_00079
OG0000052		AF371960_00084		AY532606_00085	AY779031_00091	AY894343_00083	BD143114_00117	GQ273492_00080			KC244182_00083		KT804738_00079				MG570131_00080	MG570132_00080	MK098185_00083	MK098186_00080	MK098187_00083	MK689685_00081	MK689686_00081	MN432490_00085	MN562489_00005		MT521409_00005	MT798582_00123	MT926123_00085	MT986830_00087	MW139932_00084		NC_027778_00126	OK042108_00116	OK042109_00117	OL310752_00049	OL774653_00101	OL774654_00082	OL774655_00084	OM037668_00130	ON075463_00080	ON740976_00082	ON743042_00084	OP009387_00084	OQ475017_00080
OG0000053		AF371960_00095		AY532606_00097	AY779031_00102	AY894343_00095	BD143114_00105	GQ273492_00091			KC244182_00094		KT804738_00091				MG570131_00091	MG570132_00091	MK098185_00094	MK098186_00091	MK098187_00094	MK689685_00093	MK689686_00092	MN432490_00096	MN562489_00055		MT521409_00056	MT798582_00112	MT926123_00095	MT986830_00099	MW139932_00095		NC_027778_00035	OK042108_00105	OK042109_00106	OL310752_00037	OL774653_00113	OL774654_00093	OL774655_00095	OM037668_00081	ON075463_00091	ON740976_00093	ON743042_00095	OP009387_00094	OQ475017_00092
OG0000054		AF371960_00097		AY532606_00100	AY779031_00104	AY894343_00097	BD143114_00103	GQ273492_00093			KC244182_00096		KT804738_00093				MG570131_00093	MG570132_00093	MK098185_00096	MK098186_00093	MK098187_00096	MK689685_00095	MK689686_00094	MN432490_00098	MN562489_00105		MT521409_00106	MT798582_00110	MT926123_00097	MT986830_00101	MW139932_00097		NC_027778_00086	OK042108_00103	OK042109_00104	OL310752_00035	OL774653_00115	OL774654_00095	OL774655_00097	OM037668_00032	ON075463_00093	ON740976_00095	ON743042_00097	OP009387_00096	OQ475017_00094
OG0000055		AF371960_00100		AY532606_00103	AY779031_00107	AY894343_00100	BD143114_00100	GQ273492_00096			KC244182_00099		KT804738_00096				MG570131_00096	MG570132_00096	MK098185_00099	MK098186_00096	MK098187_00099	MK689685_00098	MK689686_00097	MN432490_00101	MN562489_00104		MT521409_00105	MT798582_00107	MT926123_00100	MT986830_00104	MW139932_00100		NC_027778_00085	OK042108_00100	OK042109_00101	OL310752_00112	OL774653_00118	OL774654_00098	OL774655_00100	OM037668_00033	ON075463_00096	ON740976_00098	ON743042_00100	OP009387_00099	OQ475017_00097
OG0000056		AF371960_00111		AY532606_00115	AY779031_00120	AY894343_00112	BD143114_00088	GQ273492_00107			KC244182_00111		KT804738_00108				MG570131_00107	MG570132_00107	MK098185_00111	MK098186_00108	MK098187_00111	MK689685_00109	MK689686_00109	MN432490_00112	MN562489_00061		MT521409_00062	MT798582_00038	MT926123_00111	MT986830_00115	MW139932_00112		NC_027778_00041	OK042108_00088	OK042109_00089	OL310752_00061	OL774653_00005	OL774654_00110	OL774655_00112	OM037668_00075	ON075463_00108	ON740976_00110	ON743042_00112	OP009387_00111	OQ475017_00109
OG0000057		AF371960_00115		AY532606_00122	AY779031_00125	AY894343_00117	BD143114_00083	GQ273492_00112			KC244182_00116		KT804738_00113				MG570131_00112	MG570132_00112	MK098185_00116	MK098186_00113	MK098187_00116	MK689685_00113	MK689686_00114	MN432490_00116	MN562489_00057		MT521409_00058	MT798582_00034	MT926123_00115	MT986830_00119	MW139932_00117		NC_027778_00037	OK042108_00083	OK042109_00084	OL310752_00119	OL774653_00010	OL774654_00115	OL774655_00117	OM037668_00079	ON075463_00113	ON740976_00115	ON743042_00117	OP009387_00115	OQ475017_00114
OG0000058		AF371960_00117		AY532606_00124	AY779031_00127	AY894343_00119	BD143114_00081	GQ273492_00114			KC244182_00118		KT804738_00115				MG570131_00114	MG570132_00114	MK098185_00118	MK098186_00115	MK098187_00118	MK689685_00115	MK689686_00116	MN432490_00118	MN562489_00001		MT521409_00001	MT798582_00032	MT926123_00117	MT986830_00121	MW139932_00119		NC_027778_00121	OK042108_00081	OK042109_00082	OL310752_00067	OL774653_00012	OL774654_00117	OL774655_00119	OM037668_00134	ON075463_00115	ON740976_00117	ON743042_00119	OP009387_00117	OQ475017_00116
OG0000059		AF371960_00002			AY779031_00002	AY894343_00002	BD143114_00072	GQ273492_00002			KC244182_00002		KT804738_00002				MG570131_00002	MG570132_00002	MK098185_00002	MK098186_00002	MK098187_00002	MK689685_00002	MK689686_00002	MN432490_00002	MN562489_00106		MT521409_00107	MT798582_00024	MT926123_00002	MT986830_00002	MW139932_00002		NC_027778_00087	OK042108_00073	OK042109_00074	OL310752_00075	OL774653_00020	OL774654_00002	OL774655_00002	OM037668_00031	ON075463_00002	ON740976_00002	ON743042_00002	OP009387_00002	OQ475017_00002
OG0000060		AF371960_00010		AY532606_00009	AY779031_00010	AY894343_00010	BD143114_00065				KC244182_00010		KT804738_00010				MG570131_00011	MG570132_00011	MK098185_00010	MK098186_00010	MK098187_00010	MK689685_00010	MK689686_00010	MN432490_00010	MN562489_00083		MT521409_00084	MT798582_00016	MT926123_00010	MT986830_00010	MW139932_00010		NC_027778_00064	OK042108_00066	OK042109_00066	OL310752_00016	OL774653_00028	OL774654_00010	OL774655_00010	OM037668_00054	ON075463_00010	ON740976_00010	ON743042_00010	OP009387_00010	OQ475017_00010
OG0000061		AF371960_00018		AY532606_00017		AY894343_00018	BD143114_00057	GQ273492_00018			KC244182_00017		KT804738_00018				MG570131_00019	MG570132_00019	MK098185_00018	MK098186_00018	MK098187_00018	MK689685_00018	MK689686_00017	MN432490_00018	MN562489_00090		MT521409_00091	MT798582_00009	MT926123_00018	MT986830_00018	MW139932_00018		NC_027778_00071	OK042108_00059	OK042109_00058	OL310752_00008	OL774653_00035	OL774654_00018	OL774655_00018	OM037668_00047	ON075463_00017	ON740976_00017	ON743042_00018	OP009387_00018	OQ475017_00018
OG0000062		AF371960_00093		AY532606_00094	AY779031_00099	AY894343_00091	BD143114_00108	GQ273492_00088			KC244182_00091		KT804738_00087				MG570131_00088	MG570132_00088	MK098185_00091	MK098186_00088	MK098187_00091	MK689685_00090	MK689686_00089	MN432490_00093	MN562489_00053		MT521409_00054	MT798582_00115		MT986830_00095	MW139932_00092		NC_027778_00033	OK042108_00108	OK042109_00109	OL310752_00041	OL774653_00109	OL774654_00090	OL774655_00092	OM037668_00083	ON075463_00088	ON740976_00090	ON743042_00092	OP009387_00092	OQ475017_00088
OG0000063		AF371960_00073		AY532606_00075	AY779031_00074, AY779031_00075, AY779031_00080	AY894343_00072	BD143114_00004	GQ273492_00070			KC244182_00072		KT804738_00069				MG570131_00070	MG570132_00070	MK098185_00073	MK098186_00070	MK098187_00073	MK689685_00070	MK689686_00071	MN432490_00073				MT798582_00091	MT926123_00074	MT986830_00075	MW139932_00074			OK042108_00004	OK042109_00005	OL310752_00081	OL774653_00091	OL774654_00072	OL774655_00075		ON075463_00070	ON740976_00072	ON743042_00074	OP009387_00072	OQ475017_00070
OG0000064		AF371960_00017		AY532606_00016	AY779031_00018, AY779031_00123	AY894343_00017	BD143114_00058	GQ273492_00017			KC244182_00016		KT804738_00017				MG570131_00018	MG570132_00018	MK098185_00017	MK098186_00017	MK098187_00017	MK689685_00017	MK689686_00016	MN432490_00017				MT798582_00010	MT926123_00017	MT986830_00017	MW139932_00017			OK042108_00060	OK042109_00059	OL310752_00010	OL774653_00034	OL774654_00017	OL774655_00017		ON075463_00016	ON740976_00016	ON743042_00017	OP009387_00017	OQ475017_00017
OG0000065		AF371960_00039		AY532606_00038	AY779031_00042	AY894343_00037	BD143114_00037	GQ273492_00038			KC244182_00037		KT804738_00037				MG570131_00039	MG570132_00039	MK098185_00041	MK098186_00038	MK098187_00041	MK689685_00037	MK689686_00037	MN432490_00040				MT798582_00068	MT926123_00040	MT986830_00041	MW139932_00041			OK042108_00039	OK042109_00039	OL310752_00058	OL774653_00059	OL774654_00039	OL774655_00042		ON075463_00037	ON740976_00038	ON743042_00039, ON743042_00040	OP009387_00038	OQ475017_00038
OG0000066		AF371960_00043		AY532606_00043	AY779031_00046, AY779031_00047	AY894343_00041	BD143114_00033	GQ273492_00042			KC244182_00041		KT804738_00041				MG570131_00043	MG570132_00043	MK098185_00045	MK098186_00042	MK098187_00045	MK689685_00041	MK689686_00041	MN432490_00044				MT798582_00064	MT926123_00044	MT986830_00044	MW139932_00045			OK042108_00035	OK042109_00035	OL310752_00054	OL774653_00063	OL774654_00043	OL774655_00046		ON075463_00041	ON740976_00042	ON743042_00044	OP009387_00042	OQ475017_00042
OG0000067		AF371960_00047		AY532606_00046	AY779031_00051	AY894343_00045	BD143114_00029	GQ273492_00046			KC244182_00045		KT804738_00045				MG570131_00047	MG570132_00047	MK098185_00049	MK098186_00046	MK098187_00049	MK689685_00045	MK689686_00045	MN432490_00048				MT798582_00060	MT926123_00048	MT986830_00048	MW139932_00049			OK042108_00031	OK042109_00031	OL310752_00050, OL310752_00086	OL774653_00067	OL774654_00047	OL774655_00050		ON075463_00045	ON740976_00046	ON743042_00048	OP009387_00046	OQ475017_00046
OG0000068		AF371960_00068		AY532606_00069	AY779031_00072	AY894343_00067	BD143114_00009	GQ273492_00066			KC244182_00066		KT804738_00064		LS484712_00002		MG570131_00066	MG570132_00066	MK098185_00068	MK098186_00065	MK098187_00068	MK689685_00065	MK689686_00066	MN432490_00067				MT798582_00096	MT926123_00069	MT986830_00069	MW139932_00069			OK042108_00009	OK042109_00010	OL310752_00031	OL774653_00086	OL774654_00067	OL774655_00070		ON075463_00065	ON740976_00067	ON743042_00069	OP009387_00067	OQ475017_00065
OG0000069		AF371960_00099		AY532606_00102	AY779031_00106	AY894343_00099	BD143114_00101	GQ273492_00095			KC244182_00098		KT804738_00095			MF599468_00131	MG570131_00095	MG570132_00095	MK098185_00098	MK098186_00095	MK098187_00098	MK689685_00097	MK689686_00096	MN432490_00100				MT798582_00108	MT926123_00099	MT986830_00103	MW139932_00099			OK042108_00101	OK042109_00102	OL310752_00033	OL774653_00117	OL774654_00097	OL774655_00099		ON075463_00095	ON740976_00097	ON743042_00099	OP009387_00098	OQ475017_00096
OG0000070		AF371960_00101		AY532606_00104	AY779031_00110, AY779031_00111	AY894343_00101	BD143114_00099	GQ273492_00097			KC244182_00100		KT804738_00097				MG570131_00097	MG570132_00097	MK098185_00100	MK098186_00097	MK098187_00100	MK689685_00099	MK689686_00098	MN432490_00102				MT798582_00106	MT926123_00101	MT986830_00105	MW139932_00101			OK042108_00099	OK042109_00100	OL310752_00111	OL774653_00119	OL774654_00099	OL774655_00101		ON075463_00097	ON740976_00099	ON743042_00101	OP009387_00100	OQ475017_00098
OG0000071		AF371960_00114		AY532606_00121	AY779031_00124	AY894343_00116	BD143114_00084	GQ273492_00111			KC244182_00115		KT804738_00112				MG570131_00111	MG570132_00111	MK098185_00115	MK098186_00112	MK098187_00115	MK689685_00112	MK689686_00113	MN432490_00115				MT798582_00035	MT926123_00114	MT986830_00118	MW139932_00116			OK042108_00084	OK042109_00085	OL310752_00117, OL310752_00118	OL774653_00009	OL774654_00114	OL774655_00116		ON075463_00112	ON740976_00114	ON743042_00116	OP009387_00114	OQ475017_00113
OG0000072		AF371960_00009		AY532606_00008	AY779031_00009	AY894343_00009	BD143114_00066	GQ273492_00009			KC244182_00009		KT804738_00009				MG570131_00010	MG570132_00010	MK098185_00009	MK098186_00009	MK098187_00009	MK689685_00009	MK689686_00009	MN432490_00009				MT798582_00017	MT926123_00009	MT986830_00009	MW139932_00009			OK042108_00067	OK042109_00067	OL310752_00017	OL774653_00027	OL774654_00009	OL774655_00009		ON075463_00009	ON740976_00009	ON743042_00009	OP009387_00009	OQ475017_00009
OG0000073		AF371960_00012		AY532606_00011	AY779031_00012	AY894343_00011	BD143114_00063	GQ273492_00012			KC244182_00011		KT804738_00011				MG570131_00013	MG570132_00013	MK098185_00012	MK098186_00012	MK098187_00012	MK689685_00012	MK689686_00011	MN432490_00012				MT798582_00015	MT926123_00012	MT986830_00012	MW139932_00012			OK042108_00065	OK042109_00064	OL310752_00015	OL774653_00029	OL774654_00012	OL774655_00012		ON075463_00011	ON740976_00011	ON743042_00012	OP009387_00012	OQ475017_00012
OG0000074		AF371960_00016		AY532606_00015	AY779031_00017	AY894343_00016	BD143114_00059	GQ273492_00016			KC244182_00015		KT804738_00016				MG570131_00017	MG570132_00017	MK098185_00016	MK098186_00016	MK098187_00016	MK689685_00016	MK689686_00015	MN432490_00016				MT798582_00011	MT926123_00016	MT986830_00016	MW139932_00016			OK042108_00061	OK042109_00060	OL310752_00011	OL774653_00033	OL774654_00016	OL774655_00016		ON075463_00015	ON740976_00015	ON743042_00016	OP009387_00016	OQ475017_00016
OG0000075		AF371960_00035		AY532606_00034	AY779031_00038	AY894343_00033	BD143114_00041	GQ273492_00034			KC244182_00033		KT804738_00033				MG570131_00035	MG570132_00035	MK098185_00037	MK098186_00034	MK098187_00037	MK689685_00033	MK689686_00033	MN432490_00036				MT798582_00072	MT926123_00036	MT986830_00037	MW139932_00037			OK042108_00043	OK042109_00043	OL310752_00084	OL774653_00055	OL774654_00035	OL774655_00038		ON075463_00033	ON740976_00034	ON743042_00035	OP009387_00034	OQ475017_00034
OG0000076		AF371960_00038		AY532606_00037	AY779031_00041	AY894343_00036	BD143114_00038	GQ273492_00037			KC244182_00036		KT804738_00036				MG570131_00038	MG570132_00038	MK098185_00040	MK098186_00037	MK098187_00040	MK689685_00036	MK689686_00036	MN432490_00039				MT798582_00069	MT926123_00039	MT986830_00040	MW139932_00040			OK042108_00040	OK042109_00040	OL310752_00059	OL774653_00058	OL774654_00038	OL774655_00041		ON075463_00036	ON740976_00037	ON743042_00038	OP009387_00037	OQ475017_00037
OG0000077		AF371960_00041		AY532606_00040	AY779031_00044	AY894343_00039	BD143114_00035	GQ273492_00040			KC244182_00039		KT804738_00039				MG570131_00041	MG570132_00041	MK098185_00043	MK098186_00040	MK098187_00043	MK689685_00039	MK689686_00039	MN432490_00042				MT798582_00066	MT926123_00042	MT986830_00042	MW139932_00043			OK042108_00037	OK042109_00037	OL310752_00056	OL774653_00061	OL774654_00041	OL774655_00044		ON075463_00039	ON740976_00040	ON743042_00042	OP009387_00040	OQ475017_00040
OG0000078		AF371960_00042		AY532606_00042	AY779031_00045	AY894343_00040	BD143114_00034	GQ273492_00041			KC244182_00040		KT804738_00040				MG570131_00042	MG570132_00042	MK098185_00044	MK098186_00041	MK098187_00044	MK689685_00040	MK689686_00040	MN432490_00043				MT798582_00065	MT926123_00043	MT986830_00043	MW139932_00044			OK042108_00036	OK042109_00036	OL310752_00055	OL774653_00062	OL774654_00042	OL774655_00045		ON075463_00040	ON740976_00041	ON743042_00043	OP009387_00041	OQ475017_00041
OG0000079		AF371960_00046		AY532606_00045	AY779031_00050	AY894343_00044	BD143114_00030	GQ273492_00045			KC244182_00044		KT804738_00044				MG570131_00046	MG570132_00046	MK098185_00048	MK098186_00045	MK098187_00048	MK689685_00044	MK689686_00044	MN432490_00047				MT798582_00061	MT926123_00047	MT986830_00047	MW139932_00048			OK042108_00032	OK042109_00032	OL310752_00051	OL774653_00066	OL774654_00046	OL774655_00049		ON075463_00044	ON740976_00045	ON743042_00047	OP009387_00045	OQ475017_00045
OG0000080		AF371960_00051		AY532606_00051	AY779031_00055	AY894343_00050	BD143114_00025	GQ273492_00050			KC244182_00050		KT804738_00049				MG570131_00051	MG570132_00051	MK098185_00053	MK098186_00050	MK098187_00053	MK689685_00049	MK689686_00050	MN432490_00052				MT798582_00055	MT926123_00052	MT986830_00053	MW139932_00053			OK042108_00026	OK042109_00026	OL310752_00090	OL774653_00071	OL774654_00051	OL774655_00054		ON075463_00049	ON740976_00051	ON743042_00053	OP009387_00051	OQ475017_00050
OG0000081		AF371960_00052		AY532606_00052	AY779031_00056	AY894343_00051	BD143114_00024	GQ273492_00051			KC244182_00051		KT804738_00050				MG570131_00052	MG570132_00052	MK098185_00054	MK098186_00051	MK098187_00054	MK689685_00050	MK689686_00051	MN432490_00053				MT798582_00054	MT926123_00053	MT986830_00054	MW139932_00054			OK042108_00025	OK042109_00025	OL310752_00091	OL774653_00072	OL774654_00052	OL774655_00055		ON075463_00050	ON740976_00052	ON743042_00054	OP009387_00052	OQ475017_00051
OG0000082		AF371960_00053		AY532606_00053	AY779031_00057	AY894343_00052	BD143114_00023	GQ273492_00052			KC244182_00052		KT804738_00051				MG570131_00053	MG570132_00053	MK098185_00055	MK098186_00052	MK098187_00055	MK689685_00051	MK689686_00052	MN432490_00054				MT798582_00053	MT926123_00054	MT986830_00055	MW139932_00055			OK042108_00024	OK042109_00024	OL310752_00092	OL774653_00073	OL774654_00053	OL774655_00056		ON075463_00051	ON740976_00053	ON743042_00055	OP009387_00053	OQ475017_00052
OG0000083		AF371960_00063		AY532606_00063	AY779031_00067	AY894343_00062	BD143114_00014	GQ273492_00062			KC244182_00062		KT804738_00059				MG570131_00062	MG570132_00062	MK098185_00063	MK098186_00060	MK098187_00063	MK689685_00060	MK689686_00061	MN432490_00063				MT798582_00101	MT926123_00064	MT986830_00064	MW139932_00064			OK042108_00014	OK042109_00014	OL310752_00026	OL774653_00081	OL774654_00062	OL774655_00065		ON075463_00060	ON740976_00062	ON743042_00064	OP009387_00063	OQ475017_00061
OG0000084		AF371960_00066		AY532606_00067	AY779031_00070	AY894343_00065	BD143114_00011	GQ273492_00065			KC244182_00065		KT804738_00062				MG570131_00065	MG570132_00065	MK098185_00066	MK098186_00063	MK098187_00066	MK689685_00063	MK689686_00064	MN432490_00066				MT798582_00098	MT926123_00067	MT986830_00067	MW139932_00067			OK042108_00011	OK042109_00012	OL310752_00029	OL774653_00084	OL774654_00065	OL774655_00068		ON075463_00063	ON740976_00065	ON743042_00067	OP009387_00066	OQ475017_00064
OG0000085		AF371960_00069		AY532606_00070	AY779031_00073	AY894343_00068	BD143114_00008	GQ273492_00067			KC244182_00067		KT804738_00065				MG570131_00067	MG570132_00067	MK098185_00069	MK098186_00066	MK098187_00069	MK689685_00066	MK689686_00067	MN432490_00069				MT798582_00095	MT926123_00070	MT986830_00071	MW139932_00070			OK042108_00008	OK042109_00009	OL310752_00099	OL774653_00087	OL774654_00068	OL774655_00071		ON075463_00066	ON740976_00068	ON743042_00070	OP009387_00068	OQ475017_00066
OG0000086		AF371960_00070		AY532606_00071	AY779031_00076	AY894343_00069	BD143114_00007	GQ273492_00068			KC244182_00068		KT804738_00066				MG570131_00068	MG570132_00068	MK098185_00070	MK098186_00067	MK098187_00070	MK689685_00067	MK689686_00068	MN432490_00070				MT798582_00094	MT926123_00071	MT986830_00072	MW139932_00071			OK042108_00007	OK042109_00008	OL310752_00100	OL774653_00088	OL774654_00069	OL774655_00072		ON075463_00067	ON740976_00069	ON743042_00071	OP009387_00069	OQ475017_00067
OG0000087		AF371960_00075		AY532606_00076	AY779031_00081	AY894343_00073	BD143114_00003	GQ273492_00071			KC244182_00073		KT804738_00070				MG570131_00071	MG570132_00071	MK098185_00074	MK098186_00071	MK098187_00074	MK689685_00072	MK689686_00072	MN432490_00075				MT798582_00090	MT926123_00076	MT986830_00077	MW139932_00075			OK042108_00003	OK042109_00004	OL310752_00080	OL774653_00092	OL774654_00073	OL774655_00076		ON075463_00071	ON740976_00073	ON743042_00075	OP009387_00074	OQ475017_00071
