Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Lumpfish ranavirus isolate F140-16, complete genome",Lumpfish ranavirus,790,790,100%,0.0,97.42,115947,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH665359.1?report=genbank&log$=nucltop&blast_rank=95&RID=6EDUE0AT016"",""MH665359.1"")"
"Rana catesbeiana virus isolate RC15027, complete genome",Rana catesbeiana virus,790,790,100%,0.0,97.93,106890,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX397571.1?report=genbank&log$=nucltop&blast_rank=96&RID=6EDUE0AT016"",""KX397571.1"")"
"Ranavirus maximus isolate SMA15001, complete genome",Ranavirus maximus,790,790,100%,0.0,97.67,115510,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NC_030842.1?report=genbank&log$=nucltop&blast_rank=97&RID=6EDUE0AT016"",""NC_030842.1"")"
"Ambystoma tigrinum virus isolate NM, partial genome",Ranavirus ambystoma1,789,789,100%,0.0,97.16,107471,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KR075880.1?report=genbank&log$=nucltop&blast_rank=98&RID=6EDUE0AT016"",""KR075880.1"")"
"Ambystoma tigrinum virus isolate RRV, complete genome",Ranavirus ambystoma1,789,789,100%,0.0,97.16,106971,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KR075879.1?report=genbank&log$=nucltop&blast_rank=99&RID=6EDUE0AT016"",""KR075879.1"")"
"Epizootic haematopoietic necrosis virus isolate V084, complete genome",Epizootic haematopoietic necrosis virus,788,788,100%,0.0,97.16,127487,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510730.1?report=genbank&log$=nucltop&blast_rank=100&RID=6EDUE0AT016"",""MT510730.1"")"



		


