Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
ribonucleoside-diphosphate reductase subunit M2 [Paramormyrops kingsleyae],Paramormyrops kingsleyae,384,384,99%,6e-129,59.11,385,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_023681598.1?report=genbank&log$=prottop&blast_rank=91&RID=6EDRKX7H016"",""XP_023681598.1"")"
ribonucleoside-diphosphate reductase subunit M2-like isoform X1 [Corythoichthys intestinalis],Corythoichthys intestinalis,384,384,99%,6e-129,60.06,386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_057679307.1?report=genbank&log$=prottop&blast_rank=92&RID=6EDRKX7H016"",""XP_057679307.1"")"
ribonucleoside-diphosphate reductase subunit M2 isoform X1 [Parambassis ranga],Parambassis ranga,384,384,99%,6e-129,59.42,386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_028252678.1?report=genbank&log$=prottop&blast_rank=93&RID=6EDRKX7H016"",""XP_028252678.1"")"
ribonucleoside-diphosphate reductase subunit M2 B [Ranitomeya imitator],Ranitomeya imitator,382,382,99%,6e-129,59.74,344,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_069587819.1?report=genbank&log$=prottop&blast_rank=94&RID=6EDRKX7H016"",""XP_069587819.1"")"
ribonucleoside-diphosphate reductase subunit M2 [Anoplopoma fimbria],Anoplopoma fimbria,384,384,99%,6e-129,59.74,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_054474154.1?report=genbank&log$=prottop&blast_rank=95&RID=6EDRKX7H016"",""XP_054474154.1"")"
ribonucleoside-diphosphate reductase subunit M2 B-like isoform X1 [Lethenteron reissneri],Lethenteron reissneri,384,384,99%,6e-129,59.29,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_061424950.1?report=genbank&log$=prottop&blast_rank=96&RID=6EDRKX7H016"",""XP_061424950.1"")"
ribonucleoside-diphosphate reductase subunit M2-like isoform X2 [Petromyzon marinus],Petromyzon marinus,382,382,99%,6e-129,59.29,355,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_032817483.1?report=genbank&log$=prottop&blast_rank=97&RID=6EDRKX7H016"",""XP_032817483.1"")"
ribonucleoside-diphosphate reductase subunit M2 [Oryzias latipes],Oryzias latipes,382,382,99%,6e-129,59.11,338,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_023808655.1?report=genbank&log$=prottop&blast_rank=98&RID=6EDRKX7H016"",""XP_023808655.1"")"
hypothetical protein V1264_002514 [Littorina saxatilis],Littorina saxatilis,382,382,99%,7e-129,60.32,361,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK7098157.1?report=genbank&log$=prottop&blast_rank=99&RID=6EDRKX7H016"",""KAK7098157.1"")"
hypothetical protein Q8A67_017805 [Cirrhinus molitorella],Cirrhinus molitorella,384,384,99%,7e-129,59.11,386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK2884168.1?report=genbank&log$=prottop&blast_rank=100&RID=6EDRKX7H016"",""KAK2884168.1"")"



		


