Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000134	LS484712.1	n8	1.0	Terminal	LS484712_1_LS484712.1_00072	LS484712_1_LS484712.1_00255
OG0000136	N29	n1	1.0	Non-Terminal	MN562489_1_MN562489.1_00009, OM037668_1_OM037668.1_00126, NC_027778_1_NC_027778.1_00130, MT521409_1_MT521409.1_00009	MN562489_1_MN562489.1_00070, NC_027778_1_NC_027778.1_00050, OM037668_1_OM037668.1_00067, MT521409_1_MT521409.1_00071
OG0000142	MF599468.1	n0	1.0	Terminal	MF599468_1_MF599468.1_00032	MF599468_1_MF599468.1_00068, MF599468_1_MF599468.1_00069, MF599468_1_MF599468.1_00109, MF599468_1_MF599468.1_00110, MF599468_1_MF599468.1_00111, MF599468_1_MF599468.1_00136, MF599468_1_MF599468.1_00137, MF599468_1_MF599468.1_00138
OG0000142	MF599468.1	n1	1.0	Terminal	MF599468_1_MF599468.1_00068, MF599468_1_MF599468.1_00069	MF599468_1_MF599468.1_00109, MF599468_1_MF599468.1_00110, MF599468_1_MF599468.1_00111, MF599468_1_MF599468.1_00136, MF599468_1_MF599468.1_00137, MF599468_1_MF599468.1_00138
OG0000142	MF599468.1	n2	1.0	Terminal	MF599468_1_MF599468.1_00068	MF599468_1_MF599468.1_00069
OG0000142	MF599468.1	n3	1.0	Terminal	MF599468_1_MF599468.1_00109, MF599468_1_MF599468.1_00110, MF599468_1_MF599468.1_00111	MF599468_1_MF599468.1_00136, MF599468_1_MF599468.1_00137, MF599468_1_MF599468.1_00138
OG0000142	MF599468.1	n4	1.0	Terminal	MF599468_1_MF599468.1_00109, MF599468_1_MF599468.1_00110	MF599468_1_MF599468.1_00111
OG0000142	MF599468.1	n5	1.0	Terminal	MF599468_1_MF599468.1_00109	MF599468_1_MF599468.1_00110
OG0000142	MF599468.1	n6	1.0	Terminal	MF599468_1_MF599468.1_00136	MF599468_1_MF599468.1_00137, MF599468_1_MF599468.1_00138
OG0000142	MF599468.1	n7	1.0	Terminal	MF599468_1_MF599468.1_00137	MF599468_1_MF599468.1_00138
OG0000143	N29	n0	1.0	Non-Terminal	MN562489_1_MN562489.1_00014, MT521409_1_MT521409.1_00014, NC_027778_1_NC_027778.1_00136, OM037668_1_OM037668.1_00121	NC_027778_1_NC_027778.1_00135, OM037668_1_OM037668.1_00128, MT521409_1_MT521409.1_00007, MN562489_1_MN562489.1_00007, NC_027778_1_NC_027778.1_00128
OG0000143	N29	n4	0.25	Non-Terminal	NC_027778_1_NC_027778.1_00135	OM037668_1_OM037668.1_00128, MT521409_1_MT521409.1_00007, MN562489_1_MN562489.1_00007, NC_027778_1_NC_027778.1_00128
OG0000144	N29	n1	1.0	Non-Terminal	MN562489_1_MN562489.1_00122, NC_027778_1_NC_027778.1_00104, OM037668_1_OM037668.1_00015, MT521409_1_MT521409.1_00123	MT521409_1_MT521409.1_00067, NC_027778_1_NC_027778.1_00046, MN562489_1_MN562489.1_00066, OM037668_1_OM037668.1_00071
OG0000150	AY521625.1	n0	1.0	Terminal	AY521625_1_AY521625.1_00003	AY521625_1_AY521625.1_00078, AY521625_1_AY521625.1_00079, AY521625_1_AY521625.1_00127, AY521625_1_AY521625.1_00080, AY521625_1_AY521625.1_00081, AY521625_1_AY521625.1_00082
OG0000150	AY521625.1	n1	1.0	Terminal	AY521625_1_AY521625.1_00078, AY521625_1_AY521625.1_00079, AY521625_1_AY521625.1_00127	AY521625_1_AY521625.1_00080, AY521625_1_AY521625.1_00081, AY521625_1_AY521625.1_00082
OG0000150	AY521625.1	n2	1.0	Terminal	AY521625_1_AY521625.1_00078, AY521625_1_AY521625.1_00079	AY521625_1_AY521625.1_00127
OG0000150	AY521625.1	n3	1.0	Terminal	AY521625_1_AY521625.1_00078	AY521625_1_AY521625.1_00079
OG0000150	AY521625.1	n4	1.0	Terminal	AY521625_1_AY521625.1_00080, AY521625_1_AY521625.1_00081	AY521625_1_AY521625.1_00082
OG0000150	AY521625.1	n5	1.0	Terminal	AY521625_1_AY521625.1_00080	AY521625_1_AY521625.1_00081
OG0000152	AY521625.1	n0	1.0	Terminal	AY521625_1_AY521625.1_00025	AY521625_1_AY521625.1_00026, AY521625_1_AY521625.1_00029, AY521625_1_AY521625.1_00033, AY521625_1_AY521625.1_00027, AY521625_1_AY521625.1_00030, AY521625_1_AY521625.1_00032
OG0000152	AY521625.1	n1	1.0	Terminal	AY521625_1_AY521625.1_00026, AY521625_1_AY521625.1_00029, AY521625_1_AY521625.1_00033, AY521625_1_AY521625.1_00027, AY521625_1_AY521625.1_00030	AY521625_1_AY521625.1_00032
OG0000152	AY521625.1	n2	1.0	Terminal	AY521625_1_AY521625.1_00026, AY521625_1_AY521625.1_00029, AY521625_1_AY521625.1_00033	AY521625_1_AY521625.1_00027, AY521625_1_AY521625.1_00030
OG0000152	AY521625.1	n3	1.0	Terminal	AY521625_1_AY521625.1_00026	AY521625_1_AY521625.1_00029, AY521625_1_AY521625.1_00033
OG0000152	AY521625.1	n4	1.0	Terminal	AY521625_1_AY521625.1_00029	AY521625_1_AY521625.1_00033
OG0000152	AY521625.1	n5	1.0	Terminal	AY521625_1_AY521625.1_00027	AY521625_1_AY521625.1_00030
OG0000153	MF599468.1	n5	1.0	Terminal	MF599468_1_MF599468.1_00156	MF599468_1_MF599468.1_00066
OG0000156	MN803438.1	n5	1.0	Terminal	MN803438_1_MN803438.1_00011	MN803438_1_MN803438.1_00096
OG0000157	LS484712.1	n0	1.0	Terminal	LS484712_1_LS484712.1_00082	LS484712_1_LS484712.1_00083, LS484712_1_LS484712.1_00084, LS484712_1_LS484712.1_00088, LS484712_1_LS484712.1_00085, LS484712_1_LS484712.1_00086, LS484712_1_LS484712.1_00087
OG0000157	LS484712.1	n1	1.0	Terminal	LS484712_1_LS484712.1_00083, LS484712_1_LS484712.1_00084, LS484712_1_LS484712.1_00088	LS484712_1_LS484712.1_00085, LS484712_1_LS484712.1_00086, LS484712_1_LS484712.1_00087
OG0000157	LS484712.1	n2	1.0	Terminal	LS484712_1_LS484712.1_00083, LS484712_1_LS484712.1_00084	LS484712_1_LS484712.1_00088
OG0000157	LS484712.1	n3	1.0	Terminal	LS484712_1_LS484712.1_00083	LS484712_1_LS484712.1_00084
OG0000157	LS484712.1	n4	1.0	Terminal	LS484712_1_LS484712.1_00085	LS484712_1_LS484712.1_00086, LS484712_1_LS484712.1_00087
OG0000157	LS484712.1	n5	1.0	Terminal	LS484712_1_LS484712.1_00086	LS484712_1_LS484712.1_00087
OG0000158	MF599468.1	n0	1.0	Terminal	MF599468_1_MF599468.1_00047	MF599468_1_MF599468.1_00049, MF599468_1_MF599468.1_00158, MF599468_1_MF599468.1_00118, MF599468_1_MF599468.1_00159, MF599468_1_MF599468.1_00119, MF599468_1_MF599468.1_00157
OG0000158	MF599468.1	n1	1.0	Terminal	MF599468_1_MF599468.1_00049, MF599468_1_MF599468.1_00158, MF599468_1_MF599468.1_00118, MF599468_1_MF599468.1_00159, MF599468_1_MF599468.1_00119	MF599468_1_MF599468.1_00157
OG0000158	MF599468.1	n2	1.0	Terminal	MF599468_1_MF599468.1_00049, MF599468_1_MF599468.1_00158	MF599468_1_MF599468.1_00118, MF599468_1_MF599468.1_00159, MF599468_1_MF599468.1_00119
OG0000158	MF599468.1	n3	1.0	Terminal	MF599468_1_MF599468.1_00049	MF599468_1_MF599468.1_00158
OG0000158	MF599468.1	n4	1.0	Terminal	MF599468_1_MF599468.1_00118, MF599468_1_MF599468.1_00159	MF599468_1_MF599468.1_00119
OG0000158	MF599468.1	n5	1.0	Terminal	MF599468_1_MF599468.1_00118	MF599468_1_MF599468.1_00159
OG0000160	MF599468.1	n1	1.0	Terminal	MF599468_1_MF599468.1_00089	MF599468_1_MF599468.1_00108
OG0000166	N38	n0	0.5	Non-Terminal	HF920633_1_HF920633.1_00099, HF920637_1_HF920637.1_00151	HF920637_1_HF920637.1_00209, HF920633_1_HF920633.1_00100, HF920633_1_HF920633.1_00129, HF920633_1_HF920633.1_00019
OG0000166	HF920633.1	n3	1.0	Terminal	HF920633_1_HF920633.1_00100	HF920633_1_HF920633.1_00129, HF920633_1_HF920633.1_00019
OG0000166	HF920633.1	n4	1.0	Terminal	HF920633_1_HF920633.1_00129	HF920633_1_HF920633.1_00019
OG0000168	N39	n0	1.0	Non-Terminal	L63545_1_L63545.1_00057, MN803438_1_MN803438.1_00067	L63545_1_L63545.1_00059, MN803438_1_MN803438.1_00038, L63545_1_L63545.1_00008, MN803438_1_MN803438.1_00047
OG0000168	N39	n2	1.0	Non-Terminal	L63545_1_L63545.1_00059, MN803438_1_MN803438.1_00038	L63545_1_L63545.1_00008, MN803438_1_MN803438.1_00047
OG0000169	LS484712.1	n0	1.0	Terminal	LS484712_1_LS484712.1_00089	LS484712_1_LS484712.1_00090, LS484712_1_LS484712.1_00225, LS484712_1_LS484712.1_00268, LS484712_1_LS484712.1_00269, LS484712_1_LS484712.1_00270
OG0000169	LS484712.1	n1	1.0	Terminal	LS484712_1_LS484712.1_00090	LS484712_1_LS484712.1_00225, LS484712_1_LS484712.1_00268, LS484712_1_LS484712.1_00269, LS484712_1_LS484712.1_00270
OG0000169	LS484712.1	n2	1.0	Terminal	LS484712_1_LS484712.1_00225	LS484712_1_LS484712.1_00268, LS484712_1_LS484712.1_00269, LS484712_1_LS484712.1_00270
OG0000169	LS484712.1	n3	1.0	Terminal	LS484712_1_LS484712.1_00268, LS484712_1_LS484712.1_00269	LS484712_1_LS484712.1_00270
OG0000169	LS484712.1	n4	1.0	Terminal	LS484712_1_LS484712.1_00268	LS484712_1_LS484712.1_00269
OG0000172	AY521625.1	n0	1.0	Terminal	AY521625_1_AY521625.1_00076	AY521625_1_AY521625.1_00106, AY521625_1_AY521625.1_00107, AY521625_1_AY521625.1_00108, AY521625_1_AY521625.1_00109
OG0000172	AY521625.1	n1	1.0	Terminal	AY521625_1_AY521625.1_00106, AY521625_1_AY521625.1_00107, AY521625_1_AY521625.1_00108	AY521625_1_AY521625.1_00109
OG0000172	AY521625.1	n2	1.0	Terminal	AY521625_1_AY521625.1_00106, AY521625_1_AY521625.1_00107	AY521625_1_AY521625.1_00108
OG0000172	AY521625.1	n3	1.0	Terminal	AY521625_1_AY521625.1_00106	AY521625_1_AY521625.1_00107
OG0000175	HF920633.1	n0	1.0	Terminal	HF920633_1_HF920633.1_00014	HF920633_1_HF920633.1_00027, HF920633_1_HF920633.1_00092, HF920633_1_HF920633.1_00104, HF920633_1_HF920633.1_00153
OG0000175	HF920633.1	n1	1.0	Terminal	HF920633_1_HF920633.1_00027	HF920633_1_HF920633.1_00092, HF920633_1_HF920633.1_00104, HF920633_1_HF920633.1_00153
OG0000175	HF920633.1	n2	1.0	Terminal	HF920633_1_HF920633.1_00092, HF920633_1_HF920633.1_00104	HF920633_1_HF920633.1_00153
OG0000175	HF920633.1	n3	1.0	Terminal	HF920633_1_HF920633.1_00092	HF920633_1_HF920633.1_00104
OG0000176	N42	n1	1.0	Non-Terminal: STRIDE	HF920633_1_HF920633.1_00161, KF938901_1_KF938901.1_00006	HF920633_1_HF920633.1_00031, KF938901_1_KF938901.1_00105
OG0000179	HF920637.1	n1	1.0	Terminal	HF920637_1_HF920637.1_00011	HF920637_1_HF920637.1_00180
OG0000180	N38	n0	0.5	Non-Terminal	HF920637_1_HF920637.1_00162, KF938901_1_KF938901.1_00066	HF920637_1_HF920637.1_00071, HF920633_1_HF920633.1_00096, KF938901_1_KF938901.1_00153
OG0000184	HF920637.1	n3	1.0	Terminal	HF920637_1_HF920637.1_00077	HF920637_1_HF920637.1_00148
OG0000200	HF920633.1	n2	1.0	Terminal	HF920633_1_HF920633.1_00020	HF920633_1_HF920633.1_00021
OG0000203	MF599468.1	n1	1.0	Terminal	MF599468_1_MF599468.1_00052	MF599468_1_MF599468.1_00061
OG0000206	HF920637.1	n1	1.0	Terminal	HF920637_1_HF920637.1_00002	HF920637_1_HF920637.1_00040
OG0000220	HF920637.1	n1	1.0	Terminal	HF920637_1_HF920637.1_00136	HF920637_1_HF920637.1_00133, HF920637_1_HF920637.1_00142
OG0000220	HF920637.1	n2	1.0	Terminal	HF920637_1_HF920637.1_00133	HF920637_1_HF920637.1_00142
OG0000221	MN803438.1	n1	1.0	Terminal	MN803438_1_MN803438.1_00053, MN803438_1_MN803438.1_00103	MN803438_1_MN803438.1_00064
OG0000221	MN803438.1	n2	1.0	Terminal	MN803438_1_MN803438.1_00053	MN803438_1_MN803438.1_00103
OG0000222	LS484712.1	n0	1.0	Terminal	LS484712_1_LS484712.1_00154	LS484712_1_LS484712.1_00156, LS484712_1_LS484712.1_00161, LS484712_1_LS484712.1_00158
OG0000222	LS484712.1	n1	1.0	Terminal	LS484712_1_LS484712.1_00156, LS484712_1_LS484712.1_00161	LS484712_1_LS484712.1_00158
OG0000222	LS484712.1	n2	1.0	Terminal	LS484712_1_LS484712.1_00156	LS484712_1_LS484712.1_00161
OG0000223	LS484712.1	n0	1.0	Terminal	LS484712_1_LS484712.1_00228	LS484712_1_LS484712.1_00230, LS484712_1_LS484712.1_00232, LS484712_1_LS484712.1_00249
OG0000223	LS484712.1	n1	1.0	Terminal	LS484712_1_LS484712.1_00230	LS484712_1_LS484712.1_00232, LS484712_1_LS484712.1_00249
OG0000223	LS484712.1	n2	1.0	Terminal	LS484712_1_LS484712.1_00232	LS484712_1_LS484712.1_00249
