Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000136	LS484712.1	n0	1.0	Terminal	LS484712_1_LS484712.1_00008	LS484712_1_LS484712.1_00009, LS484712_1_LS484712.1_00010, LS484712_1_LS484712.1_00064, LS484712_1_LS484712.1_00065, LS484712_1_LS484712.1_00068, LS484712_1_LS484712.1_00069, LS484712_1_LS484712.1_00070, LS484712_1_LS484712.1_00072, LS484712_1_LS484712.1_00255
OG0000136	LS484712.1	n1	1.0	Terminal	LS484712_1_LS484712.1_00009	LS484712_1_LS484712.1_00010, LS484712_1_LS484712.1_00064, LS484712_1_LS484712.1_00065, LS484712_1_LS484712.1_00068, LS484712_1_LS484712.1_00069, LS484712_1_LS484712.1_00070, LS484712_1_LS484712.1_00072, LS484712_1_LS484712.1_00255
OG0000136	LS484712.1	n2	1.0	Terminal	LS484712_1_LS484712.1_00010	LS484712_1_LS484712.1_00064, LS484712_1_LS484712.1_00065, LS484712_1_LS484712.1_00068, LS484712_1_LS484712.1_00069, LS484712_1_LS484712.1_00070, LS484712_1_LS484712.1_00072, LS484712_1_LS484712.1_00255
OG0000136	LS484712.1	n3	1.0	Terminal	LS484712_1_LS484712.1_00064, LS484712_1_LS484712.1_00065, LS484712_1_LS484712.1_00068, LS484712_1_LS484712.1_00069, LS484712_1_LS484712.1_00070	LS484712_1_LS484712.1_00072, LS484712_1_LS484712.1_00255
OG0000136	LS484712.1	n4	1.0	Terminal	LS484712_1_LS484712.1_00064	LS484712_1_LS484712.1_00065, LS484712_1_LS484712.1_00068, LS484712_1_LS484712.1_00069, LS484712_1_LS484712.1_00070
OG0000136	LS484712.1	n5	1.0	Terminal	LS484712_1_LS484712.1_00065, LS484712_1_LS484712.1_00068	LS484712_1_LS484712.1_00069, LS484712_1_LS484712.1_00070
OG0000136	LS484712.1	n6	1.0	Terminal	LS484712_1_LS484712.1_00065	LS484712_1_LS484712.1_00068
OG0000136	LS484712.1	n7	1.0	Terminal	LS484712_1_LS484712.1_00069	LS484712_1_LS484712.1_00070
OG0000136	LS484712.1	n8	1.0	Terminal	LS484712_1_LS484712.1_00072	LS484712_1_LS484712.1_00255
OG0000138	AF303741.1	n7	1.0	Terminal	AF303741_1_AF303741.1_00100	AF303741_1_AF303741.1_00162
OG0000141	N29	n1	1.0	Non-Terminal	MN562489_1_MN562489.1_00009, OM037668_1_OM037668.1_00126, NC_027778_1_NC_027778.1_00130, MT521409_1_MT521409.1_00009	MN562489_1_MN562489.1_00070, OM037668_1_OM037668.1_00067, NC_027778_1_NC_027778.1_00050, MT521409_1_MT521409.1_00071
OG0000145	MF599468.1	n0	1.0	Terminal	MF599468_1_MF599468.1_00032	MF599468_1_MF599468.1_00068, MF599468_1_MF599468.1_00069, MF599468_1_MF599468.1_00109, MF599468_1_MF599468.1_00110, MF599468_1_MF599468.1_00111, MF599468_1_MF599468.1_00136, MF599468_1_MF599468.1_00137, MF599468_1_MF599468.1_00138
OG0000145	MF599468.1	n1	1.0	Terminal	MF599468_1_MF599468.1_00068, MF599468_1_MF599468.1_00069	MF599468_1_MF599468.1_00109, MF599468_1_MF599468.1_00110, MF599468_1_MF599468.1_00111, MF599468_1_MF599468.1_00136, MF599468_1_MF599468.1_00137, MF599468_1_MF599468.1_00138
OG0000145	MF599468.1	n2	1.0	Terminal	MF599468_1_MF599468.1_00068	MF599468_1_MF599468.1_00069
OG0000145	MF599468.1	n3	1.0	Terminal	MF599468_1_MF599468.1_00109, MF599468_1_MF599468.1_00110, MF599468_1_MF599468.1_00111	MF599468_1_MF599468.1_00136, MF599468_1_MF599468.1_00137, MF599468_1_MF599468.1_00138
OG0000145	MF599468.1	n4	1.0	Terminal	MF599468_1_MF599468.1_00109, MF599468_1_MF599468.1_00110	MF599468_1_MF599468.1_00111
OG0000145	MF599468.1	n5	1.0	Terminal	MF599468_1_MF599468.1_00109	MF599468_1_MF599468.1_00110
OG0000145	MF599468.1	n6	1.0	Terminal	MF599468_1_MF599468.1_00136	MF599468_1_MF599468.1_00137, MF599468_1_MF599468.1_00138
OG0000145	MF599468.1	n7	1.0	Terminal	MF599468_1_MF599468.1_00137	MF599468_1_MF599468.1_00138
OG0000146	N29	n0	1.0	Non-Terminal	MN562489_1_MN562489.1_00014, MT521409_1_MT521409.1_00014, NC_027778_1_NC_027778.1_00136, OM037668_1_OM037668.1_00121	NC_027778_1_NC_027778.1_00135, OM037668_1_OM037668.1_00128, MT521409_1_MT521409.1_00007, MN562489_1_MN562489.1_00007, NC_027778_1_NC_027778.1_00128
OG0000146	N29	n4	0.25	Non-Terminal	NC_027778_1_NC_027778.1_00135	OM037668_1_OM037668.1_00128, MT521409_1_MT521409.1_00007, MN562489_1_MN562489.1_00007, NC_027778_1_NC_027778.1_00128
OG0000147	N29	n1	1.0	Non-Terminal	MN562489_1_MN562489.1_00122, NC_027778_1_NC_027778.1_00104, OM037668_1_OM037668.1_00015, MT521409_1_MT521409.1_00123	MT521409_1_MT521409.1_00067, OM037668_1_OM037668.1_00071, MN562489_1_MN562489.1_00066, NC_027778_1_NC_027778.1_00046
OG0000149	N41	n0	0.5	Non-Terminal	HF920633_1_HF920633.1_00014, HF920633_1_HF920633.1_00027, HF920633_1_HF920633.1_00153, HF920633_1_HF920633.1_00092, HF920637_1_HF920637.1_00084	HF920633_1_HF920633.1_00104, AF303741_1_AF303741.1_00185, HF920637_1_HF920637.1_00169
OG0000149	HF920633.1	n2	1.0	Terminal	HF920633_1_HF920633.1_00014, HF920633_1_HF920633.1_00027, HF920633_1_HF920633.1_00153	HF920633_1_HF920633.1_00092
OG0000149	HF920633.1	n3	1.0	Terminal	HF920633_1_HF920633.1_00014, HF920633_1_HF920633.1_00027	HF920633_1_HF920633.1_00153
OG0000149	HF920633.1	n4	1.0	Terminal	HF920633_1_HF920633.1_00014	HF920633_1_HF920633.1_00027
OG0000152	HF920633.1	n1	1.0	Terminal	HF920633_1_HF920633.1_00019, HF920633_1_HF920633.1_00100, HF920633_1_HF920633.1_00099	HF920633_1_HF920633.1_00129
OG0000152	HF920633.1	n2	1.0	Terminal	HF920633_1_HF920633.1_00019, HF920633_1_HF920633.1_00100	HF920633_1_HF920633.1_00099
OG0000152	HF920633.1	n3	1.0	Terminal	HF920633_1_HF920633.1_00019	HF920633_1_HF920633.1_00100
OG0000152	AF303741.1	n5	1.0	Terminal	AF303741_1_AF303741.1_00099	AF303741_1_AF303741.1_00070
OG0000153	N42	n3	1.0	Non-Terminal: STRIDE	AF303741_1_AF303741.1_00145, HF920637_1_HF920637.1_00011	AF303741_1_AF303741.1_00090, HF920637_1_HF920637.1_00180
OG0000154	N41	n0	0.5	Non-Terminal	HF920633_1_HF920633.1_00096, KF938901_1_KF938901.1_00153	HF920633_1_HF920633.1_00114, HF920637_1_HF920637.1_00162, KF938901_1_KF938901.1_00066, AF303741_1_AF303741.1_00182, HF920637_1_HF920637.1_00071
OG0000154	N41	n3	0.25	Non-Terminal	HF920637_1_HF920637.1_00162, KF938901_1_KF938901.1_00066	AF303741_1_AF303741.1_00182, HF920637_1_HF920637.1_00071
OG0000157	AY521625.1	n0	1.0	Terminal	AY521625_1_AY521625.1_00003	AY521625_1_AY521625.1_00078, AY521625_1_AY521625.1_00079, AY521625_1_AY521625.1_00127, AY521625_1_AY521625.1_00080, AY521625_1_AY521625.1_00081, AY521625_1_AY521625.1_00082
OG0000157	AY521625.1	n1	1.0	Terminal	AY521625_1_AY521625.1_00078, AY521625_1_AY521625.1_00079, AY521625_1_AY521625.1_00127	AY521625_1_AY521625.1_00080, AY521625_1_AY521625.1_00081, AY521625_1_AY521625.1_00082
OG0000157	AY521625.1	n2	1.0	Terminal	AY521625_1_AY521625.1_00078, AY521625_1_AY521625.1_00079	AY521625_1_AY521625.1_00127
OG0000157	AY521625.1	n3	1.0	Terminal	AY521625_1_AY521625.1_00078	AY521625_1_AY521625.1_00079
OG0000157	AY521625.1	n4	1.0	Terminal	AY521625_1_AY521625.1_00080, AY521625_1_AY521625.1_00081	AY521625_1_AY521625.1_00082
OG0000157	AY521625.1	n5	1.0	Terminal	AY521625_1_AY521625.1_00080	AY521625_1_AY521625.1_00081
OG0000159	AY521625.1	n0	1.0	Terminal	AY521625_1_AY521625.1_00025	AY521625_1_AY521625.1_00026, AY521625_1_AY521625.1_00029, AY521625_1_AY521625.1_00033, AY521625_1_AY521625.1_00027, AY521625_1_AY521625.1_00030, AY521625_1_AY521625.1_00032
OG0000159	AY521625.1	n1	1.0	Terminal	AY521625_1_AY521625.1_00026, AY521625_1_AY521625.1_00029, AY521625_1_AY521625.1_00033, AY521625_1_AY521625.1_00027, AY521625_1_AY521625.1_00030	AY521625_1_AY521625.1_00032
OG0000159	AY521625.1	n2	1.0	Terminal	AY521625_1_AY521625.1_00026, AY521625_1_AY521625.1_00029, AY521625_1_AY521625.1_00033	AY521625_1_AY521625.1_00027, AY521625_1_AY521625.1_00030
OG0000159	AY521625.1	n3	1.0	Terminal	AY521625_1_AY521625.1_00026	AY521625_1_AY521625.1_00029, AY521625_1_AY521625.1_00033
OG0000159	AY521625.1	n4	1.0	Terminal	AY521625_1_AY521625.1_00029	AY521625_1_AY521625.1_00033
OG0000159	AY521625.1	n5	1.0	Terminal	AY521625_1_AY521625.1_00027	AY521625_1_AY521625.1_00030
OG0000160	MF599468.1	n5	1.0	Terminal	MF599468_1_MF599468.1_00156	MF599468_1_MF599468.1_00066
OG0000161	MN803438.1	n5	1.0	Terminal	MN803438_1_MN803438.1_00011	MN803438_1_MN803438.1_00096
OG0000162	LS484712.1	n0	1.0	Terminal	LS484712_1_LS484712.1_00082	LS484712_1_LS484712.1_00083, LS484712_1_LS484712.1_00084, LS484712_1_LS484712.1_00088, LS484712_1_LS484712.1_00085, LS484712_1_LS484712.1_00086, LS484712_1_LS484712.1_00087
OG0000162	LS484712.1	n1	1.0	Terminal	LS484712_1_LS484712.1_00083, LS484712_1_LS484712.1_00084, LS484712_1_LS484712.1_00088	LS484712_1_LS484712.1_00085, LS484712_1_LS484712.1_00086, LS484712_1_LS484712.1_00087
OG0000162	LS484712.1	n2	1.0	Terminal	LS484712_1_LS484712.1_00083, LS484712_1_LS484712.1_00084	LS484712_1_LS484712.1_00088
OG0000162	LS484712.1	n3	1.0	Terminal	LS484712_1_LS484712.1_00083	LS484712_1_LS484712.1_00084
OG0000162	LS484712.1	n4	1.0	Terminal	LS484712_1_LS484712.1_00085	LS484712_1_LS484712.1_00086, LS484712_1_LS484712.1_00087
OG0000162	LS484712.1	n5	1.0	Terminal	LS484712_1_LS484712.1_00086	LS484712_1_LS484712.1_00087
OG0000163	MF599468.1	n0	1.0	Terminal	MF599468_1_MF599468.1_00047	MF599468_1_MF599468.1_00049, MF599468_1_MF599468.1_00158, MF599468_1_MF599468.1_00118, MF599468_1_MF599468.1_00159, MF599468_1_MF599468.1_00119, MF599468_1_MF599468.1_00157
OG0000163	MF599468.1	n1	1.0	Terminal	MF599468_1_MF599468.1_00049, MF599468_1_MF599468.1_00158, MF599468_1_MF599468.1_00118, MF599468_1_MF599468.1_00159, MF599468_1_MF599468.1_00119	MF599468_1_MF599468.1_00157
OG0000163	MF599468.1	n2	1.0	Terminal	MF599468_1_MF599468.1_00049, MF599468_1_MF599468.1_00158	MF599468_1_MF599468.1_00118, MF599468_1_MF599468.1_00159, MF599468_1_MF599468.1_00119
OG0000163	MF599468.1	n3	1.0	Terminal	MF599468_1_MF599468.1_00049	MF599468_1_MF599468.1_00158
OG0000163	MF599468.1	n4	1.0	Terminal	MF599468_1_MF599468.1_00118, MF599468_1_MF599468.1_00159	MF599468_1_MF599468.1_00119
OG0000163	MF599468.1	n5	1.0	Terminal	MF599468_1_MF599468.1_00118	MF599468_1_MF599468.1_00159
OG0000165	AF303741.1	n2	1.0	Terminal	AF303741_1_AF303741.1_00147	AF303741_1_AF303741.1_00049, AF303741_1_AF303741.1_00078, AF303741_1_AF303741.1_00083
OG0000165	AF303741.1	n3	1.0	Terminal	AF303741_1_AF303741.1_00049, AF303741_1_AF303741.1_00078	AF303741_1_AF303741.1_00083
OG0000165	AF303741.1	n4	1.0	Terminal	AF303741_1_AF303741.1_00049	AF303741_1_AF303741.1_00078
OG0000167	AF303741.1	n4	1.0	Terminal	AF303741_1_AF303741.1_00068	AF303741_1_AF303741.1_00067
OG0000175	N43	n1	1.0	Non-Terminal	HF920633_1_HF920633.1_00031, KF938901_1_KF938901.1_00105	HF920633_1_HF920633.1_00161, KF938901_1_KF938901.1_00006
OG0000177	MF599468.1	n1	1.0	Terminal	MF599468_1_MF599468.1_00089	MF599468_1_MF599468.1_00108
OG0000182	N36	n0	1.0	Non-Terminal	L63545_1_L63545.1_00057, MN803438_1_MN803438.1_00067	L63545_1_L63545.1_00059, MN803438_1_MN803438.1_00038, L63545_1_L63545.1_00008, MN803438_1_MN803438.1_00047
OG0000182	N36	n2	1.0	Non-Terminal	L63545_1_L63545.1_00059, MN803438_1_MN803438.1_00038	L63545_1_L63545.1_00008, MN803438_1_MN803438.1_00047
OG0000183	LS484712.1	n0	1.0	Terminal	LS484712_1_LS484712.1_00089	LS484712_1_LS484712.1_00090, LS484712_1_LS484712.1_00225, LS484712_1_LS484712.1_00268, LS484712_1_LS484712.1_00269, LS484712_1_LS484712.1_00270
OG0000183	LS484712.1	n1	1.0	Terminal	LS484712_1_LS484712.1_00090	LS484712_1_LS484712.1_00225, LS484712_1_LS484712.1_00268, LS484712_1_LS484712.1_00269, LS484712_1_LS484712.1_00270
OG0000183	LS484712.1	n2	1.0	Terminal	LS484712_1_LS484712.1_00225	LS484712_1_LS484712.1_00268, LS484712_1_LS484712.1_00269, LS484712_1_LS484712.1_00270
OG0000183	LS484712.1	n3	1.0	Terminal	LS484712_1_LS484712.1_00268, LS484712_1_LS484712.1_00269	LS484712_1_LS484712.1_00270
OG0000183	LS484712.1	n4	1.0	Terminal	LS484712_1_LS484712.1_00268	LS484712_1_LS484712.1_00269
OG0000184	N42	n0	1.0	Non-Terminal	AF303741_1_AF303741.1_00141, AF303741_1_AF303741.1_00142, HF920637_1_HF920637.1_00122	AF303741_1_AF303741.1_00001, HF920637_1_HF920637.1_00062
OG0000184	AF303741.1	n2	1.0	Terminal	AF303741_1_AF303741.1_00141	AF303741_1_AF303741.1_00142
OG0000190	HF920633.1	n3	1.0	Terminal	HF920633_1_HF920633.1_00020	HF920633_1_HF920633.1_00021
OG0000191	MF599468.1	n1	1.0	Terminal	MF599468_1_MF599468.1_00052	MF599468_1_MF599468.1_00061
OG0000200	HF920637.1	n2	1.0	Terminal	HF920637_1_HF920637.1_00133, HF920637_1_HF920637.1_00142	HF920637_1_HF920637.1_00136
OG0000200	HF920637.1	n3	1.0	Terminal	HF920637_1_HF920637.1_00133	HF920637_1_HF920637.1_00142
OG0000207	AY521625.1	n0	1.0	Terminal	AY521625_1_AY521625.1_00076	AY521625_1_AY521625.1_00106, AY521625_1_AY521625.1_00107, AY521625_1_AY521625.1_00108, AY521625_1_AY521625.1_00109
OG0000207	AY521625.1	n1	1.0	Terminal	AY521625_1_AY521625.1_00106, AY521625_1_AY521625.1_00107, AY521625_1_AY521625.1_00108	AY521625_1_AY521625.1_00109
OG0000207	AY521625.1	n2	1.0	Terminal	AY521625_1_AY521625.1_00106, AY521625_1_AY521625.1_00107	AY521625_1_AY521625.1_00108
OG0000207	AY521625.1	n3	1.0	Terminal	AY521625_1_AY521625.1_00106	AY521625_1_AY521625.1_00107
OG0000215	HF920637.1	n1	1.0	Terminal	HF920637_1_HF920637.1_00065, HF920637_1_HF920637.1_00115	HF920637_1_HF920637.1_00177
OG0000215	HF920637.1	n2	1.0	Terminal	HF920637_1_HF920637.1_00065	HF920637_1_HF920637.1_00115
OG0000217	HF920637.1	n1	1.0	Terminal	HF920637_1_HF920637.1_00008, HF920637_1_HF920637.1_00200	HF920637_1_HF920637.1_00083
OG0000217	HF920637.1	n2	1.0	Terminal	HF920637_1_HF920637.1_00008	HF920637_1_HF920637.1_00200
OG0000239	MN803438.1	n1	1.0	Terminal	MN803438_1_MN803438.1_00053, MN803438_1_MN803438.1_00103	MN803438_1_MN803438.1_00064
OG0000239	MN803438.1	n2	1.0	Terminal	MN803438_1_MN803438.1_00053	MN803438_1_MN803438.1_00103
OG0000240	LS484712.1	n0	1.0	Terminal	LS484712_1_LS484712.1_00154	LS484712_1_LS484712.1_00156, LS484712_1_LS484712.1_00161, LS484712_1_LS484712.1_00158
OG0000240	LS484712.1	n1	1.0	Terminal	LS484712_1_LS484712.1_00156, LS484712_1_LS484712.1_00161	LS484712_1_LS484712.1_00158
OG0000240	LS484712.1	n2	1.0	Terminal	LS484712_1_LS484712.1_00156	LS484712_1_LS484712.1_00161
OG0000241	LS484712.1	n0	1.0	Terminal	LS484712_1_LS484712.1_00228	LS484712_1_LS484712.1_00230, LS484712_1_LS484712.1_00232, LS484712_1_LS484712.1_00249
OG0000241	LS484712.1	n1	1.0	Terminal	LS484712_1_LS484712.1_00230	LS484712_1_LS484712.1_00232, LS484712_1_LS484712.1_00249
OG0000241	LS484712.1	n2	1.0	Terminal	LS484712_1_LS484712.1_00232	LS484712_1_LS484712.1_00249
