HOG	OG	Gene Tree Parent Clade	Chlor_AMIV_KF938901.1	Chlor_IIV22_HF920633.1	Daphi_LS484712.1	Decap_MF599468.1	Irido_IIV31_HF920637.1	Irido_IIV6_AF303741.1	Lymph_LCD4_MN803438.1	Lymph_LDV1_L63545.1	MCV_ML1_SDDV_MN562489.1	MCV_ML1_SDDV_MT521409.1	MCV_ML1_SDDV_NC_027778.1	MCV_ML1_SDDV_OM037668.1	MCV_MP1_BCFI_MN432490.1	MCV_MP1_BCFI_MT926123.1	MCV_MP1_GSPI_KT804738.1	MCV_MP1_ISKNV_AF371960.1	MCV_MP1_ISKNV_MK689685.1	MCV_MP1_LBUSV_OP009387.1	MCV_MP1_LYCI_AY779031.1	MCV_MP1_LYCI_MW139932.1	MCV_MP1_LYCI_OL774653.1	MCV_MP1_LYCI_OL774654.1	MCV_MP1_LYCI_OL774655.1	MCV_MP1_OSGI_AY894343.1	MCV_MP1_PI_MK098185.1	MCV_MP1_PI_MK098186.1	MCV_MP1_PI_MK098187.1	MCV_MP1_RBIV_AY532606.1	MCV_MP1_RBIV_KC244182.1	MCV_MP1_RSIV_BD143114.1	MCV_MP1_RSIV_MK689686.1	MCV_MP1_RSIV_MT798582.1	MCV_MP1_RSIV_OK042108.1	MCV_MP1_RSIV_OK042109.1	MCV_MP1_RSIV_ON740976.1	MCV_MP1_RSIV_ON743042.1	MCV_MP1_SKIV_MT986830.1	MCV_MP1_SKIV_ON075463.1	MCV_MP1_TRBIV_GQ273492.1	MCV_Unclassified_MG570131.1	MCV_Unclassified_MG570132.1	MCV_Unclassified_OQ475017.1	MCV_Unlassified_OL310752.1	Rana_FV3_NC_005946.1	Rana_SGIV_AY521625.1
N40.HOG0000107	OG0000232	n0					Irido_IIV31_HF920637.1_00083, Irido_IIV31_HF920637.1_00008, Irido_IIV31_HF920637.1_00200	Irido_IIV6_AF303741.1_00024																																							
N40.HOG0000108	OG0000233	n0					Irido_IIV31_HF920637.1_00177, Irido_IIV31_HF920637.1_00065, Irido_IIV31_HF920637.1_00115	Irido_IIV6_AF303741.1_00012																																							
N40.HOG0000109	OG0000281	-	Chlor_AMIV_KF938901.1_00013	Chlor_IIV22_HF920633.1_00164	Daphi_LS484712.1_00201																																										
N40.HOG0000110	OG0000282	-	Chlor_AMIV_KF938901.1_00015				Irido_IIV31_HF920637.1_00053	Irido_IIV6_AF303741.1_00053																																							
N40.HOG0000111	OG0000283	-	Chlor_AMIV_KF938901.1_00016				Irido_IIV31_HF920637.1_00174	Irido_IIV6_AF303741.1_00093																																							
N40.HOG0000112	OG0000284	-	Chlor_AMIV_KF938901.1_00018	Chlor_IIV22_HF920633.1_00070				Irido_IIV6_AF303741.1_00115																																							
N40.HOG0000113	OG0000285	-	Chlor_AMIV_KF938901.1_00032, Chlor_AMIV_KF938901.1_00034	Chlor_IIV22_HF920633.1_00012																																											
N40.HOG0000114	OG0000286	-	Chlor_AMIV_KF938901.1_00038	Chlor_IIV22_HF920633.1_00016				Irido_IIV6_AF303741.1_00028																																							
N40.HOG0000115	OG0000287	-	Chlor_AMIV_KF938901.1_00040	Chlor_IIV22_HF920633.1_00167				Irido_IIV6_AF303741.1_00116																																							
N40.HOG0000116	OG0000288	-	Chlor_AMIV_KF938901.1_00050	Chlor_IIV22_HF920633.1_00060	Daphi_LS484712.1_00207																																										
N40.HOG0000117	OG0000289	-	Chlor_AMIV_KF938901.1_00083	Chlor_IIV22_HF920633.1_00159	Daphi_LS484712.1_00206																																										
N40.HOG0000118	OG0000290	-	Chlor_AMIV_KF938901.1_00122				Irido_IIV31_HF920637.1_00063	Irido_IIV6_AF303741.1_00201																																							
N40.HOG0000119	OG0000291	-			Daphi_LS484712.1_00157, Daphi_LS484712.1_00155, Daphi_LS484712.1_00160																																										
N40.HOG0000120	OG0000292	-			Daphi_LS484712.1_00229, Daphi_LS484712.1_00227, Daphi_LS484712.1_00231																																										
N40.HOG0000121	OG0000293	-			Daphi_LS484712.1_00265, Daphi_LS484712.1_00263, Daphi_LS484712.1_00264																																										
N40.HOG0000122	OG0000294	-			Daphi_LS484712.1_00272, Daphi_LS484712.1_00273, Daphi_LS484712.1_00271																																										
N40.HOG0000123	OG0000310	-	Chlor_AMIV_KF938901.1_00002	Chlor_IIV22_HF920633.1_00095																																											
N40.HOG0000124	OG0000311	-	Chlor_AMIV_KF938901.1_00003	Chlor_IIV22_HF920633.1_00151																																											
N40.HOG0000125	OG0000312	-	Chlor_AMIV_KF938901.1_00004	Chlor_IIV22_HF920633.1_00049																																											
N40.HOG0000126	OG0000313	-	Chlor_AMIV_KF938901.1_00011	Chlor_IIV22_HF920633.1_00052																																											
N40.HOG0000127	OG0000314	-	Chlor_AMIV_KF938901.1_00026	Chlor_IIV22_HF920633.1_00005																																											
N40.HOG0000128	OG0000315	-	Chlor_AMIV_KF938901.1_00028	Chlor_IIV22_HF920633.1_00006																																											
N40.HOG0000129	OG0000316	-	Chlor_AMIV_KF938901.1_00037	Chlor_IIV22_HF920633.1_00015																																											
N40.HOG0000130	OG0000317	-	Chlor_AMIV_KF938901.1_00041	Chlor_IIV22_HF920633.1_00045																																											
N40.HOG0000131	OG0000318	-	Chlor_AMIV_KF938901.1_00042	Chlor_IIV22_HF920633.1_00078																																											
N40.HOG0000132	OG0000319	-	Chlor_AMIV_KF938901.1_00051	Chlor_IIV22_HF920633.1_00090																																											
N40.HOG0000133	OG0000320	-	Chlor_AMIV_KF938901.1_00059	Chlor_IIV22_HF920633.1_00066																																											
N40.HOG0000134	OG0000321	-	Chlor_AMIV_KF938901.1_00061	Chlor_IIV22_HF920633.1_00141																																											
N40.HOG0000135	OG0000322	-	Chlor_AMIV_KF938901.1_00068	Chlor_IIV22_HF920633.1_00048																																											
N40.HOG0000136	OG0000323	-	Chlor_AMIV_KF938901.1_00071	Chlor_IIV22_HF920633.1_00142																																											
N40.HOG0000137	OG0000324	-	Chlor_AMIV_KF938901.1_00078	Chlor_IIV22_HF920633.1_00051																																											
N40.HOG0000138	OG0000325	-	Chlor_AMIV_KF938901.1_00087	Chlor_IIV22_HF920633.1_00136																																											
N40.HOG0000139	OG0000326	-	Chlor_AMIV_KF938901.1_00088	Chlor_IIV22_HF920633.1_00162																																											
N40.HOG0000140	OG0000327	-	Chlor_AMIV_KF938901.1_00096	Chlor_IIV22_HF920633.1_00089																																											
N40.HOG0000141	OG0000328	-	Chlor_AMIV_KF938901.1_00110	Chlor_IIV22_HF920633.1_00042																																											
N40.HOG0000142	OG0000329	-	Chlor_AMIV_KF938901.1_00129	Chlor_IIV22_HF920633.1_00157																																											
N40.HOG0000143	OG0000330	-	Chlor_AMIV_KF938901.1_00132	Chlor_IIV22_HF920633.1_00111																																											
N40.HOG0000144	OG0000331	-	Chlor_AMIV_KF938901.1_00144	Chlor_IIV22_HF920633.1_00115																																											
N40.HOG0000145	OG0000332	-	Chlor_AMIV_KF938901.1_00149	Chlor_IIV22_HF920633.1_00033																																											
N40.HOG0000146	OG0000333	-	Chlor_AMIV_KF938901.1_00157				Irido_IIV31_HF920637.1_00078																																								
N40.HOG0000147	OG0000334	-		Chlor_IIV22_HF920633.1_00002				Irido_IIV6_AF303741.1_00016																																							
N40.HOG0000148	OG0000335	-		Chlor_IIV22_HF920633.1_00055				Irido_IIV6_AF303741.1_00186																																							
N40.HOG0000149	OG0000336	-		Chlor_IIV22_HF920633.1_00065				Irido_IIV6_AF303741.1_00069																																							
N40.HOG0000150	OG0000337	-		Chlor_IIV22_HF920633.1_00075				Irido_IIV6_AF303741.1_00002																																							
N40.HOG0000151	OG0000338	-		Chlor_IIV22_HF920633.1_00112			Irido_IIV31_HF920637.1_00170																																								
N40.HOG0000152	OG0000339	-		Chlor_IIV22_HF920633.1_00137			Irido_IIV31_HF920637.1_00027																																								
N40.HOG0000153	OG0000340	-		Chlor_IIV22_HF920633.1_00140				Irido_IIV6_AF303741.1_00111																																							
N40.HOG0000154	OG0000341	-		Chlor_IIV22_HF920633.1_00166				Irido_IIV6_AF303741.1_00048																																							
N40.HOG0000155	OG0000342	-		Chlor_IIV22_HF920633.1_00176				Irido_IIV6_AF303741.1_00180																																							
N40.HOG0000156	OG0000343	-		Chlor_IIV22_HF920633.1_00178				Irido_IIV6_AF303741.1_00043																																							
N40.HOG0000157	OG0000344	-			Daphi_LS484712.1_00006		Irido_IIV31_HF920637.1_00113																																								
N40.HOG0000158	OG0000345	-			Daphi_LS484712.1_00042, Daphi_LS484712.1_00056																																										
N40.HOG0000159	OG0000346	-			Daphi_LS484712.1_00100, Daphi_LS484712.1_00099																																										
N40.HOG0000160	OG0000347	-			Daphi_LS484712.1_00127, Daphi_LS484712.1_00125																																										
N40.HOG0000161	OG0000348	-			Daphi_LS484712.1_00171, Daphi_LS484712.1_00170																																										
N40.HOG0000162	OG0000349	-			Daphi_LS484712.1_00214, Daphi_LS484712.1_00213																																										
N40.HOG0000163	OG0000350	-			Daphi_LS484712.1_00215, Daphi_LS484712.1_00216																																										
N40.HOG0000164	OG0000351	-			Daphi_LS484712.1_00245, Daphi_LS484712.1_00238																																										
N40.HOG0000165	OG0000352	-			Daphi_LS484712.1_00279, Daphi_LS484712.1_00277																																										
N40.HOG0000166	OG0000358	-					Irido_IIV31_HF920637.1_00002	Irido_IIV6_AF303741.1_00166																																							
N40.HOG0000167	OG0000359	-					Irido_IIV31_HF920637.1_00006	Irido_IIV6_AF303741.1_00113																																							
N40.HOG0000168	OG0000360	-					Irido_IIV31_HF920637.1_00007	Irido_IIV6_AF303741.1_00198																																							
N40.HOG0000169	OG0000361	-					Irido_IIV31_HF920637.1_00018	Irido_IIV6_AF303741.1_00106																																							
N40.HOG0000170	OG0000362	-					Irido_IIV31_HF920637.1_00023	Irido_IIV6_AF303741.1_00163																																							
N40.HOG0000171	OG0000363	-					Irido_IIV31_HF920637.1_00030	Irido_IIV6_AF303741.1_00196																																							
N40.HOG0000172	OG0000364	-					Irido_IIV31_HF920637.1_00032	Irido_IIV6_AF303741.1_00155																																							
N40.HOG0000173	OG0000365	-					Irido_IIV31_HF920637.1_00038, Irido_IIV31_HF920637.1_00036																																								
N40.HOG0000174	OG0000366	-					Irido_IIV31_HF920637.1_00037, Irido_IIV31_HF920637.1_00039																																								
N40.HOG0000175	OG0000367	-					Irido_IIV31_HF920637.1_00046	Irido_IIV6_AF303741.1_00097																																							
N40.HOG0000176	OG0000368	-					Irido_IIV31_HF920637.1_00050	Irido_IIV6_AF303741.1_00055																																							
N40.HOG0000177	OG0000369	-					Irido_IIV31_HF920637.1_00051, Irido_IIV31_HF920637.1_00157																																								
N40.HOG0000178	OG0000370	-					Irido_IIV31_HF920637.1_00055	Irido_IIV6_AF303741.1_00052																																							
N40.HOG0000179	OG0000371	-					Irido_IIV31_HF920637.1_00066, Irido_IIV31_HF920637.1_00178																																								
N40.HOG0000180	OG0000372	-					Irido_IIV31_HF920637.1_00076	Irido_IIV6_AF303741.1_00199																																							
N40.HOG0000181	OG0000373	-					Irido_IIV31_HF920637.1_00081	Irido_IIV6_AF303741.1_00061																																							
N40.HOG0000182	OG0000374	-					Irido_IIV31_HF920637.1_00082	Irido_IIV6_AF303741.1_00060																																							
N40.HOG0000183	OG0000375	-					Irido_IIV31_HF920637.1_00088	Irido_IIV6_AF303741.1_00102																																							
N40.HOG0000184	OG0000376	-					Irido_IIV31_HF920637.1_00103	Irido_IIV6_AF303741.1_00034																																							
N40.HOG0000185	OG0000377	-					Irido_IIV31_HF920637.1_00104	Irido_IIV6_AF303741.1_00092																																							
N40.HOG0000186	OG0000378	-					Irido_IIV31_HF920637.1_00107	Irido_IIV6_AF303741.1_00027																																							
N40.HOG0000187	OG0000379	-					Irido_IIV31_HF920637.1_00125	Irido_IIV6_AF303741.1_00119																																							
N40.HOG0000188	OG0000380	-					Irido_IIV31_HF920637.1_00126	Irido_IIV6_AF303741.1_00118																																							
N40.HOG0000189	OG0000381	-					Irido_IIV31_HF920637.1_00131	Irido_IIV6_AF303741.1_00025																																							
N40.HOG0000190	OG0000382	-					Irido_IIV31_HF920637.1_00134	Irido_IIV6_AF303741.1_00172																																							
N40.HOG0000191	OG0000383	-					Irido_IIV31_HF920637.1_00135	Irido_IIV6_AF303741.1_00131																																							
N40.HOG0000192	OG0000384	-					Irido_IIV31_HF920637.1_00154	Irido_IIV6_AF303741.1_00014																																							
N40.HOG0000193	OG0000385	-					Irido_IIV31_HF920637.1_00155	Irido_IIV6_AF303741.1_00020																																							
N40.HOG0000194	OG0000386	-					Irido_IIV31_HF920637.1_00171	Irido_IIV6_AF303741.1_00098																																							
N40.HOG0000195	OG0000387	-					Irido_IIV31_HF920637.1_00173	Irido_IIV6_AF303741.1_00187																																							
N40.HOG0000196	OG0000388	-					Irido_IIV31_HF920637.1_00179	Irido_IIV6_AF303741.1_00050																																							
N40.HOG0000197	OG0000389	-					Irido_IIV31_HF920637.1_00185	Irido_IIV6_AF303741.1_00167																																							
N40.HOG0000198	OG0000390	-					Irido_IIV31_HF920637.1_00186	Irido_IIV6_AF303741.1_00045																																							
N40.HOG0000199	OG0000391	-					Irido_IIV31_HF920637.1_00191	Irido_IIV6_AF303741.1_00040																																							
N40.HOG0000200	OG0000392	-					Irido_IIV31_HF920637.1_00202	Irido_IIV6_AF303741.1_00140																																							
N40.HOG0000201	OG0000393	-					Irido_IIV31_HF920637.1_00203	Irido_IIV6_AF303741.1_00190																																							
N40.HOG0000202	OG0000394	-					Irido_IIV31_HF920637.1_00207	Irido_IIV6_AF303741.1_00139																																							
N40.HOG0000203	OG0000395	-					Irido_IIV31_HF920637.1_00209	Irido_IIV6_AF303741.1_00143																																							
N40.HOG0000204	OG0000396	-					Irido_IIV31_HF920637.1_00214	Irido_IIV6_AF303741.1_00010																																							
