HOG	OG	Gene Tree Parent Clade	AF303741.1	AF371960.1	AY521625.1	AY532606.1	AY779031.1	AY894343.1	BD143114.1	GQ273492.1	HF920633.1	HF920637.1	KC244182.1	KF938901.1	KT804738.1	L63545.1	LS484712.1	MF599468.1	MG570131.1	MG570132.1	MK098185.1	MK098186.1	MK098187.1	MK689685.1	MK689686.1	MN432490.1	MN562489.1	MN803438.1	MT521409.1	MT798582.1	MT926123.1	MT986830.1	MW139932.1	NC_005946.1	NC_027778.1	OK042108.1	OK042109.1	OL310752.1	OL774653.1	OL774654.1	OL774655.1	OM037668.1	ON075463.1	ON740976.1	ON743042.1	OP009387.1	OQ475017.1
N28.HOG0000174	OG0000328	-	AF303741.1_00092									HF920637.1_00104																																			
N28.HOG0000175	OG0000329	-	AF303741.1_00097									HF920637.1_00046																																			
N28.HOG0000176	OG0000330	-	AF303741.1_00098									HF920637.1_00171																																			
N28.HOG0000177	OG0000331	-	AF303741.1_00102									HF920637.1_00088																																			
N28.HOG0000178	OG0000332	-	AF303741.1_00106									HF920637.1_00018																																			
N28.HOG0000179	OG0000333	-	AF303741.1_00111								HF920633.1_00140																																				
N28.HOG0000180	OG0000334	-	AF303741.1_00113									HF920637.1_00006																																			
N28.HOG0000181	OG0000335	-	AF303741.1_00118									HF920637.1_00126																																			
N28.HOG0000182	OG0000336	-	AF303741.1_00119									HF920637.1_00125																																			
N28.HOG0000183	OG0000337	-	AF303741.1_00131									HF920637.1_00135																																			
N28.HOG0000184	OG0000338	-	AF303741.1_00139									HF920637.1_00207																																			
N28.HOG0000185	OG0000339	-	AF303741.1_00140									HF920637.1_00202																																			
N28.HOG0000186	OG0000340	-	AF303741.1_00143									HF920637.1_00209																																			
N28.HOG0000187	OG0000341	-	AF303741.1_00155									HF920637.1_00032																																			
N28.HOG0000188	OG0000342	-	AF303741.1_00163									HF920637.1_00023																																			
N28.HOG0000189	OG0000343	-	AF303741.1_00166									HF920637.1_00002																																			
N28.HOG0000190	OG0000344	-	AF303741.1_00167									HF920637.1_00185																																			
N28.HOG0000191	OG0000345	-	AF303741.1_00172									HF920637.1_00134																																			
N28.HOG0000192	OG0000346	-	AF303741.1_00180								HF920633.1_00176																																				
N28.HOG0000193	OG0000347	-	AF303741.1_00186								HF920633.1_00055																																				
N28.HOG0000194	OG0000348	-	AF303741.1_00187									HF920637.1_00173																																			
N28.HOG0000195	OG0000349	-	AF303741.1_00190									HF920637.1_00203																																			
N28.HOG0000196	OG0000350	-	AF303741.1_00196									HF920637.1_00030																																			
N28.HOG0000197	OG0000351	-	AF303741.1_00198									HF920637.1_00007																																			
N28.HOG0000198	OG0000352	-	AF303741.1_00199									HF920637.1_00076																																			
N28.HOG0000199	OG0000354	-			AY521625.1_00008																													NC_005946.1_00035													
N28.HOG0000200	OG0000355	-			AY521625.1_00013																													NC_005946.1_00005													
N28.HOG0000201	OG0000356	-			AY521625.1_00015																													NC_005946.1_00003													
N28.HOG0000202	OG0000357	-			AY521625.1_00020																													NC_005946.1_00047													
N28.HOG0000203	OG0000358	-			AY521625.1_00039																													NC_005946.1_00018													
N28.HOG0000204	OG0000359	-			AY521625.1_00043																													NC_005946.1_00064													
N28.HOG0000205	OG0000360	-			AY521625.1_00052																													NC_005946.1_00012													
N28.HOG0000206	OG0000361	-			AY521625.1_00063																													NC_005946.1_00090													
N28.HOG0000207	OG0000362	-			AY521625.1_00068, AY521625.1_00088																																										
N28.HOG0000208	OG0000363	-			AY521625.1_00072																													NC_005946.1_00081													
N28.HOG0000209	OG0000364	-			AY521625.1_00075																													NC_005946.1_00084													
N28.HOG0000210	OG0000365	-			AY521625.1_00089													MF599468.1_00076																													
N28.HOG0000211	OG0000366	-			AY521625.1_00090																													NC_005946.1_00013													
N28.HOG0000212	OG0000367	-			AY521625.1_00097																							MN803438.1_00121																			
N28.HOG0000213	OG0000368	-			AY521625.1_00104																													NC_005946.1_00080													
N28.HOG0000214	OG0000369	-			AY521625.1_00105																													NC_005946.1_00059													
N28.HOG0000215	OG0000370	-			AY521625.1_00113																													NC_005946.1_00017													
N28.HOG0000216	OG0000371	-			AY521625.1_00117																													NC_005946.1_00077													
N28.HOG0000217	OG0000372	-			AY521625.1_00118																													NC_005946.1_00076													
N28.HOG0000218	OG0000373	-			AY521625.1_00119																													NC_005946.1_00072													
N28.HOG0000219	OG0000374	-			AY521625.1_00123																													NC_005946.1_00069													
N28.HOG0000220	OG0000375	-			AY521625.1_00125, AY521625.1_00124																																										
N28.HOG0000221	OG0000376	-			AY521625.1_00131																													NC_005946.1_00056													
N28.HOG0000222	OG0000377	-			AY521625.1_00137																													NC_005946.1_00058													
N28.HOG0000223	OG0000381	-									HF920633.1_00005			KF938901.1_00026																																	
N28.HOG0000224	OG0000382	-									HF920633.1_00006			KF938901.1_00028																																	
N28.HOG0000225	OG0000383	-									HF920633.1_00015			KF938901.1_00037																																	
N28.HOG0000226	OG0000384	-									HF920633.1_00033			KF938901.1_00149																																	
N28.HOG0000227	OG0000385	-									HF920633.1_00042			KF938901.1_00110																																	
N28.HOG0000228	OG0000386	-									HF920633.1_00045			KF938901.1_00041																																	
N28.HOG0000229	OG0000387	-									HF920633.1_00048			KF938901.1_00068																																	
N28.HOG0000230	OG0000388	-									HF920633.1_00049			KF938901.1_00004																																	
N28.HOG0000231	OG0000389	-									HF920633.1_00051			KF938901.1_00078																																	
N28.HOG0000232	OG0000390	-									HF920633.1_00052			KF938901.1_00011																																	
N28.HOG0000233	OG0000391	-									HF920633.1_00066			KF938901.1_00059																																	
N28.HOG0000234	OG0000392	-									HF920633.1_00078			KF938901.1_00042																																	
N28.HOG0000235	OG0000393	-									HF920633.1_00089			KF938901.1_00096																																	
N28.HOG0000236	OG0000394	-									HF920633.1_00090			KF938901.1_00051																																	
N28.HOG0000237	OG0000395	-									HF920633.1_00095			KF938901.1_00002																																	
N28.HOG0000238	OG0000396	-									HF920633.1_00111			KF938901.1_00132																																	
N28.HOG0000239	OG0000397	-									HF920633.1_00112	HF920637.1_00170																																			
N28.HOG0000240	OG0000398	-									HF920633.1_00115			KF938901.1_00144																																	
N28.HOG0000241	OG0000399	-									HF920633.1_00136			KF938901.1_00087																																	
N28.HOG0000242	OG0000400	-									HF920633.1_00137	HF920637.1_00027																																			
N28.HOG0000243	OG0000401	-									HF920633.1_00141			KF938901.1_00061																																	
N28.HOG0000244	OG0000402	-									HF920633.1_00142			KF938901.1_00071																																	
N28.HOG0000245	OG0000403	-									HF920633.1_00151			KF938901.1_00003																																	
N28.HOG0000246	OG0000404	-									HF920633.1_00157			KF938901.1_00129																																	
N28.HOG0000247	OG0000405	-									HF920633.1_00162			KF938901.1_00088																																	
N28.HOG0000248	OG0000406	-										HF920637.1_00038, HF920637.1_00036																																			
N28.HOG0000249	OG0000407	-										HF920637.1_00039, HF920637.1_00037																																			
N28.HOG0000250	OG0000408	-										HF920637.1_00157, HF920637.1_00051																																			
N28.HOG0000251	OG0000409	-										HF920637.1_00066, HF920637.1_00178																																			
N28.HOG0000252	OG0000410	-										HF920637.1_00078		KF938901.1_00157																																	
N28.HOG0000253	OG0000411	-										HF920637.1_00113					LS484712.1_00006																														
N28.HOG0000254	OG0000412	-														L63545.1_00006												MN803438.1_00083																			
N28.HOG0000255	OG0000413	-														L63545.1_00010												MN803438.1_00001																			
N28.HOG0000256	OG0000414	-														L63545.1_00014												MN803438.1_00015																			
N28.HOG0000257	OG0000415	-														L63545.1_00017												MN803438.1_00002																			
N28.HOG0000258	OG0000416	-														L63545.1_00019												MN803438.1_00095																			
N28.HOG0000259	OG0000417	-														L63545.1_00020												MN803438.1_00079																			
N28.HOG0000260	OG0000418	-														L63545.1_00026												MN803438.1_00040																			
N28.HOG0000261	OG0000419	-														L63545.1_00028												MN803438.1_00025																			
N28.HOG0000262	OG0000420	-														L63545.1_00031												MN803438.1_00075																			
N28.HOG0000263	OG0000421	-														L63545.1_00034												MN803438.1_00102																			
N28.HOG0000264	OG0000422	-														L63545.1_00036												MN803438.1_00062																			
N28.HOG0000265	OG0000423	-														L63545.1_00037												MN803438.1_00063																			
N28.HOG0000266	OG0000424	-														L63545.1_00038												MN803438.1_00074																			
N28.HOG0000267	OG0000425	-														L63545.1_00039												MN803438.1_00019																			
N28.HOG0000268	OG0000426	-														L63545.1_00041												MN803438.1_00085																			
N28.HOG0000269	OG0000427	-														L63545.1_00044												MN803438.1_00088																			
N28.HOG0000270	OG0000428	-														L63545.1_00045												MN803438.1_00132																			
N28.HOG0000271	OG0000429	-														L63545.1_00046												MN803438.1_00131																			
N28.HOG0000272	OG0000430	-														L63545.1_00049												MN803438.1_00091																			
N28.HOG0000273	OG0000431	-														L63545.1_00052												MN803438.1_00114																			
N28.HOG0000274	OG0000432	-														L63545.1_00053												MN803438.1_00076																			
N28.HOG0000275	OG0000433	-														L63545.1_00060												MN803438.1_00032																			
N28.HOG0000276	OG0000434	-														L63545.1_00062												MN803438.1_00086																			
N28.HOG0000277	OG0000435	-														L63545.1_00065												MN803438.1_00031																			
N28.HOG0000278	OG0000436	-														L63545.1_00070												MN803438.1_00129																			
N28.HOG0000279	OG0000437	-														L63545.1_00074												MN803438.1_00033																			
N28.HOG0000280	OG0000438	-														L63545.1_00075												MN803438.1_00090																			
N28.HOG0000281	OG0000439	-														L63545.1_00077												MN803438.1_00043																			
N28.HOG0000282	OG0000440	-														L63545.1_00078												MN803438.1_00042																			
N28.HOG0000283	OG0000441	-														L63545.1_00080												MN803438.1_00017																			
N28.HOG0000284	OG0000442	-														L63545.1_00084												MN803438.1_00139																			
N28.HOG0000285	OG0000443	-														L63545.1_00086												MN803438.1_00057																			
N28.HOG0000286	OG0000444	-														L63545.1_00089												MN803438.1_00119																			
N28.HOG0000287	OG0000445	-														L63545.1_00094												MN803438.1_00073																			
N28.HOG0000288	OG0000446	-														L63545.1_00096												MN803438.1_00134																			
N28.HOG0000289	OG0000447	-														L63545.1_00097												MN803438.1_00034																			
N28.HOG0000290	OG0000448	-														L63545.1_00099												MN803438.1_00016																			
N28.HOG0000291	OG0000449	-														L63545.1_00101												MN803438.1_00141																			
N28.HOG0000292	OG0000450	-														L63545.1_00103												MN803438.1_00060																			
N28.HOG0000293	OG0000451	-														L63545.1_00104												MN803438.1_00059																			
N28.HOG0000294	OG0000452	-														L63545.1_00107												MN803438.1_00144																			
N28.HOG0000295	OG0000453	-															LS484712.1_00042, LS484712.1_00056																														
N28.HOG0000296	OG0000454	-															LS484712.1_00099, LS484712.1_00100																														
N28.HOG0000297	OG0000455	-															LS484712.1_00125, LS484712.1_00127																														
N28.HOG0000298	OG0000456	-															LS484712.1_00171, LS484712.1_00170																														
N28.HOG0000299	OG0000457	-															LS484712.1_00213, LS484712.1_00214																														
N28.HOG0000300	OG0000458	-															LS484712.1_00216, LS484712.1_00215																														
N28.HOG0000301	OG0000459	-															LS484712.1_00245, LS484712.1_00238																														
N28.HOG0000302	OG0000460	-															LS484712.1_00279, LS484712.1_00277																														
N28.HOG0000303	OG0000461	-																MF599468.1_00094, MF599468.1_00031																													
N28.HOG0000304	OG0000462	-																MF599468.1_00078, MF599468.1_00077																													
N28.HOG0000305	OG0000463	-																MF599468.1_00144, MF599468.1_00134																													
N28.HOG0000306	OG0000464	-																MF599468.1_00169, MF599468.1_00143																													
N28.HOG0000307	OG0000466	-																										MN803438.1_00081, MN803438.1_00039																			
N28.HOG0000308	OG0000467	-																										MN803438.1_00050, MN803438.1_00061																			
N28.HOG0000309	OG0000468	-																										MN803438.1_00087, MN803438.1_00058																			
N28.HOG0000310	OG0000470	-																																NC_005946.1_00024, NC_005946.1_00025													
