	23043610003	23043610005	AB104413	AF303741	AF371960	AP017456	AY521625	AY894343	BD143114	GQ273492	HF920633	HF920637	KC244182	KF938901	KT781098	KT804738	KX643370	LS484712	MF599468	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MN562489	MN803438	MT128666	MT128667	MT521409	MT798582	MT926123	MT986830	MW139932	MW273353	MW273354	MW883593	MW883594	MW883595	MW883596	MW883597	MW883598	MW883599	MW883600	MW883601	MW883602	MW883603	MW883606	NC_003494	NC_005946	OK042108	OK042109	OL774653	OL774654	OL774655	OM037668	ON075463	ON212400	ON740976	ON743042	OP009387	OP896201	OQ475017	OQ513807	OR356116	OR536350	OR670976	PP151097	PP974677	PQ335173_PQ335174
MW883600	119.0	116.0	116.0	24.0	119.0	116.0	26.0	111.0	116.0	109.0	25.0	23.0	113.0	23.0	120.0	115.0	27.0	22.0	23.0	114.0	115.0	115.0	116.0	115.0	120.0	114.0	117.0	68.0	29.0	118.0	117.0	69.0	115.0	119.0	118.0	115.0	119.0	120.0	120.0	118.0	118.0	120.0	120.0	115.0	120.0	0.0	120.0	119.0	119.0	120.0	120.0	26.0	116.0	115.0	112.0	115.0	114.0	68.0	115.0	120.0	115.0	113.0	118.0	119.0	113.0	116.0	119.0	116.0	119.0	118.0	117.0	92.0
MW883601	119.0	116.0	116.0	24.0	119.0	116.0	26.0	111.0	116.0	109.0	25.0	23.0	113.0	23.0	120.0	115.0	27.0	22.0	23.0	114.0	115.0	115.0	116.0	115.0	120.0	114.0	117.0	68.0	29.0	118.0	117.0	69.0	115.0	119.0	118.0	115.0	119.0	120.0	120.0	118.0	118.0	120.0	120.0	115.0	120.0	120.0	0.0	119.0	119.0	120.0	120.0	26.0	116.0	115.0	112.0	115.0	114.0	68.0	115.0	120.0	115.0	113.0	118.0	119.0	113.0	116.0	119.0	116.0	119.0	118.0	117.0	92.0
MW883602	119.0	116.0	115.0	24.0	118.0	115.0	26.0	110.0	115.0	108.0	25.0	23.0	112.0	23.0	119.0	114.0	27.0	22.0	23.0	113.0	114.0	114.0	115.0	114.0	119.0	113.0	116.0	67.0	29.0	118.0	117.0	68.0	114.0	118.0	117.0	114.0	118.0	119.0	119.0	118.0	117.0	119.0	119.0	114.0	119.0	119.0	119.0	0.0	118.0	119.0	119.0	26.0	115.0	114.0	111.0	114.0	113.0	67.0	114.0	119.0	114.0	112.0	117.0	119.0	112.0	115.0	119.0	116.0	118.0	118.0	116.0	91.0
MW883603	119.0	116.0	116.0	24.0	119.0	116.0	26.0	111.0	116.0	109.0	25.0	23.0	113.0	23.0	120.0	115.0	27.0	22.0	23.0	114.0	115.0	115.0	116.0	115.0	120.0	114.0	116.0	68.0	29.0	118.0	117.0	69.0	114.0	119.0	117.0	114.0	118.0	120.0	119.0	117.0	117.0	119.0	119.0	114.0	120.0	119.0	119.0	118.0	0.0	119.0	120.0	26.0	116.0	115.0	112.0	114.0	114.0	68.0	115.0	119.0	115.0	112.0	118.0	119.0	112.0	116.0	119.0	116.0	118.0	118.0	116.0	93.0
MW883606	119.0	116.0	116.0	24.0	119.0	116.0	26.0	111.0	116.0	109.0	25.0	23.0	113.0	23.0	120.0	115.0	27.0	22.0	23.0	114.0	115.0	115.0	116.0	115.0	120.0	114.0	117.0	68.0	29.0	118.0	117.0	69.0	115.0	119.0	118.0	115.0	119.0	120.0	120.0	118.0	118.0	120.0	120.0	115.0	120.0	120.0	120.0	119.0	119.0	0.0	120.0	26.0	116.0	115.0	112.0	115.0	114.0	68.0	115.0	120.0	115.0	113.0	118.0	119.0	113.0	116.0	119.0	116.0	119.0	118.0	117.0	92.0
NC_003494	120.0	117.0	117.0	24.0	121.0	117.0	26.0	112.0	117.0	110.0	25.0	23.0	114.0	23.0	121.0	116.0	27.0	22.0	23.0	115.0	116.0	116.0	117.0	116.0	121.0	115.0	117.0	68.0	29.0	119.0	118.0	69.0	115.0	120.0	118.0	115.0	119.0	121.0	120.0	118.0	118.0	120.0	120.0	115.0	121.0	120.0	120.0	119.0	120.0	120.0	0.0	26.0	117.0	116.0	113.0	115.0	115.0	68.0	116.0	120.0	116.0	113.0	119.0	120.0	113.0	118.0	120.0	117.0	120.0	119.0	117.0	93.0
NC_005946	26.0	26.0	27.0	28.0	26.0	27.0	66.0	27.0	27.0	27.0	32.0	28.0	27.0	29.0	26.0	27.0	41.0	23.0	26.0	27.0	27.0	27.0	27.0	27.0	26.0	27.0	27.0	27.0	40.0	26.0	26.0	28.0	26.0	26.0	27.0	27.0	26.0	26.0	26.0	26.0	27.0	26.0	26.0	27.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	0.0	27.0	27.0	27.0	27.0	27.0	28.0	27.0	26.0	27.0	27.0	27.0	26.0	27.0	24.0	26.0	26.0	26.0	27.0	27.0	26.0
OK042108	116.0	114.0	121.0	24.0	116.0	121.0	26.0	115.0	121.0	112.0	25.0	23.0	118.0	23.0	117.0	120.0	27.0	22.0	23.0	115.0	116.0	120.0	121.0	120.0	118.0	119.0	115.0	65.0	28.0	115.0	114.0	66.0	116.0	117.0	117.0	119.0	116.0	117.0	116.0	115.0	116.0	116.0	116.0	119.0	117.0	116.0	116.0	115.0	116.0	116.0	117.0	27.0	0.0	120.0	117.0	119.0	119.0	65.0	120.0	116.0	120.0	117.0	118.0	116.0	114.0	113.0	116.0	114.0	116.0	116.0	114.0	91.0
OK042109	115.0	113.0	120.0	24.0	115.0	120.0	26.0	115.0	120.0	111.0	25.0	23.0	118.0	23.0	116.0	120.0	27.0	22.0	23.0	114.0	115.0	120.0	120.0	120.0	117.0	119.0	114.0	65.0	28.0	114.0	113.0	66.0	115.0	116.0	116.0	119.0	115.0	116.0	115.0	114.0	115.0	115.0	115.0	119.0	116.0	115.0	115.0	114.0	115.0	115.0	116.0	27.0	120.0	0.0	117.0	119.0	119.0	65.0	120.0	115.0	120.0	117.0	117.0	115.0	113.0	112.0	115.0	113.0	115.0	115.0	113.0	90.0
OL774653	112.0	110.0	117.0	24.0	112.0	117.0	26.0	112.0	117.0	108.0	25.0	23.0	115.0	23.0	113.0	117.0	27.0	22.0	23.0	111.0	112.0	117.0	117.0	117.0	114.0	116.0	111.0	64.0	28.0	111.0	110.0	65.0	112.0	113.0	113.0	116.0	112.0	113.0	112.0	111.0	112.0	112.0	112.0	116.0	113.0	112.0	112.0	111.0	112.0	112.0	113.0	27.0	117.0	117.0	0.0	116.0	116.0	64.0	117.0	112.0	117.0	114.0	114.0	112.0	110.0	109.0	112.0	110.0	112.0	112.0	110.0	89.0
OL774654	114.0	112.0	119.0	24.0	114.0	119.0	26.0	114.0	119.0	110.0	25.0	23.0	117.0	23.0	115.0	119.0	27.0	22.0	23.0	113.0	114.0	119.0	119.0	119.0	116.0	118.0	114.0	65.0	28.0	113.0	112.0	66.0	115.0	115.0	116.0	119.0	115.0	115.0	115.0	114.0	115.0	115.0	115.0	119.0	115.0	115.0	115.0	114.0	114.0	115.0	115.0	27.0	119.0	119.0	116.0	0.0	118.0	65.0	119.0	115.0	119.0	117.0	116.0	114.0	113.0	111.0	114.0	112.0	115.0	114.0	113.0	89.0
OL774655	114.0	112.0	119.0	24.0	114.0	119.0	26.0	114.0	119.0	110.0	25.0	23.0	117.0	23.0	115.0	119.0	27.0	22.0	23.0	113.0	114.0	119.0	119.0	119.0	116.0	118.0	113.0	64.0	28.0	113.0	112.0	65.0	114.0	115.0	115.0	118.0	114.0	115.0	114.0	113.0	114.0	114.0	114.0	118.0	115.0	114.0	114.0	113.0	114.0	114.0	115.0	27.0	119.0	119.0	116.0	118.0	0.0	64.0	119.0	114.0	119.0	116.0	116.0	114.0	112.0	111.0	114.0	112.0	114.0	114.0	112.0	90.0
OM037668	67.0	65.0	65.0	27.0	68.0	65.0	27.0	64.0	65.0	63.0	26.0	25.0	65.0	24.0	68.0	65.0	30.0	22.0	23.0	66.0	66.0	65.0	65.0	65.0	68.0	65.0	67.0	129.0	32.0	67.0	67.0	130.0	64.0	68.0	68.0	65.0	67.0	68.0	68.0	67.0	67.0	68.0	68.0	65.0	68.0	68.0	68.0	67.0	68.0	68.0	68.0	28.0	65.0	65.0	64.0	65.0	64.0	0.0	65.0	68.0	65.0	64.0	67.0	67.0	65.0	66.0	67.0	66.0	67.0	66.0	67.0	63.0
ON075463	115.0	113.0	120.0	24.0	115.0	120.0	26.0	115.0	120.0	111.0	25.0	23.0	118.0	23.0	116.0	120.0	27.0	22.0	23.0	114.0	115.0	120.0	120.0	120.0	117.0	119.0	114.0	65.0	28.0	114.0	113.0	66.0	115.0	116.0	116.0	119.0	115.0	116.0	115.0	114.0	115.0	115.0	115.0	119.0	116.0	115.0	115.0	114.0	115.0	115.0	116.0	27.0	120.0	120.0	117.0	119.0	119.0	65.0	0.0	115.0	120.0	117.0	117.0	115.0	113.0	112.0	115.0	113.0	115.0	115.0	113.0	90.0
ON212400	119.0	116.0	116.0	24.0	119.0	116.0	26.0	111.0	116.0	109.0	25.0	23.0	113.0	23.0	120.0	115.0	27.0	22.0	23.0	114.0	115.0	115.0	116.0	115.0	120.0	114.0	117.0	68.0	29.0	118.0	117.0	69.0	115.0	119.0	118.0	115.0	119.0	120.0	120.0	118.0	118.0	120.0	120.0	115.0	120.0	120.0	120.0	119.0	119.0	120.0	120.0	26.0	116.0	115.0	112.0	115.0	114.0	68.0	115.0	0.0	115.0	113.0	118.0	119.0	113.0	116.0	119.0	116.0	119.0	118.0	117.0	92.0
ON740976	115.0	113.0	120.0	24.0	115.0	120.0	26.0	115.0	120.0	111.0	25.0	23.0	118.0	23.0	116.0	120.0	27.0	22.0	23.0	114.0	115.0	120.0	120.0	120.0	117.0	119.0	114.0	65.0	28.0	114.0	113.0	66.0	115.0	116.0	116.0	119.0	115.0	116.0	115.0	114.0	115.0	115.0	115.0	119.0	116.0	115.0	115.0	114.0	115.0	115.0	116.0	27.0	120.0	120.0	117.0	119.0	119.0	65.0	120.0	115.0	0.0	117.0	117.0	115.0	113.0	112.0	115.0	113.0	115.0	115.0	113.0	90.0
ON743042	112.0	110.0	117.0	24.0	112.0	117.0	25.0	112.0	117.0	108.0	25.0	23.0	116.0	23.0	113.0	117.0	27.0	22.0	23.0	111.0	112.0	117.0	117.0	117.0	114.0	116.0	112.0	64.0	28.0	111.0	110.0	65.0	113.0	113.0	114.0	117.0	113.0	113.0	113.0	112.0	113.0	113.0	113.0	117.0	113.0	113.0	113.0	112.0	112.0	113.0	113.0	27.0	117.0	117.0	114.0	117.0	116.0	64.0	117.0	113.0	117.0	0.0	114.0	112.0	111.0	109.0	112.0	110.0	113.0	112.0	112.0	87.0
OP009387	119.0	116.0	118.0	24.0	118.0	118.0	26.0	114.0	118.0	110.0	25.0	23.0	115.0	23.0	119.0	117.0	27.0	22.0	23.0	115.0	116.0	117.0	118.0	117.0	120.0	116.0	118.0	67.0	29.0	117.0	116.0	68.0	116.0	119.0	119.0	116.0	117.0	119.0	118.0	117.0	119.0	118.0	118.0	116.0	119.0	118.0	118.0	117.0	118.0	118.0	119.0	27.0	118.0	117.0	114.0	116.0	116.0	67.0	117.0	118.0	117.0	114.0	0.0	118.0	113.0	115.0	118.0	115.0	117.0	119.0	117.0	92.0
OP896201	120.0	117.0	116.0	24.0	119.0	116.0	26.0	111.0	116.0	109.0	25.0	23.0	113.0	23.0	120.0	115.0	27.0	22.0	23.0	114.0	115.0	115.0	116.0	115.0	120.0	114.0	116.0	67.0	29.0	119.0	118.0	68.0	114.0	119.0	117.0	114.0	118.0	120.0	119.0	118.0	117.0	119.0	119.0	114.0	120.0	119.0	119.0	119.0	119.0	119.0	120.0	26.0	116.0	115.0	112.0	114.0	114.0	67.0	115.0	119.0	115.0	112.0	118.0	0.0	112.0	116.0	120.0	117.0	118.0	119.0	116.0	92.0
OQ475017	112.0	110.0	114.0	24.0	113.0	114.0	26.0	109.0	114.0	107.0	25.0	23.0	111.0	23.0	113.0	113.0	27.0	22.0	23.0	113.0	114.0	113.0	114.0	113.0	113.0	112.0	113.0	65.0	28.0	111.0	110.0	66.0	110.0	112.0	113.0	113.0	113.0	113.0	113.0	112.0	113.0	113.0	113.0	113.0	113.0	113.0	113.0	112.0	112.0	113.0	113.0	27.0	114.0	113.0	110.0	113.0	112.0	65.0	113.0	113.0	113.0	111.0	113.0	112.0	0.0	109.0	112.0	110.0	113.0	112.0	111.0	89.0
OQ513807	116.0	113.0	113.0	22.0	117.0	113.0	24.0	108.0	113.0	106.0	23.0	21.0	110.0	22.0	117.0	112.0	25.0	20.0	21.0	111.0	112.0	112.0	113.0	112.0	117.0	111.0	113.0	66.0	27.0	115.0	114.0	67.0	111.0	116.0	114.0	111.0	115.0	117.0	116.0	114.0	114.0	116.0	116.0	111.0	117.0	116.0	116.0	115.0	116.0	116.0	118.0	24.0	113.0	112.0	109.0	111.0	111.0	66.0	112.0	116.0	112.0	109.0	115.0	116.0	109.0	0.0	116.0	113.0	116.0	115.0	113.0	90.0
OR356116	120.0	117.0	116.0	24.0	119.0	116.0	26.0	111.0	116.0	109.0	25.0	23.0	113.0	23.0	120.0	115.0	27.0	22.0	23.0	114.0	115.0	115.0	116.0	115.0	120.0	114.0	116.0	67.0	29.0	119.0	118.0	68.0	114.0	119.0	117.0	114.0	118.0	120.0	119.0	118.0	117.0	119.0	119.0	114.0	120.0	119.0	119.0	119.0	119.0	119.0	120.0	26.0	116.0	115.0	112.0	114.0	114.0	67.0	115.0	119.0	115.0	112.0	118.0	120.0	112.0	116.0	0.0	117.0	118.0	119.0	116.0	92.0
OR536350	117.0	114.0	114.0	24.0	116.0	114.0	26.0	110.0	114.0	107.0	25.0	23.0	111.0	23.0	117.0	113.0	27.0	22.0	23.0	112.0	113.0	113.0	114.0	113.0	117.0	112.0	113.0	66.0	28.0	117.0	117.0	67.0	112.0	117.0	114.0	112.0	116.0	117.0	116.0	115.0	114.0	116.0	116.0	112.0	117.0	116.0	116.0	116.0	116.0	116.0	117.0	26.0	114.0	113.0	110.0	112.0	112.0	66.0	113.0	116.0	113.0	110.0	115.0	117.0	110.0	113.0	117.0	0.0	116.0	116.0	113.0	90.0
OR670976	118.0	115.0	116.0	24.0	119.0	116.0	26.0	111.0	116.0	109.0	25.0	23.0	113.0	23.0	119.0	115.0	27.0	22.0	23.0	114.0	115.0	115.0	116.0	115.0	119.0	114.0	116.0	67.0	28.0	117.0	116.0	68.0	115.0	118.0	117.0	115.0	119.0	119.0	119.0	117.0	117.0	119.0	119.0	115.0	119.0	119.0	119.0	118.0	118.0	119.0	120.0	26.0	116.0	115.0	112.0	115.0	114.0	67.0	115.0	119.0	115.0	113.0	117.0	118.0	113.0	116.0	118.0	116.0	0.0	117.0	116.0	92.0
PP151097	119.0	116.0	116.0	24.0	118.0	116.0	26.0	112.0	116.0	109.0	25.0	23.0	113.0	23.0	119.0	115.0	27.0	22.0	23.0	114.0	115.0	115.0	116.0	115.0	119.0	114.0	117.0	66.0	29.0	118.0	117.0	67.0	114.0	118.0	117.0	114.0	117.0	119.0	118.0	117.0	118.0	118.0	118.0	114.0	119.0	118.0	118.0	118.0	118.0	118.0	119.0	27.0	116.0	115.0	112.0	114.0	114.0	66.0	115.0	118.0	115.0	112.0	119.0	119.0	112.0	115.0	119.0	116.0	117.0	0.0	117.0	91.0
PP974677	116.0	113.0	114.0	24.0	116.0	114.0	26.0	110.0	114.0	107.0	25.0	23.0	112.0	23.0	117.0	113.0	27.0	22.0	23.0	112.0	113.0	113.0	114.0	113.0	117.0	112.0	116.0	67.0	29.0	115.0	114.0	68.0	113.0	116.0	116.0	113.0	116.0	117.0	117.0	115.0	117.0	117.0	117.0	113.0	117.0	117.0	117.0	116.0	116.0	117.0	117.0	27.0	114.0	113.0	110.0	113.0	112.0	67.0	113.0	117.0	113.0	112.0	117.0	116.0	111.0	113.0	116.0	113.0	116.0	117.0	0.0	89.0
PQ335173_PQ335174	92.0	91.0	91.0	24.0	92.0	91.0	26.0	86.0	91.0	87.0	25.0	23.0	89.0	23.0	93.0	90.0	27.0	22.0	23.0	92.0	93.0	90.0	91.0	90.0	93.0	89.0	90.0	62.0	28.0	91.0	90.0	64.0	89.0	92.0	92.0	89.0	92.0	93.0	92.0	91.0	91.0	92.0	92.0	89.0	93.0	92.0	92.0	91.0	93.0	92.0	93.0	26.0	91.0	90.0	89.0	89.0	90.0	63.0	90.0	92.0	90.0	87.0	92.0	92.0	89.0	90.0	92.0	90.0	92.0	91.0	89.0	0.0
