Orthogroup	AB104413	AF371960	AP017456	AY894343	BD143114	GQ273492	KC244182	KT781098	KT804738	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MN562489	MT128666	MT128667	MT521409	MT798582	MT926123	MT986830	MW139932	MW273353	MW273354	MW883593	MW883594	MW883595	MW883596	MW883597	MW883598	MW883599	MW883600	MW883601	MW883602	MW883603	MW883606	NC_003494	OK042108	OK042109	OL774653	OL774654	OL774655	OM037668	ON075463	ON212400	ON740976	ON743042	OP009387	OP896201	OQ475017	OQ513807	OR356116	OR536350	OR670976	PP151097	PP974677	PQ335173_PQ335174
OG0000068	MK689686.1_00040 hypothetical protein	AF371960.1_00042 hypothetical protein	MK689686.1_00040 hypothetical protein	MK689686.1_00040 hypothetical protein	MK689686.1_00040 hypothetical protein	GQ273492.1_00041 hypothetical protein	MK689686.1_00040 hypothetical protein	AF371960.1_00042 hypothetical protein	MK689686.1_00040 hypothetical protein	MG570131.1_00042 hypothetical protein	MG570132.1_00042 hypothetical protein	MK689686.1_00040 hypothetical protein	MK689686.1_00040 hypothetical protein	MK689686.1_00040 hypothetical protein	AF371960.1_00042 hypothetical protein	MK689686.1_00040 hypothetical protein	AF371960.1_00042 hypothetical protein		AF371960.1_00042 hypothetical protein	AF371960.1_00042 hypothetical protein		MK689686.1_00040 hypothetical protein	AF371960.1_00042 hypothetical protein	AF371960.1_00042 hypothetical protein	MK689686.1_00040 hypothetical protein	AF371960.1_00042 hypothetical protein	AF371960.1_00042 hypothetical protein	AF371960.1_00042 hypothetical protein	AF371960.1_00042 hypothetical protein	AF371960.1_00042 hypothetical protein	AF371960.1_00042 hypothetical protein	AF371960.1_00042 hypothetical protein	MK689686.1_00040 hypothetical protein	AF371960.1_00042 hypothetical protein	AF371960.1_00042 hypothetical protein	AF371960.1_00042 hypothetical protein	AF371960.1_00042 hypothetical protein	AF371960.1_00042 hypothetical protein	AF371960.1_00042 hypothetical protein	AF371960.1_00042 hypothetical protein	MK689686.1_00040 hypothetical protein	MK689686.1_00040 hypothetical protein	MK689686.1_00040 hypothetical protein	MK689686.1_00040 hypothetical protein	MK689686.1_00040 hypothetical protein		MK689686.1_00040 hypothetical protein	AF371960.1_00042 hypothetical protein	MK689686.1_00040 hypothetical protein	MK689686.1_00040 hypothetical protein	AF371960.1_00042 hypothetical protein	AF371960.1_00042 hypothetical protein	OQ475017.1_00041 OQ475017.1 - hypothetical protein translation	AF371960.1_00042 hypothetical protein	AF371960.1_00042 hypothetical protein	AF371960.1_00042 hypothetical protein	AF371960.1_00042 hypothetical protein	AF371960.1_00042 hypothetical protein	AF371960.1_00042 hypothetical protein	PQ335173_PQ335174_00098 PQ335173_PQ335174 - hypothetical protein translation
OG0000069	MK689686.1_00042 hypothetical protein	AF371960.1_00044 hypothetical protein	MK689686.1_00042 hypothetical protein	MK689686.1_00042 hypothetical protein	MK689686.1_00042 hypothetical protein	GQ273492.1_00043 hypothetical protein	MK689686.1_00042 hypothetical protein	AF371960.1_00044 hypothetical protein	MK689686.1_00042 hypothetical protein	MG570131.1_00044 hypothetical protein	MG570132.1_00044 hypothetical protein	MK689686.1_00042 hypothetical protein	MK689686.1_00042 hypothetical protein	MK689686.1_00042 hypothetical protein	AF371960.1_00044 hypothetical protein	MK689686.1_00042 hypothetical protein	AF371960.1_00044 hypothetical protein		AF371960.1_00044 hypothetical protein	AF371960.1_00044 hypothetical protein		MK689686.1_00042 hypothetical protein	AF371960.1_00044 hypothetical protein	AF371960.1_00044 hypothetical protein	MK689686.1_00042 hypothetical protein	AF371960.1_00044 hypothetical protein	AF371960.1_00044 hypothetical protein	AF371960.1_00044 hypothetical protein	AF371960.1_00044 hypothetical protein	AF371960.1_00044 hypothetical protein	AF371960.1_00044 hypothetical protein	AF371960.1_00044 hypothetical protein	MK689686.1_00042 hypothetical protein	AF371960.1_00044 hypothetical protein	AF371960.1_00044 hypothetical protein	AF371960.1_00044 hypothetical protein	AF371960.1_00044 hypothetical protein	AF371960.1_00044 hypothetical protein	AF371960.1_00044 hypothetical protein	AF371960.1_00044 hypothetical protein	MK689686.1_00042 hypothetical protein	MK689686.1_00042 hypothetical protein	MK689686.1_00042 hypothetical protein	MK689686.1_00042 hypothetical protein	MK689686.1_00042 hypothetical protein		MK689686.1_00042 hypothetical protein	AF371960.1_00044 hypothetical protein	MK689686.1_00042 hypothetical protein	MK689686.1_00042 hypothetical protein	AF371960.1_00044 hypothetical protein	AF371960.1_00044 hypothetical protein	OQ475017.1_00043 OQ475017.1 - hypothetical protein translation	AF371960.1_00044 hypothetical protein	AF371960.1_00044 hypothetical protein	AF371960.1_00044 hypothetical protein	AF371960.1_00044 hypothetical protein	AF371960.1_00044 hypothetical protein	AF371960.1_00044 hypothetical protein	PQ335173_PQ335174_00096 PQ335173_PQ335174 - hypothetical protein translation
OG0000070	MK689686.1_00044 hypothetical protein	AF371960.1_00046 hypothetical protein	MK689686.1_00044 hypothetical protein	MK689686.1_00044 hypothetical protein	MK689686.1_00044 hypothetical protein	GQ273492.1_00045 hypothetical protein	MK689686.1_00044 hypothetical protein	AF371960.1_00046 hypothetical protein	MK689686.1_00044 hypothetical protein	MG570131.1_00046 hypothetical protein	MG570132.1_00046 hypothetical protein	MK689686.1_00044 hypothetical protein	MK689686.1_00044 hypothetical protein	MK689686.1_00044 hypothetical protein	AF371960.1_00046 hypothetical protein	MK689686.1_00044 hypothetical protein	AF371960.1_00046 hypothetical protein		AF371960.1_00046 hypothetical protein	AF371960.1_00046 hypothetical protein		MK689686.1_00044 hypothetical protein	AF371960.1_00046 hypothetical protein	AF371960.1_00046 hypothetical protein	MK689686.1_00044 hypothetical protein	AF371960.1_00046 hypothetical protein	AF371960.1_00046 hypothetical protein	AF371960.1_00046 hypothetical protein	AF371960.1_00046 hypothetical protein	AF371960.1_00046 hypothetical protein	AF371960.1_00046 hypothetical protein	AF371960.1_00046 hypothetical protein	MK689686.1_00044 hypothetical protein	AF371960.1_00046 hypothetical protein	AF371960.1_00046 hypothetical protein	AF371960.1_00046 hypothetical protein	AF371960.1_00046 hypothetical protein	AF371960.1_00046 hypothetical protein	AF371960.1_00046 hypothetical protein	AF371960.1_00046 hypothetical protein	MK689686.1_00044 hypothetical protein	MK689686.1_00044 hypothetical protein	MK689686.1_00044 hypothetical protein	MK689686.1_00044 hypothetical protein	MK689686.1_00044 hypothetical protein		MK689686.1_00044 hypothetical protein	AF371960.1_00046 hypothetical protein	MK689686.1_00044 hypothetical protein	MK689686.1_00044 hypothetical protein	AF371960.1_00046 hypothetical protein	AF371960.1_00046 hypothetical protein	OQ475017.1_00045 OQ475017.1 - hypothetical protein translation	AF371960.1_00046 hypothetical protein	AF371960.1_00046 hypothetical protein	AF371960.1_00046 hypothetical protein	AF371960.1_00046 hypothetical protein	AF371960.1_00046 hypothetical protein	AF371960.1_00046 hypothetical protein	PQ335173_PQ335174_00094 PQ335173_PQ335174 - hypothetical protein translation
OG0000071	MK689686.1_00045 hypothetical protein	AF371960.1_00047 hypothetical protein	MK689686.1_00045 hypothetical protein	MK689686.1_00045 hypothetical protein	MK689686.1_00045 hypothetical protein	GQ273492.1_00046 hypothetical protein	MK689686.1_00045 hypothetical protein	AF371960.1_00047 hypothetical protein	MK689686.1_00045 hypothetical protein	MG570131.1_00047 hypothetical protein	MG570132.1_00047 hypothetical protein	MK689686.1_00045 hypothetical protein	MK689686.1_00045 hypothetical protein	MK689686.1_00045 hypothetical protein	AF371960.1_00047 hypothetical protein	MK689686.1_00045 hypothetical protein	AF371960.1_00047 hypothetical protein		AF371960.1_00047 hypothetical protein	AF371960.1_00047 hypothetical protein		MK689686.1_00045 hypothetical protein	AF371960.1_00047 hypothetical protein	AF371960.1_00047 hypothetical protein	MK689686.1_00045 hypothetical protein	AF371960.1_00047 hypothetical protein	AF371960.1_00047 hypothetical protein	AF371960.1_00047 hypothetical protein	AF371960.1_00047 hypothetical protein	AF371960.1_00047 hypothetical protein	AF371960.1_00047 hypothetical protein	AF371960.1_00047 hypothetical protein	MK689686.1_00045 hypothetical protein	AF371960.1_00047 hypothetical protein	AF371960.1_00047 hypothetical protein	AF371960.1_00047 hypothetical protein	AF371960.1_00047 hypothetical protein	AF371960.1_00047 hypothetical protein	AF371960.1_00047 hypothetical protein	AF371960.1_00047 hypothetical protein	MK689686.1_00045 hypothetical protein	MK689686.1_00045 hypothetical protein	MK689686.1_00045 hypothetical protein	MK689686.1_00045 hypothetical protein	MK689686.1_00045 hypothetical protein		MK689686.1_00045 hypothetical protein	AF371960.1_00047 hypothetical protein	MK689686.1_00045 hypothetical protein	MK689686.1_00045 hypothetical protein	AF371960.1_00047 hypothetical protein	AF371960.1_00047 hypothetical protein	OQ475017.1_00046 OQ475017.1 - hypothetical protein translation	AF371960.1_00047 hypothetical protein	AF371960.1_00047 hypothetical protein	AF371960.1_00047 hypothetical protein	AF371960.1_00047 hypothetical protein	AF371960.1_00047 hypothetical protein	AF371960.1_00047 hypothetical protein	PQ335173_PQ335174_00093 PQ335173_PQ335174 - hypothetical protein translation
OG0000072	MK689686.1_00050 hypothetical protein	AF371960.1_00051 hypothetical protein	MK689686.1_00050 hypothetical protein	MK689686.1_00050 hypothetical protein	MK689686.1_00050 hypothetical protein	GQ273492.1_00050 hypothetical protein	MK689686.1_00050 hypothetical protein	AF371960.1_00051 hypothetical protein	MK689686.1_00050 hypothetical protein	MG570131.1_00051 hypothetical protein	MG570132.1_00051 hypothetical protein	MK689686.1_00050 hypothetical protein	MK689686.1_00050 hypothetical protein	MK689686.1_00050 hypothetical protein	AF371960.1_00051 hypothetical protein	MK689686.1_00050 hypothetical protein	AF371960.1_00051 hypothetical protein		AF371960.1_00051 hypothetical protein	AF371960.1_00051 hypothetical protein		MK689686.1_00050 hypothetical protein	AF371960.1_00051 hypothetical protein	AF371960.1_00051 hypothetical protein	MK689686.1_00050 hypothetical protein	AF371960.1_00051 hypothetical protein	AF371960.1_00051 hypothetical protein	AF371960.1_00051 hypothetical protein	AF371960.1_00051 hypothetical protein	AF371960.1_00051 hypothetical protein	AF371960.1_00051 hypothetical protein	AF371960.1_00051 hypothetical protein	MK689686.1_00050 hypothetical protein	AF371960.1_00051 hypothetical protein	AF371960.1_00051 hypothetical protein	AF371960.1_00051 hypothetical protein	AF371960.1_00051 hypothetical protein	AF371960.1_00051 hypothetical protein	AF371960.1_00051 hypothetical protein	AF371960.1_00051 hypothetical protein	MK689686.1_00050 hypothetical protein	MK689686.1_00050 hypothetical protein	MK689686.1_00050 hypothetical protein	MK689686.1_00050 hypothetical protein	MK689686.1_00050 hypothetical protein		MK689686.1_00050 hypothetical protein	AF371960.1_00051 hypothetical protein	MK689686.1_00050 hypothetical protein	MK689686.1_00050 hypothetical protein	AF371960.1_00051 hypothetical protein	AF371960.1_00051 hypothetical protein	OQ475017.1_00050 OQ475017.1 - hypothetical protein translation	AF371960.1_00051 hypothetical protein	AF371960.1_00051 hypothetical protein	AF371960.1_00051 hypothetical protein	AF371960.1_00051 hypothetical protein	AF371960.1_00051 hypothetical protein	AF371960.1_00051 hypothetical protein	PQ335173_PQ335174_00089 PQ335173_PQ335174 - hypothetical protein translation
OG0000073	MK689686.1_00051 hypothetical protein	AF371960.1_00052 hypothetical protein	MK689686.1_00051 hypothetical protein	MK689686.1_00051 hypothetical protein	MK689686.1_00051 hypothetical protein	GQ273492.1_00051 hypothetical protein	MK689686.1_00051 hypothetical protein	AF371960.1_00052 hypothetical protein	MK689686.1_00051 hypothetical protein	MG570131.1_00052 hypothetical protein	MG570132.1_00052 hypothetical protein	MK689686.1_00051 hypothetical protein	MK689686.1_00051 hypothetical protein	MK689686.1_00051 hypothetical protein	AF371960.1_00052 hypothetical protein	MK689686.1_00051 hypothetical protein	AF371960.1_00052 hypothetical protein		AF371960.1_00052 hypothetical protein	AF371960.1_00052 hypothetical protein		MK689686.1_00051 hypothetical protein	AF371960.1_00052 hypothetical protein	AF371960.1_00052 hypothetical protein	MK689686.1_00051 hypothetical protein	AF371960.1_00052 hypothetical protein	AF371960.1_00052 hypothetical protein	AF371960.1_00052 hypothetical protein	AF371960.1_00052 hypothetical protein	AF371960.1_00052 hypothetical protein	AF371960.1_00052 hypothetical protein	AF371960.1_00052 hypothetical protein	MK689686.1_00051 hypothetical protein	AF371960.1_00052 hypothetical protein	AF371960.1_00052 hypothetical protein	AF371960.1_00052 hypothetical protein	AF371960.1_00052 hypothetical protein	AF371960.1_00052 hypothetical protein	AF371960.1_00052 hypothetical protein	AF371960.1_00052 hypothetical protein	MK689686.1_00051 hypothetical protein	MK689686.1_00051 hypothetical protein	MK689686.1_00051 hypothetical protein	MK689686.1_00051 hypothetical protein	MK689686.1_00051 hypothetical protein		MK689686.1_00051 hypothetical protein	AF371960.1_00052 hypothetical protein	MK689686.1_00051 hypothetical protein	MK689686.1_00051 hypothetical protein	AF371960.1_00052 hypothetical protein	AF371960.1_00052 hypothetical protein	OQ475017.1_00051 OQ475017.1 - hypothetical protein translation	AF371960.1_00052 hypothetical protein	AF371960.1_00052 hypothetical protein	AF371960.1_00052 hypothetical protein	AF371960.1_00052 hypothetical protein	AF371960.1_00052 hypothetical protein	AF371960.1_00052 hypothetical protein	PQ335173_PQ335174_00088 PQ335173_PQ335174 - hypothetical protein translation
OG0000074	MK689686.1_00061 hypothetical protein	AF371960.1_00063 hypothetical protein	MK689686.1_00061 hypothetical protein	MK689686.1_00061 hypothetical protein	MK689686.1_00061 hypothetical protein	GQ273492.1_00062 hypothetical protein	MK689686.1_00061 hypothetical protein	AF371960.1_00063 hypothetical protein	MK689686.1_00061 hypothetical protein	MG570131.1_00062 hypothetical protein	MG570132.1_00062 hypothetical protein	MK689686.1_00061 hypothetical protein	MK689686.1_00061 hypothetical protein	MK689686.1_00061 hypothetical protein	AF371960.1_00063 hypothetical protein	MK689686.1_00061 hypothetical protein	AF371960.1_00063 hypothetical protein		AF371960.1_00063 hypothetical protein	AF371960.1_00063 hypothetical protein		MK689686.1_00061 hypothetical protein	AF371960.1_00063 hypothetical protein	AF371960.1_00063 hypothetical protein	MK689686.1_00061 hypothetical protein	AF371960.1_00063 hypothetical protein	AF371960.1_00063 hypothetical protein	AF371960.1_00063 hypothetical protein	AF371960.1_00063 hypothetical protein	AF371960.1_00063 hypothetical protein	AF371960.1_00063 hypothetical protein	AF371960.1_00063 hypothetical protein	MK689686.1_00061 hypothetical protein	AF371960.1_00063 hypothetical protein	AF371960.1_00063 hypothetical protein	AF371960.1_00063 hypothetical protein	AF371960.1_00063 hypothetical protein	AF371960.1_00063 hypothetical protein	AF371960.1_00063 hypothetical protein	AF371960.1_00063 hypothetical protein	MK689686.1_00061 hypothetical protein	MK689686.1_00061 hypothetical protein	MK689686.1_00061 hypothetical protein	MK689686.1_00061 hypothetical protein	MK689686.1_00061 hypothetical protein		MK689686.1_00061 hypothetical protein	AF371960.1_00063 hypothetical protein	MK689686.1_00061 hypothetical protein	MK689686.1_00061 hypothetical protein	AF371960.1_00063 hypothetical protein	AF371960.1_00063 hypothetical protein	OQ475017.1_00061 OQ475017.1 - hypothetical protein translation	AF371960.1_00063 hypothetical protein	AF371960.1_00063 hypothetical protein	AF371960.1_00063 hypothetical protein	AF371960.1_00063 hypothetical protein	AF371960.1_00063 hypothetical protein	AF371960.1_00063 hypothetical protein	PQ335173_PQ335174_00079 PQ335173_PQ335174 - hypothetical protein translation
OG0000075	MK689686.1_00067 hypothetical protein	AF371960.1_00069 hypothetical protein	MK689686.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein	GQ273492.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein	MG570131.1_00067 hypothetical protein	MG570132.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein	AF371960.1_00069 hypothetical protein	MK689686.1_00067 hypothetical protein	AF371960.1_00069 hypothetical protein		AF371960.1_00069 hypothetical protein	AF371960.1_00069 hypothetical protein		MK689686.1_00067 hypothetical protein	AF371960.1_00069 hypothetical protein	AF371960.1_00069 hypothetical protein	MK689686.1_00067 hypothetical protein	AF371960.1_00069 hypothetical protein	AF371960.1_00069 hypothetical protein	AF371960.1_00069 hypothetical protein	AF371960.1_00069 hypothetical protein	AF371960.1_00069 hypothetical protein	AF371960.1_00069 hypothetical protein	AF371960.1_00069 hypothetical protein	MK689686.1_00067 hypothetical protein	AF371960.1_00069 hypothetical protein	AF371960.1_00069 hypothetical protein	AF371960.1_00069 hypothetical protein	AF371960.1_00069 hypothetical protein	AF371960.1_00069 hypothetical protein	AF371960.1_00069 hypothetical protein	AF371960.1_00069 hypothetical protein	MK689686.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein		MK689686.1_00067 hypothetical protein	AF371960.1_00069 hypothetical protein	MK689686.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein	AF371960.1_00069 hypothetical protein	AF371960.1_00069 hypothetical protein	OQ475017.1_00066 OQ475017.1 - hypothetical protein translation	AF371960.1_00069 hypothetical protein	AF371960.1_00069 hypothetical protein	AF371960.1_00069 hypothetical protein	AF371960.1_00069 hypothetical protein	AF371960.1_00069 hypothetical protein	AF371960.1_00069 hypothetical protein	PQ335173_PQ335174_00073 PQ335173_PQ335174 - hypothetical protein translation
OG0000076	MK689686.1_00075 hypothetical protein	AF371960.1_00079 hypothetical protein	MK689686.1_00075 hypothetical protein	MK689686.1_00075 hypothetical protein	MK689686.1_00075 hypothetical protein	GQ273492.1_00074 hypothetical protein	MK689686.1_00075 hypothetical protein	AF371960.1_00079 hypothetical protein	MK689686.1_00075 hypothetical protein	MG570131.1_00074 hypothetical protein	MG570132.1_00074 hypothetical protein	MK689686.1_00075 hypothetical protein	MK689686.1_00075 hypothetical protein	MK689686.1_00075 hypothetical protein	AF371960.1_00079 hypothetical protein	MK689686.1_00075 hypothetical protein	AF371960.1_00079 hypothetical protein		AF371960.1_00079 hypothetical protein	AF371960.1_00079 hypothetical protein		MK689686.1_00075 hypothetical protein	AF371960.1_00079 hypothetical protein	AF371960.1_00079 hypothetical protein	MK689686.1_00075 hypothetical protein	AF371960.1_00079 hypothetical protein	AF371960.1_00079 hypothetical protein	AF371960.1_00079 hypothetical protein	AF371960.1_00079 hypothetical protein	AF371960.1_00079 hypothetical protein	AF371960.1_00079 hypothetical protein	AF371960.1_00079 hypothetical protein	MK689686.1_00075 hypothetical protein	AF371960.1_00079 hypothetical protein	AF371960.1_00079 hypothetical protein	AF371960.1_00079 hypothetical protein	AF371960.1_00079 hypothetical protein	AF371960.1_00079 hypothetical protein	AF371960.1_00079 hypothetical protein	AF371960.1_00079 hypothetical protein	MK689686.1_00075 hypothetical protein	MK689686.1_00075 hypothetical protein	MK689686.1_00075 hypothetical protein	MK689686.1_00075 hypothetical protein	MK689686.1_00075 hypothetical protein		MK689686.1_00075 hypothetical protein	AF371960.1_00079 hypothetical protein	MK689686.1_00075 hypothetical protein	MK689686.1_00075 hypothetical protein	AF371960.1_00079 hypothetical protein	AF371960.1_00079 hypothetical protein	OQ475017.1_00074 OQ475017.1 - hypothetical protein translation	AF371960.1_00079 hypothetical protein	AF371960.1_00079 hypothetical protein	AF371960.1_00079 hypothetical protein	AF371960.1_00079 hypothetical protein	AF371960.1_00079 hypothetical protein	AF371960.1_00079 hypothetical protein	PQ335173_PQ335174_00067 PQ335173_PQ335174 - hypothetical protein translation
OG0000077	MK689686.1_00082 hypothetical protein	AF371960.1_00086 hypothetical protein	MK689686.1_00082 hypothetical protein	MK689686.1_00082 hypothetical protein	MK689686.1_00082 hypothetical protein	GQ273492.1_00081 hypothetical protein	MK689686.1_00082 hypothetical protein	AF371960.1_00086 hypothetical protein	MK689686.1_00082 hypothetical protein	MG570131.1_00081 hypothetical protein	MG570132.1_00081 hypothetical protein	MK689686.1_00082 hypothetical protein	MK689686.1_00082 hypothetical protein	MK689686.1_00082 hypothetical protein	AF371960.1_00086 hypothetical protein	MK689686.1_00082 hypothetical protein	AF371960.1_00086 hypothetical protein		AF371960.1_00086 hypothetical protein	AF371960.1_00086 hypothetical protein		MK689686.1_00082 hypothetical protein	AF371960.1_00086 hypothetical protein	AF371960.1_00086 hypothetical protein	MK689686.1_00082 hypothetical protein	AF371960.1_00086 hypothetical protein	AF371960.1_00086 hypothetical protein	AF371960.1_00086 hypothetical protein	AF371960.1_00086 hypothetical protein	AF371960.1_00086 hypothetical protein	AF371960.1_00086 hypothetical protein	AF371960.1_00086 hypothetical protein	MK689686.1_00082 hypothetical protein	AF371960.1_00086 hypothetical protein	AF371960.1_00086 hypothetical protein	AF371960.1_00086 hypothetical protein	AF371960.1_00086 hypothetical protein	AF371960.1_00086 hypothetical protein	AF371960.1_00086 hypothetical protein	AF371960.1_00086 hypothetical protein	MK689686.1_00082 hypothetical protein	MK689686.1_00082 hypothetical protein	MK689686.1_00082 hypothetical protein	MK689686.1_00082 hypothetical protein	MK689686.1_00082 hypothetical protein		MK689686.1_00082 hypothetical protein	AF371960.1_00086 hypothetical protein	MK689686.1_00082 hypothetical protein	MK689686.1_00082 hypothetical protein	AF371960.1_00086 hypothetical protein	AF371960.1_00086 hypothetical protein	OQ475017.1_00081 OQ475017.1 - hypothetical protein translation	AF371960.1_00086 hypothetical protein	AF371960.1_00086 hypothetical protein	AF371960.1_00086 hypothetical protein	AF371960.1_00086 hypothetical protein	AF371960.1_00086 hypothetical protein	AF371960.1_00086 hypothetical protein	PQ335173_PQ335174_00062 PQ335173_PQ335174 - hypothetical protein translation
OG0000078	MK689686.1_00083 hypothetical protein	AF371960.1_00087 hypothetical protein	MK689686.1_00083 hypothetical protein	MK689686.1_00083 hypothetical protein	MK689686.1_00083 hypothetical protein	ORF78R_refgen ORF78R	MK689686.1_00083 hypothetical protein	AF371960.1_00087 hypothetical protein	MK689686.1_00083 hypothetical protein	MG570131.1_00082 hypothetical protein	MG570132.1_00082 hypothetical protein	MK689686.1_00083 hypothetical protein	MK689686.1_00083 hypothetical protein	MK689686.1_00083 hypothetical protein	AF371960.1_00087 hypothetical protein	MK689686.1_00083 hypothetical protein	AF371960.1_00087 hypothetical protein		AF371960.1_00087 hypothetical protein	AF371960.1_00087 hypothetical protein		MK689686.1_00083 hypothetical protein	AF371960.1_00087 hypothetical protein	AF371960.1_00087 hypothetical protein	MK689686.1_00083 hypothetical protein	AF371960.1_00087 hypothetical protein	AF371960.1_00087 hypothetical protein	AF371960.1_00087 hypothetical protein	AF371960.1_00087 hypothetical protein	AF371960.1_00087 hypothetical protein	AF371960.1_00087 hypothetical protein	AF371960.1_00087 hypothetical protein	MK689686.1_00083 hypothetical protein	AF371960.1_00087 hypothetical protein	AF371960.1_00087 hypothetical protein	AF371960.1_00087 hypothetical protein	AF371960.1_00087 hypothetical protein	AF371960.1_00087 hypothetical protein	AF371960.1_00087 hypothetical protein	AF371960.1_00087 hypothetical protein	MK689686.1_00083 hypothetical protein	MK689686.1_00083 hypothetical protein	MK689686.1_00083 hypothetical protein	MK689686.1_00083 hypothetical protein	MK689686.1_00083 hypothetical protein		MK689686.1_00083 hypothetical protein	AF371960.1_00087 hypothetical protein	MK689686.1_00083 hypothetical protein	MK689686.1_00083 hypothetical protein	AF371960.1_00087 hypothetical protein	AF371960.1_00087 hypothetical protein	OQ475017.1_00082 OQ475017.1 - hypothetical protein translation	AF371960.1_00087 hypothetical protein	AF371960.1_00087 hypothetical protein	AF371960.1_00087 hypothetical protein	AF371960.1_00087 hypothetical protein	AF371960.1_00087 hypothetical protein	AF371960.1_00087 hypothetical protein	TSIV_ORF50 PQ335173_PQ335174 - hypothetical protein translation
OG0000079	MK689686.1_00096 hypothetical protein	AF371960.1_00099 hypothetical protein	MK689686.1_00096 hypothetical protein	MK689686.1_00096 hypothetical protein	MK689686.1_00096 hypothetical protein	GQ273492.1_00095 hypothetical protein	MK689686.1_00096 hypothetical protein	AF371960.1_00099 hypothetical protein	MK689686.1_00096 hypothetical protein	MG570131.1_00095 hypothetical protein	MG570132.1_00095 hypothetical protein	MK689686.1_00096 hypothetical protein	MK689686.1_00096 hypothetical protein	MK689686.1_00096 hypothetical protein	AF371960.1_00099 hypothetical protein	MK689686.1_00096 hypothetical protein	AF371960.1_00099 hypothetical protein		AF371960.1_00099 hypothetical protein	AF371960.1_00099 hypothetical protein		MK689686.1_00096 hypothetical protein	AF371960.1_00099 hypothetical protein	AF371960.1_00099 hypothetical protein	MK689686.1_00096 hypothetical protein	AF371960.1_00099 hypothetical protein	AF371960.1_00099 hypothetical protein	AF371960.1_00099 hypothetical protein	AF371960.1_00099 hypothetical protein	AF371960.1_00099 hypothetical protein	AF371960.1_00099 hypothetical protein	AF371960.1_00099 hypothetical protein	MK689686.1_00096 hypothetical protein	AF371960.1_00099 hypothetical protein	AF371960.1_00099 hypothetical protein	AF371960.1_00099 hypothetical protein	AF371960.1_00099 hypothetical protein	AF371960.1_00099 hypothetical protein	AF371960.1_00099 hypothetical protein	AF371960.1_00099 hypothetical protein	MK689686.1_00096 hypothetical protein	MK689686.1_00096 hypothetical protein	MK689686.1_00096 hypothetical protein	MK689686.1_00096 hypothetical protein	MK689686.1_00096 hypothetical protein		MK689686.1_00096 hypothetical protein	AF371960.1_00099 hypothetical protein	MK689686.1_00096 hypothetical protein	MK689686.1_00096 hypothetical protein	AF371960.1_00099 hypothetical protein	AF371960.1_00099 hypothetical protein	OQ475017.1_00096 OQ475017.1 - hypothetical protein translation	AF371960.1_00099 hypothetical protein	AF371960.1_00099 hypothetical protein	AF371960.1_00099 hypothetical protein	AF371960.1_00099 hypothetical protein	AF371960.1_00099 hypothetical protein	AF371960.1_00099 hypothetical protein	PQ335173_PQ335174_00034 PQ335173_PQ335174 - hypothetical protein translation
