Orthogroup	AF303741	AF371960	AY521625	AY894343	BD143114	GQ273492	HF920633	HF920637	KC244182	KF938901	KT804738	KX643370	LS484712	MF599468	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MN562489	MN803438	MT521409	MT798582	MT926123	MT986830	MW139932	NC_005946	OK042108	OK042109	OL774653	OL774654	OL774655	OM037668	ON075463	ON740976	ON743042	OP009387	OQ475017
OG0000075		AF371960.1_00041 hypothetical protein		MK689686.1_00039 hypothetical protein	MK689686.1_00039 hypothetical protein	GQ273492.1_00040 hypothetical protein			MK689686.1_00039 hypothetical protein		MK689686.1_00039 hypothetical protein				MG570131.1_00041 hypothetical protein	MG570132.1_00041 hypothetical protein	MK689686.1_00039 hypothetical protein	MK689686.1_00039 hypothetical protein	MK689686.1_00039 hypothetical protein	AF371960.1_00041 hypothetical protein	MK689686.1_00039 hypothetical protein	AF371960.1_00041 hypothetical protein				MK689686.1_00039 hypothetical protein	AF371960.1_00041 hypothetical protein	AF371960.1_00041 hypothetical protein	MK689686.1_00039 hypothetical protein		MK689686.1_00039 hypothetical protein	MK689686.1_00039 hypothetical protein	MK689686.1_00039 hypothetical protein	MK689686.1_00039 hypothetical protein	MK689686.1_00039 hypothetical protein		MK689686.1_00039 hypothetical protein	MK689686.1_00039 hypothetical protein	MK689686.1_00039 hypothetical protein	AF371960.1_00041 hypothetical protein	OQ475017.1_00040 OQ475017.1 - hypothetical protein translation
OG0000076		AF371960.1_00042 hypothetical protein		MK689686.1_00040 hypothetical protein	MK689686.1_00040 hypothetical protein	GQ273492.1_00041 hypothetical protein			MK689686.1_00040 hypothetical protein		MK689686.1_00040 hypothetical protein				MG570131.1_00042 hypothetical protein	MG570132.1_00042 hypothetical protein	MK689686.1_00040 hypothetical protein	MK689686.1_00040 hypothetical protein	MK689686.1_00040 hypothetical protein	AF371960.1_00042 hypothetical protein	MK689686.1_00040 hypothetical protein	AF371960.1_00042 hypothetical protein				MK689686.1_00040 hypothetical protein	AF371960.1_00042 hypothetical protein	AF371960.1_00042 hypothetical protein	MK689686.1_00040 hypothetical protein		MK689686.1_00040 hypothetical protein	MK689686.1_00040 hypothetical protein	MK689686.1_00040 hypothetical protein	MK689686.1_00040 hypothetical protein	MK689686.1_00040 hypothetical protein		MK689686.1_00040 hypothetical protein	MK689686.1_00040 hypothetical protein	MK689686.1_00040 hypothetical protein	AF371960.1_00042 hypothetical protein	OQ475017.1_00041 OQ475017.1 - hypothetical protein translation
OG0000077		AF371960.1_00044 hypothetical protein		MK689686.1_00042 hypothetical protein	MK689686.1_00042 hypothetical protein	GQ273492.1_00043 hypothetical protein			MK689686.1_00042 hypothetical protein		MK689686.1_00042 hypothetical protein				MG570131.1_00044 hypothetical protein	MG570132.1_00044 hypothetical protein	MK689686.1_00042 hypothetical protein	MK689686.1_00042 hypothetical protein	MK689686.1_00042 hypothetical protein	AF371960.1_00044 hypothetical protein	MK689686.1_00042 hypothetical protein	AF371960.1_00044 hypothetical protein				MK689686.1_00042 hypothetical protein	AF371960.1_00044 hypothetical protein	AF371960.1_00044 hypothetical protein	MK689686.1_00042 hypothetical protein		MK689686.1_00042 hypothetical protein	MK689686.1_00042 hypothetical protein	MK689686.1_00042 hypothetical protein	MK689686.1_00042 hypothetical protein	MK689686.1_00042 hypothetical protein		MK689686.1_00042 hypothetical protein	MK689686.1_00042 hypothetical protein	MK689686.1_00042 hypothetical protein	AF371960.1_00044 hypothetical protein	OQ475017.1_00043 OQ475017.1 - hypothetical protein translation
OG0000078		AF371960.1_00046 hypothetical protein		MK689686.1_00044 hypothetical protein	MK689686.1_00044 hypothetical protein	GQ273492.1_00045 hypothetical protein			MK689686.1_00044 hypothetical protein		MK689686.1_00044 hypothetical protein				MG570131.1_00046 hypothetical protein	MG570132.1_00046 hypothetical protein	MK689686.1_00044 hypothetical protein	MK689686.1_00044 hypothetical protein	MK689686.1_00044 hypothetical protein	AF371960.1_00046 hypothetical protein	MK689686.1_00044 hypothetical protein	AF371960.1_00046 hypothetical protein				MK689686.1_00044 hypothetical protein	AF371960.1_00046 hypothetical protein	AF371960.1_00046 hypothetical protein	MK689686.1_00044 hypothetical protein		MK689686.1_00044 hypothetical protein	MK689686.1_00044 hypothetical protein	MK689686.1_00044 hypothetical protein	MK689686.1_00044 hypothetical protein	MK689686.1_00044 hypothetical protein		MK689686.1_00044 hypothetical protein	MK689686.1_00044 hypothetical protein	MK689686.1_00044 hypothetical protein	AF371960.1_00046 hypothetical protein	OQ475017.1_00045 OQ475017.1 - hypothetical protein translation
OG0000079		AF371960.1_00047 hypothetical protein		MK689686.1_00045 hypothetical protein	MK689686.1_00045 hypothetical protein	GQ273492.1_00046 hypothetical protein			MK689686.1_00045 hypothetical protein		MK689686.1_00045 hypothetical protein				MG570131.1_00047 hypothetical protein	MG570132.1_00047 hypothetical protein	MK689686.1_00045 hypothetical protein	MK689686.1_00045 hypothetical protein	MK689686.1_00045 hypothetical protein	AF371960.1_00047 hypothetical protein	MK689686.1_00045 hypothetical protein	AF371960.1_00047 hypothetical protein				MK689686.1_00045 hypothetical protein	AF371960.1_00047 hypothetical protein	AF371960.1_00047 hypothetical protein	MK689686.1_00045 hypothetical protein		MK689686.1_00045 hypothetical protein	MK689686.1_00045 hypothetical protein	MK689686.1_00045 hypothetical protein	MK689686.1_00045 hypothetical protein	MK689686.1_00045 hypothetical protein		MK689686.1_00045 hypothetical protein	MK689686.1_00045 hypothetical protein	MK689686.1_00045 hypothetical protein	AF371960.1_00047 hypothetical protein	OQ475017.1_00046 OQ475017.1 - hypothetical protein translation
OG0000080		AF371960.1_00051 hypothetical protein		MK689686.1_00050 hypothetical protein	MK689686.1_00050 hypothetical protein	GQ273492.1_00050 hypothetical protein			MK689686.1_00050 hypothetical protein		MK689686.1_00050 hypothetical protein				MG570131.1_00051 hypothetical protein	MG570132.1_00051 hypothetical protein	MK689686.1_00050 hypothetical protein	MK689686.1_00050 hypothetical protein	MK689686.1_00050 hypothetical protein	AF371960.1_00051 hypothetical protein	MK689686.1_00050 hypothetical protein	AF371960.1_00051 hypothetical protein				MK689686.1_00050 hypothetical protein	AF371960.1_00051 hypothetical protein	AF371960.1_00051 hypothetical protein	MK689686.1_00050 hypothetical protein		MK689686.1_00050 hypothetical protein	MK689686.1_00050 hypothetical protein	MK689686.1_00050 hypothetical protein	MK689686.1_00050 hypothetical protein	MK689686.1_00050 hypothetical protein		MK689686.1_00050 hypothetical protein	MK689686.1_00050 hypothetical protein	MK689686.1_00050 hypothetical protein	AF371960.1_00051 hypothetical protein	OQ475017.1_00050 OQ475017.1 - hypothetical protein translation
OG0000081		AF371960.1_00052 hypothetical protein		MK689686.1_00051 hypothetical protein	MK689686.1_00051 hypothetical protein	GQ273492.1_00051 hypothetical protein			MK689686.1_00051 hypothetical protein		MK689686.1_00051 hypothetical protein				MG570131.1_00052 hypothetical protein	MG570132.1_00052 hypothetical protein	MK689686.1_00051 hypothetical protein	MK689686.1_00051 hypothetical protein	MK689686.1_00051 hypothetical protein	AF371960.1_00052 hypothetical protein	MK689686.1_00051 hypothetical protein	AF371960.1_00052 hypothetical protein				MK689686.1_00051 hypothetical protein	AF371960.1_00052 hypothetical protein	AF371960.1_00052 hypothetical protein	MK689686.1_00051 hypothetical protein		MK689686.1_00051 hypothetical protein	MK689686.1_00051 hypothetical protein	MK689686.1_00051 hypothetical protein	MK689686.1_00051 hypothetical protein	MK689686.1_00051 hypothetical protein		MK689686.1_00051 hypothetical protein	MK689686.1_00051 hypothetical protein	MK689686.1_00051 hypothetical protein	AF371960.1_00052 hypothetical protein	OQ475017.1_00051 OQ475017.1 - hypothetical protein translation
OG0000082		AF371960.1_00053 hypothetical protein		MK689686.1_00052 hypothetical protein	MK689686.1_00052 hypothetical protein	GQ273492.1_00052 hypothetical protein			MK689686.1_00052 hypothetical protein		MK689686.1_00052 hypothetical protein				MG570131.1_00053 hypothetical protein	MG570132.1_00053 hypothetical protein	MK689686.1_00052 hypothetical protein	MK689686.1_00052 hypothetical protein	MK689686.1_00052 hypothetical protein	AF371960.1_00053 hypothetical protein	MK689686.1_00052 hypothetical protein	AF371960.1_00053 hypothetical protein				MK689686.1_00052 hypothetical protein	AF371960.1_00053 hypothetical protein	AF371960.1_00053 hypothetical protein	MK689686.1_00052 hypothetical protein		MK689686.1_00052 hypothetical protein	MK689686.1_00052 hypothetical protein	MK689686.1_00052 hypothetical protein	MK689686.1_00052 hypothetical protein	MK689686.1_00052 hypothetical protein		MK689686.1_00052 hypothetical protein	MK689686.1_00052 hypothetical protein	MK689686.1_00052 hypothetical protein	AF371960.1_00053 hypothetical protein	OQ475017.1_00052 OQ475017.1 - hypothetical protein translation
OG0000083		AF371960.1_00063 hypothetical protein		MK689686.1_00061 hypothetical protein	MK689686.1_00061 hypothetical protein	GQ273492.1_00062 hypothetical protein			MK689686.1_00061 hypothetical protein		MK689686.1_00061 hypothetical protein				MG570131.1_00062 hypothetical protein	MG570132.1_00062 hypothetical protein	MK689686.1_00061 hypothetical protein	MK689686.1_00061 hypothetical protein	MK689686.1_00061 hypothetical protein	AF371960.1_00063 hypothetical protein	MK689686.1_00061 hypothetical protein	AF371960.1_00063 hypothetical protein				MK689686.1_00061 hypothetical protein	AF371960.1_00063 hypothetical protein	AF371960.1_00063 hypothetical protein	MK689686.1_00061 hypothetical protein		MK689686.1_00061 hypothetical protein	MK689686.1_00061 hypothetical protein	MK689686.1_00061 hypothetical protein	MK689686.1_00061 hypothetical protein	MK689686.1_00061 hypothetical protein		MK689686.1_00061 hypothetical protein	MK689686.1_00061 hypothetical protein	MK689686.1_00061 hypothetical protein	AF371960.1_00063 hypothetical protein	OQ475017.1_00061 OQ475017.1 - hypothetical protein translation
OG0000084		AF371960.1_00069 hypothetical protein		MK689686.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein	GQ273492.1_00067 hypothetical protein			MK689686.1_00067 hypothetical protein		MK689686.1_00067 hypothetical protein				MG570131.1_00067 hypothetical protein	MG570132.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein	AF371960.1_00069 hypothetical protein	MK689686.1_00067 hypothetical protein	AF371960.1_00069 hypothetical protein				MK689686.1_00067 hypothetical protein	AF371960.1_00069 hypothetical protein	AF371960.1_00069 hypothetical protein	MK689686.1_00067 hypothetical protein		MK689686.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein		MK689686.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein	MK689686.1_00067 hypothetical protein	AF371960.1_00069 hypothetical protein	OQ475017.1_00066 OQ475017.1 - hypothetical protein translation
OG0000085		AF371960.1_00070 hypothetical protein		MK689686.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	GQ273492.1_00068 hypothetical protein			MK689686.1_00068 hypothetical protein		MK689686.1_00068 hypothetical protein				MG570131.1_00068 hypothetical protein	MG570132.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	AF371960.1_00070 hypothetical protein	MK689686.1_00068 hypothetical protein	AF371960.1_00070 hypothetical protein				MK689686.1_00068 hypothetical protein	AF371960.1_00070 hypothetical protein	AF371960.1_00070 hypothetical protein	MK689686.1_00068 hypothetical protein		MK689686.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein		MK689686.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	MK689686.1_00068 hypothetical protein	AF371960.1_00070 hypothetical protein	OQ475017.1_00067 OQ475017.1 - hypothetical protein translation
OG0000086		AF371960.1_00075 hypothetical protein		MK689686.1_00072 hypothetical protein	MK689686.1_00072 hypothetical protein	GQ273492.1_00071 hypothetical protein			MK689686.1_00072 hypothetical protein		MK689686.1_00072 hypothetical protein				MG570131.1_00071 hypothetical protein	MG570132.1_00071 hypothetical protein	MK689686.1_00072 hypothetical protein	MK689686.1_00072 hypothetical protein	MK689686.1_00072 hypothetical protein	AF371960.1_00075 hypothetical protein	MK689686.1_00072 hypothetical protein	AF371960.1_00075 hypothetical protein				MK689686.1_00072 hypothetical protein	AF371960.1_00075 hypothetical protein	AF371960.1_00075 hypothetical protein	MK689686.1_00072 hypothetical protein		MK689686.1_00072 hypothetical protein	MK689686.1_00072 hypothetical protein	MK689686.1_00072 hypothetical protein	MK689686.1_00072 hypothetical protein	MK689686.1_00072 hypothetical protein		MK689686.1_00072 hypothetical protein	MK689686.1_00072 hypothetical protein	MK689686.1_00072 hypothetical protein	AF371960.1_00075 hypothetical protein	OQ475017.1_00071 OQ475017.1 - hypothetical protein translation
OG0000087		AF371960.1_00076 hypothetical protein		MK689686.1_00073 hypothetical protein	MK689686.1_00073 hypothetical protein	GQ273492.1_00072 hypothetical protein			MK689686.1_00073 hypothetical protein		MK689686.1_00073 hypothetical protein				MG570131.1_00072 hypothetical protein	MG570132.1_00072 hypothetical protein	MK689686.1_00073 hypothetical protein	MK689686.1_00073 hypothetical protein	MK689686.1_00073 hypothetical protein	AF371960.1_00076 hypothetical protein	MK689686.1_00073 hypothetical protein	AF371960.1_00076 hypothetical protein				MK689686.1_00073 hypothetical protein	AF371960.1_00076 hypothetical protein	AF371960.1_00076 hypothetical protein	MK689686.1_00073 hypothetical protein		MK689686.1_00073 hypothetical protein	MK689686.1_00073 hypothetical protein	MK689686.1_00073 hypothetical protein	MK689686.1_00073 hypothetical protein	MK689686.1_00073 hypothetical protein		MK689686.1_00073 hypothetical protein	MK689686.1_00073 hypothetical protein	MK689686.1_00073 hypothetical protein	AF371960.1_00076 hypothetical protein	OQ475017.1_00072 OQ475017.1 - hypothetical protein translation
OG0000088		AF371960.1_00081 hypothetical protein		MK689686.1_00077 hypothetical protein	MK689686.1_00077 hypothetical protein	GQ273492.1_00076 hypothetical protein			MK689686.1_00077 hypothetical protein		MK689686.1_00077 hypothetical protein				MG570131.1_00076 hypothetical protein	MG570132.1_00076 hypothetical protein	MK689686.1_00077 hypothetical protein	MK689686.1_00077 hypothetical protein	MK689686.1_00077 hypothetical protein	AF371960.1_00081 hypothetical protein	MK689686.1_00077 hypothetical protein	AF371960.1_00081 hypothetical protein				MK689686.1_00077 hypothetical protein	AF371960.1_00081 hypothetical protein	AF371960.1_00081 hypothetical protein	MK689686.1_00077 hypothetical protein		MK689686.1_00077 hypothetical protein	MK689686.1_00077 hypothetical protein	MK689686.1_00077 hypothetical protein	MK689686.1_00077 hypothetical protein	MK689686.1_00077 hypothetical protein		MK689686.1_00077 hypothetical protein	MK689686.1_00077 hypothetical protein	MK689686.1_00077 hypothetical protein	AF371960.1_00081 hypothetical protein	OQ475017.1_00076 OQ475017.1 - hypothetical protein translation
OG0000089		AF371960.1_00086 hypothetical protein		MK689686.1_00082 hypothetical protein	MK689686.1_00082 hypothetical protein	GQ273492.1_00081 hypothetical protein			MK689686.1_00082 hypothetical protein		MK689686.1_00082 hypothetical protein				MG570131.1_00081 hypothetical protein	MG570132.1_00081 hypothetical protein	MK689686.1_00082 hypothetical protein	MK689686.1_00082 hypothetical protein	MK689686.1_00082 hypothetical protein	AF371960.1_00086 hypothetical protein	MK689686.1_00082 hypothetical protein	AF371960.1_00086 hypothetical protein				MK689686.1_00082 hypothetical protein	AF371960.1_00086 hypothetical protein	AF371960.1_00086 hypothetical protein	MK689686.1_00082 hypothetical protein		MK689686.1_00082 hypothetical protein	MK689686.1_00082 hypothetical protein	MK689686.1_00082 hypothetical protein	MK689686.1_00082 hypothetical protein	MK689686.1_00082 hypothetical protein		MK689686.1_00082 hypothetical protein	MK689686.1_00082 hypothetical protein	MK689686.1_00082 hypothetical protein	AF371960.1_00086 hypothetical protein	OQ475017.1_00081 OQ475017.1 - hypothetical protein translation
OG0000090		AF371960.1_00087 hypothetical protein		MK689686.1_00083 hypothetical protein	MK689686.1_00083 hypothetical protein	ORF78R_refgen ORF78R			MK689686.1_00083 hypothetical protein		MK689686.1_00083 hypothetical protein				MG570131.1_00082 hypothetical protein	MG570132.1_00082 hypothetical protein	MK689686.1_00083 hypothetical protein	MK689686.1_00083 hypothetical protein	MK689686.1_00083 hypothetical protein	AF371960.1_00087 hypothetical protein	MK689686.1_00083 hypothetical protein	AF371960.1_00087 hypothetical protein				MK689686.1_00083 hypothetical protein	AF371960.1_00087 hypothetical protein	AF371960.1_00087 hypothetical protein	MK689686.1_00083 hypothetical protein		MK689686.1_00083 hypothetical protein	MK689686.1_00083 hypothetical protein	MK689686.1_00083 hypothetical protein	MK689686.1_00083 hypothetical protein	MK689686.1_00083 hypothetical protein		MK689686.1_00083 hypothetical protein	MK689686.1_00083 hypothetical protein	MK689686.1_00083 hypothetical protein	AF371960.1_00087 hypothetical protein	OQ475017.1_00082 OQ475017.1 - hypothetical protein translation
OG0000091		AF371960.1_00101 hypothetical protein		MK689686.1_00098 hypothetical protein	MK689686.1_00098 hypothetical protein	GQ273492.1_00097 hypothetical protein			MK689686.1_00098 hypothetical protein		MK689686.1_00098 hypothetical protein				MG570131.1_00097 hypothetical protein	MG570132.1_00097 hypothetical protein	MK689686.1_00098 hypothetical protein	MK689686.1_00098 hypothetical protein	MK689686.1_00098 hypothetical protein	AF371960.1_00101 hypothetical protein	MK689686.1_00098 hypothetical protein	AF371960.1_00101 hypothetical protein				MK689686.1_00098 hypothetical protein	AF371960.1_00101 hypothetical protein	AF371960.1_00101 hypothetical protein	MK689686.1_00098 hypothetical protein		MK689686.1_00098 hypothetical protein	MK689686.1_00098 hypothetical protein	MK689686.1_00098 hypothetical protein	MK689686.1_00098 hypothetical protein	MK689686.1_00098 hypothetical protein		MK689686.1_00098 hypothetical protein	MK689686.1_00098 hypothetical protein	MK689686.1_00098 hypothetical protein	AF371960.1_00101 hypothetical protein	OQ475017.1_00098 OQ475017.1 - hypothetical protein translation
OG0000092		AF371960.1_00102 hypothetical protein		MK689686.1_00099 hypothetical protein	MK689686.1_00099 hypothetical protein	GQ273492.1_00098 hypothetical protein			MK689686.1_00099 hypothetical protein		MK689686.1_00099 hypothetical protein				MG570131.1_00098 hypothetical protein	MG570132.1_00098 hypothetical protein	MK689686.1_00099 hypothetical protein	MK689686.1_00099 hypothetical protein	MK689686.1_00099 hypothetical protein	AF371960.1_00102 hypothetical protein	MK689686.1_00099 hypothetical protein	AF371960.1_00102 hypothetical protein				MK689686.1_00099 hypothetical protein	AF371960.1_00102 hypothetical protein	AF371960.1_00102 hypothetical protein	MK689686.1_00099 hypothetical protein		MK689686.1_00099 hypothetical protein	MK689686.1_00099 hypothetical protein	MK689686.1_00099 hypothetical protein	MK689686.1_00099 hypothetical protein	MK689686.1_00099 hypothetical protein		MK689686.1_00099 hypothetical protein	MK689686.1_00099 hypothetical protein	MK689686.1_00099 hypothetical protein	AF371960.1_00102 hypothetical protein	OQ475017.1_00099 OQ475017.1 - hypothetical protein translation
OG0000093		AF371960.1_00103 hypothetical protein		MK689686.1_00100 hypothetical protein	MK689686.1_00100 hypothetical protein	GQ273492.1_00099 hypothetical protein			MK689686.1_00100 hypothetical protein		MK689686.1_00100 hypothetical protein				MG570131.1_00099 hypothetical protein	MG570132.1_00099 hypothetical protein	MK689686.1_00100 hypothetical protein	MK689686.1_00100 hypothetical protein	MK689686.1_00100 hypothetical protein	AF371960.1_00103 hypothetical protein	MK689686.1_00100 hypothetical protein	AF371960.1_00103 hypothetical protein				MK689686.1_00100 hypothetical protein	AF371960.1_00103 hypothetical protein	AF371960.1_00103 hypothetical protein	MK689686.1_00100 hypothetical protein		MK689686.1_00100 hypothetical protein	MK689686.1_00100 hypothetical protein	MK689686.1_00100 hypothetical protein	MK689686.1_00100 hypothetical protein	MK689686.1_00100 hypothetical protein		MK689686.1_00100 hypothetical protein	MK689686.1_00100 hypothetical protein	MK689686.1_00100 hypothetical protein	AF371960.1_00103 hypothetical protein	OQ475017.1_00100 OQ475017.1 - hypothetical protein translation
OG0000094		AF371960.1_00104 hypothetical protein		MK689686.1_00101 hypothetical protein	MK689686.1_00101 hypothetical protein	GQ273492.1_00100 hypothetical protein			MK689686.1_00101 hypothetical protein		MK689686.1_00101 hypothetical protein				MG570131.1_00100 hypothetical protein	MG570132.1_00100 hypothetical protein	MK689686.1_00101 hypothetical protein	MK689686.1_00101 hypothetical protein	MK689686.1_00101 hypothetical protein	AF371960.1_00104 hypothetical protein	MK689686.1_00101 hypothetical protein	AF371960.1_00104 hypothetical protein				MK689686.1_00101 hypothetical protein	AF371960.1_00104 hypothetical protein	AF371960.1_00104 hypothetical protein	MK689686.1_00101 hypothetical protein		MK689686.1_00101 hypothetical protein	MK689686.1_00101 hypothetical protein	MK689686.1_00101 hypothetical protein	MK689686.1_00101 hypothetical protein	MK689686.1_00101 hypothetical protein		MK689686.1_00101 hypothetical protein	MK689686.1_00101 hypothetical protein	MK689686.1_00101 hypothetical protein	AF371960.1_00104 hypothetical protein	OQ475017.1_00101 OQ475017.1 - hypothetical protein translation
OG0000095		AF371960.1_00108 hypothetical protein		MK689686.1_00106 hypothetical protein	MK689686.1_00106 hypothetical protein	ORF100R_refgen ORF100R			MK689686.1_00106 hypothetical protein		MK689686.1_00106 hypothetical protein				MG570131.1_00104 hypothetical protein	MG570132.1_00104 hypothetical protein	MK689686.1_00106 hypothetical protein	MK689686.1_00106 hypothetical protein	MK689686.1_00106 hypothetical protein	AF371960.1_00108 hypothetical protein	MK689686.1_00106 hypothetical protein	AF371960.1_00108 hypothetical protein				MK689686.1_00106 hypothetical protein	AF371960.1_00108 hypothetical protein	AF371960.1_00108 hypothetical protein	MK689686.1_00106 hypothetical protein		MK689686.1_00106 hypothetical protein	MK689686.1_00106 hypothetical protein	MK689686.1_00106 hypothetical protein	MK689686.1_00106 hypothetical protein	MK689686.1_00106 hypothetical protein		MK689686.1_00106 hypothetical protein	MK689686.1_00106 hypothetical protein	MK689686.1_00106 hypothetical protein	AF371960.1_00108 hypothetical protein	OQ475017.1_00106 OQ475017.1 - hypothetical protein translation
OG0000096		AF371960.1_00116 hypothetical protein		MK689686.1_00115 hypothetical protein	MK689686.1_00115 hypothetical protein	GQ273492.1_00113 hypothetical protein			MK689686.1_00115 hypothetical protein		MK689686.1_00115 hypothetical protein				MG570131.1_00113 hypothetical protein	MG570132.1_00113 hypothetical protein	MK689686.1_00115 hypothetical protein	MK689686.1_00115 hypothetical protein	MK689686.1_00115 hypothetical protein	AF371960.1_00116 hypothetical protein	MK689686.1_00115 hypothetical protein	AF371960.1_00116 hypothetical protein				MK689686.1_00115 hypothetical protein	AF371960.1_00116 hypothetical protein	AF371960.1_00116 hypothetical protein	MK689686.1_00115 hypothetical protein		MK689686.1_00115 hypothetical protein	MK689686.1_00115 hypothetical protein	MK689686.1_00115 hypothetical protein	MK689686.1_00115 hypothetical protein	MK689686.1_00115 hypothetical protein		MK689686.1_00115 hypothetical protein	MK689686.1_00115 hypothetical protein	MK689686.1_00115 hypothetical protein	AF371960.1_00116 hypothetical protein	OQ475017.1_00115 OQ475017.1 - hypothetical protein translation
OG0000097		AF371960.1_00120 hypothetical protein		MK689686.1_00119 hypothetical protein	MK689686.1_00119 hypothetical protein	GQ273492.1_00117 hypothetical protein			MK689686.1_00119 hypothetical protein		MK689686.1_00119 hypothetical protein				MG570131.1_00117 hypothetical protein	MG570132.1_00117 hypothetical protein	MK689686.1_00119 hypothetical protein	MK689686.1_00119 hypothetical protein	MK689686.1_00119 hypothetical protein	AF371960.1_00120 hypothetical protein	MK689686.1_00119 hypothetical protein	AF371960.1_00120 hypothetical protein				MK689686.1_00119 hypothetical protein	AF371960.1_00120 hypothetical protein	AF371960.1_00120 hypothetical protein	MK689686.1_00119 hypothetical protein		MK689686.1_00119 hypothetical protein	MK689686.1_00119 hypothetical protein	MK689686.1_00119 hypothetical protein	MK689686.1_00119 hypothetical protein	MK689686.1_00119 hypothetical protein		MK689686.1_00119 hypothetical protein	MK689686.1_00119 hypothetical protein	MK689686.1_00119 hypothetical protein	AF371960.1_00120 hypothetical protein	OQ475017.1_00119 OQ475017.1 - hypothetical protein translation
OG0000098		AF371960.1_00029 hypothetical protein		ORF025_refgen ORF025	ORF025_refgen ORF025	GQ273492.1_00028 hypothetical protein			ORF025_refgen ORF025		ORF025_refgen ORF025				MG570131.1_00029 hypothetical protein	MG570132.1_00029 hypothetical protein	ORF025_refgen ORF025	ORF025_refgen ORF025	ORF025_refgen ORF025	AF371960.1_00029 hypothetical protein	ORF025_refgen ORF025	AF371960.1_00029 hypothetical protein				ORF025_refgen ORF025	AF371960.1_00029 hypothetical protein	AF371960.1_00029 hypothetical protein	ORF025_refgen ORF025		ORF025_refgen ORF025	ORF025_refgen ORF025	ORF025_refgen ORF025	ORF025_refgen ORF025	ORF025_refgen ORF025		ORF025_refgen ORF025	ORF025_refgen ORF025	ORF025_refgen ORF025	AF371960.1_00029 hypothetical protein	
OG0000099		AF371960.1_00040 hypothetical protein		MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	GQ273492.1_00039 hypothetical protein			MK689686.1_00038 hypothetical protein		MK689686.1_00038 hypothetical protein				MG570131.1_00040 hypothetical protein	MG570132.1_00040 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	AF371960.1_00040 hypothetical protein	MK689686.1_00038 hypothetical protein	AF371960.1_00040 hypothetical protein				MK689686.1_00038 hypothetical protein	AF371960.1_00040 hypothetical protein		MK689686.1_00038 hypothetical protein		MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein		MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	MK689686.1_00038 hypothetical protein	AF371960.1_00040 hypothetical protein	OQ475017.1_00039 OQ475017.1 - hypothetical protein translation
OG0000100		AF371960.1_00062 hypothetical protein			DNA-binding protein_refgen DNA-binding protein	GQ273492.1_00061 hypothetical protein			DNA-binding protein_refgen DNA-binding protein		DNA-binding protein_refgen DNA-binding protein				MG570131.1_00061 hypothetical protein	MG570132.1_00061 hypothetical protein	DNA-binding protein_refgen DNA-binding protein	DNA-binding protein_refgen DNA-binding protein	DNA-binding protein_refgen DNA-binding protein	AF371960.1_00062 hypothetical protein	DNA-binding protein_refgen DNA-binding protein		OM037668.1_00095 hypothetical protein		OM037668.1_00095 hypothetical protein		AF371960.1_00062 hypothetical protein	AF371960.1_00062 hypothetical protein	DNA-binding protein_refgen DNA-binding protein		DNA-binding protein_refgen DNA-binding protein	DNA-binding protein_refgen DNA-binding protein	DNA-binding protein_refgen DNA-binding protein	DNA-binding protein_refgen DNA-binding protein	DNA-binding protein_refgen DNA-binding protein	OM037668.1_00095 hypothetical protein	DNA-binding protein_refgen DNA-binding protein	DNA-binding protein_refgen DNA-binding protein	DNA-binding protein_refgen binding protein		OQ475017.1_00060 OQ475017.1 - hypothetical protein translation
